Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																		
Дата голосования: 02.12.2007																																		
																																		
Наименование Избирательной комиссии:    Солонешенская																																		
																																		
Сводная таблица результатов выборов																																		
																																		
		Сумма	УИК №1428	УИК №1429	УИК №1430	УИК №1431	УИК №1432	УИК №1433	УИК №1434	УИК №1435	УИК №1436	УИК №1437	УИК №1438	УИК №1439	УИК №1440	УИК №1441	УИК №1442	УИК №1443	УИК №1444	УИК №1445	УИК №1446	УИК №1447	УИК №1448	УИК №1449	УИК №1450	УИК №1451	УИК №1452	УИК №1453	УИК №1454					
1	"Число избирателей, внесенных в списки избирателей"	8492	531	161	262	120	48	475	83	113	312	46	91	663	84	78	1899	974	162	126	192	289	170	35	821	90	497	131	39					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	8750	540	177	273	121	55	812	85	112	330	37	89	644	83	72	1846	924	162	123	183	290	170	35	828	95	497	126	41					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	5487	316	124	175	94	44	451	59	74	214	34	70	399	56	67	1167	571	84	99	115	175	116	26	473	51	317	84	32					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	415	50	12	12	0	0	24	7	13	27	0	2	39	0	3	54	48	18	5	9	10	5	0	39	19	18	1	0					
6	Число погашенных избирательных бюллетеней	2848	174	41	86	27	11	337	19	25	89	3	17	206	27	2	625	305	60	19	59	105	49	9	316	25	162	41	9					
7	Число избирательных бюллетеней в переносных ящиках для голосования	415	50	12	12	0	0	24	7	13	27	0	2	39	0	3	54	48	18	5	9	10	5	0	39	19	18	1	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	5486	316	124	175	94	44	451	59	74	214	34	70	399	56	67	1166	571	84	99	115	175	116	26	473	51	317	84	32					
9	Число недействительных избирательных бюллетеней	47	5	3	2	2	0	3	0	1	2	0	0	3	1	2	13	3	0	2	0	0	0	0	1	0	4	0	0					
10	Число действительных избирательных бюллетеней	5854	361	133	185	92	44	472	66	86	239	34	72	435	55	68	1207	616	102	102	124	185	121	26	511	70	331	85	32					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	100	5	3	5	2	2	7	2	2	5	2	2	5	2	2	10	6	2	3	3	6	4	2	6	2	6	2	2					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	31	4	1	0	1	0	2	0	0	0	0	0	4	0	0	9	6	0	0	0	0	0	0	4	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	18	0	1	0	0	0	0	0	1	1	0	1	3	0	0	4	1	0	1	2	0	0	0	2	0	0	1	0					
14	Число погашенных неиспользованных открепительных удостоверений	69	1	2	5	1	2	5	2	2	5	2	2	1	2	2	1	0	2	3	3	6	4	2	2	2	6	2	2					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																		
18	1.Политическая партия «Аграрная партия России»	394	44	21	11	4	1	23	5	4	17	1	2	35	2	1	64	32	7	2	15	17	9	0	31	6	36	1	3					
		6.68%	12.02%	15.44%	5.88%	4.26%	2.27%	4.84%	7.58%	4.60%	7.05%	2.94%	2.78%	7.99%	3.57%	1.43%	5.25%	5.17%	6.86%	1.92%	12.10%	9.19%	7.44%	0.00%	6.05%	8.57%	10.75%	1.18%	9.38%					
19	2.Всероссийская политическая партия «Гражданская Сила»	18	0	1	1	0	0	1	0	0	1	0	0	3	0	0	5	0	0	0	1	0	0	0	4	1	0	0	0					
		0.31%	0.00%	0.74%	0.53%	0.00%	0.00%	0.21%	0.00%	0.00%	0.41%	0.00%	0.00%	0.68%	0.00%	0.00%	0.41%	0.00%	0.00%	0.00%	0.81%	0.00%	0.00%	0.00%	0.78%	1.43%	0.00%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	6	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1					
		0.10%	0.55%	0.00%	0.00%	0.00%	2.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.08%	0.00%	0.00%	0.00%	0.81%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	3.13%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	860	52	16	24	11	0	61	6	20	38	3	3	60	0	7	222	123	23	11	19	23	12	4	71	8	30	9	4					
		14.57%	14.21%	11.76%	12.83%	11.70%	0.00%	12.84%	9.09%	22.99%	15.77%	8.82%	4.17%	13.70%	0.00%	10.00%	18.20%	19.87%	22.55%	10.58%	15.32%	12.43%	9.92%	15.38%	13.87%	11.43%	8.96%	10.59%	12.50%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	21	2	0	0	0	0	0	0	0	0	0	0	1	0	0	13	2	0	0	0	0	0	0	0	0	3	0	0					
		0.36%	0.55%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%	0.00%	0.00%	1.07%	0.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.90%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	13	3	0	0	0	0	0	1	0	1	0	0	0	1	0	5	0	0	0	0	0	0	0	1	0	1	0	0					
		0.22%	0.82%	0.00%	0.00%	0.00%	0.00%	0.00%	1.52%	0.00%	0.41%	0.00%	0.00%	0.00%	1.79%	0.00%	0.41%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.20%	0.00%	0.30%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	484	43	18	9	12	5	30	4	6	9	9	5	36	5	3	83	55	8	2	9	11	8	3	39	8	51	10	3					
