Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																				
Дата голосования: 07.12.2003 0:00:00																																																				
																																																				
Наименование Избирательной комиссии:    Глазовская городская																																																				
																																																				
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																				
																																																				
		Сумма	УИК №701	УИК №702	УИК №703	УИК №704	УИК №705	УИК №706	УИК №707	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714	УИК №715	УИК №716	УИК №717	УИК №718	УИК №719	УИК №720	УИК №721	УИК №722	УИК №723	УИК №724	УИК №725	УИК №726	УИК №727	УИК №728	УИК №729	УИК №730	УИК №731	УИК №732	УИК №733	УИК №734	УИК №735	УИК №736	УИК №737	УИК №738	УИК №739	УИК №740	УИК №741	УИК №742	УИК №743	УИК №744	УИК №745					
1	"Число избирателей, внесенных в списки"	79987	2050	1928	1823	1890	1706	1663	1851	1795	2016	1974	1868	1976	1868	1943	1897	1609	1845	1979	1867	1865	1796	2168	1730	1804	2067	1813	1922	1997	1804	1835	2105	2274	2074	2193	1994	1821	1732	289	2309	1997	2007	2394	170	130	149					
2	"Число бюллетеней, полученных участковыми комиссиями"	74205	1900	1800	1700	1750	1600	1550	1750	1650	1850	1850	1750	1850	1750	1800	1750	1500	1700	1800	1750	1700	1700	2100	1750	1650	1900	1700	1800	1750	1700	1700	1900	2100	1900	2000	1800	1700	1600	340	2100	1800	1800	2200	180	130	155					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	44132	1270	1062	856	894	965	936	984	947	1092	1051	1144	1126	1063	1055	1018	936	1058	1055	1091	966	897	1245	1183	954	1152	1081	1031	988	1020	1063	1170	1341	1260	1252	1140	1131	849	267	1177	888	904	1134	158	130	148					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	553	8	32	8	13	12	17	13	14	43	8	22	11	17	18	28	9	28	25	33	15	13	11	2	14	12	12	11	12	9	6	1	7	14	5	4	5	5	0	7	6	15	8	0	0	0					
6	Число погашенных бюллетеней	29517	622	706	836	843	623	597	753	690	715	791	584	713	670	727	704	555	614	720	626	719	790	844	565	682	736	606	758	750	671	631	729	752	626	743	656	564	746	73	913	906	881	1058	22	0	7					
7	Число бюллетеней в переносных ящиках для голосования	553	8	32	8	13	12	17	13	14	43	8	22	11	17	18	28	9	28	25	33	15	13	11	2	14	12	12	11	12	9	6	1	7	14	5	4	5	5	0	7	6	15	8	0	0	0					
8	Число бюллетеней в стационарных ящиках для голосования	44103	1270	1062	855	891	965	935	981	946	1092	1048	1144	1124	1063	1055	1018	935	1058	1053	1091	966	896	1243	1183	954	1151	1081	1031	988	1020	1063	1169	1337	1260	1250	1140	1131	849	267	1177	888	904	1134	158	129	148					
9	Число недействительных бюллетеней	737	31	29	22	13	15	24	15	15	19	12	25	10	13	31	22	19	23	27	11	23	14	13	6	18	12	21	21	8	19	9	17	17	12	8	19	16	4	18	20	16	11	21	7	4	7					
10	Число действительных бюллетеней	43919	1247	1065	841	891	962	928	979	945	1116	1044	1141	1125	1067	1042	1024	925	1063	1051	1113	958	895	1241	1179	950	1151	1072	1021	992	1010	1060	1153	1327	1262	1247	1125	1120	850	249	1164	878	908	1121	151	125	141					
