Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																											
Дата голосования: 07.12.2003 0:00:00																																											
																																											
Наименование Избирательной комиссии:    Киренская																																											
																																											
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																											
																																											
		Сумма	УИК №760	УИК №761	УИК №762	УИК №763	УИК №764	УИК №765	УИК №766	УИК №767	УИК №768	УИК №769	УИК №770	УИК №771	УИК №772	УИК №773	УИК №774	УИК №775	УИК №776	УИК №777	УИК №778	УИК №779	УИК №780	УИК №781	УИК №782	УИК №783	УИК №784	УИК №785	УИК №786	УИК №787	УИК №788	УИК №789	УИК №790	УИК №791	УИК №792	УИК №793	УИК №794	УИК №795					
1	"Число избирателей, внесенных в списки"	18426	1654	1120	1091	1911	1427	615	403	1225	106	1664	41	667	57	360	540	161	108	577	75	1498	819	171	54	269	127	87	106	482	353	77	74	18	84	151	201	53					
2	"Число бюллетеней, полученных участковыми комиссиями"	17080	1462	966	890	1689	1245	552	395	1085	110	1473	115	667	65	360	541	167	107	611	81	1311	738	176	71	279	128	90	111	499	363	79	80	26	124	155	213	56					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	59	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	43					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	8619	665	396	379	976	572	277	216	463	60	788	28	348	41	197	266	108	77	370	74	661	297	92	52	184	78	55	70	183	208	60	44	14	50	119	151	0					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	519	53	18	52	49	14	15	13	27	14	23	0	32	0	47	0	6	5	31	0	29	10	0	2	3	4	0	3	40	17	5	0	0	0	0	7	0					
6	Число погашенных бюллетеней	7883	744	552	459	664	659	260	166	595	36	662	83	287	24	116	275	53	25	210	7	621	431	84	17	92	46	35	38	276	138	14	36	12	62	36	55	13					
7	Число бюллетеней в переносных ящиках для голосования	535	53	18	52	49	14	15	13	27	14	23	4	32	0	47	0	6	5	31	0	29	10	0	2	3	4	0	3	40	17	5	0	0	12	0	7	0					
8	Число бюллетеней в стационарных ящиках для голосования	8660	664	396	379	976	572	277	216	463	60	788	28	348	41	197	266	108	77	370	74	660	297	92	52	184	78	55	70	183	208	60	44	14	50	119	151	43					
9	Число недействительных бюллетеней	141	7	7	7	15	4	1	3	6	1	12	0	3	1	5	13	6	5	10	0	11	2	0	4	1	5	0	3	1	4	0	2	0	1	1	0	0					
10	Число действительных бюллетеней	9054	710	407	424	1010	582	291	226	484	73	799	32	377	40	239	253	108	77	391	74	678	305	92	50	186	77	55	70	222	221	65	42	14	61	118	158	43					
