Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																				
Дата голосования: 18.09.2016																																				
																																				
Наименование Избирательной комиссии:    Навашинская																																				
																																				
Сводная таблица итогов голосования по федеральному избирательному округу																																				
																																				
		Сумма	УИК №1408	УИК №1409	УИК №1411	УИК №1412	УИК №1413	УИК №1414	УИК №1415	УИК №1416	УИК №1417	УИК №1418	УИК №1419	УИК №1420	УИК №1421	УИК №1422	УИК №1423	УИК №1424	УИК №1425	УИК №1426	УИК №1427	УИК №1428	УИК №1429	УИК №1430	УИК №1432	УИК №1433	УИК №1434									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	19561	1597	1691	1683	1385	996	1165	973	895	983	1122	872	1236	216	419	537	288	256	158	208	107	999	330	478	155	812									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	18834	1600	1680	1575	1278	973	1075	950	871	927	1100	829	1248	200	430	507	280	250	150	200	100	980	300	450	150	731									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	9854	870	878	647	919	789	422	738	314	360	578	756	461	69	154	221	150	117	74	116	49	450	101	130	80	411									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	1123	32	12	7	23	3	10	8	16	5	26	13	19	65	47	70	39	13	18	39	36	228	78	198	49	69									
6	Число погашенных избирательных бюллетеней	7857	698	790	921	336	181	643	204	541	562	496	60	768	66	229	216	91	120	58	45	15	302	121	122	21	251									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	1123	32	12	7	23	3	10	8	16	5	26	13	19	65	47	70	39	13	18	39	36	228	78	198	49	69									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	9853	870	878	647	919	789	422	738	313	360	578	756	461	69	154	221	150	117	74	116	49	450	101	130	80	411									
9	Число недействительных избирательных бюллетеней	160	3	12	6	10	9	13	7	8	9	6	3	22	3	6	4	2	1	2	9	0	18	1	3	0	3									
10	Число действительных избирательных бюллетеней	10816	899	878	648	932	783	419	739	321	356	598	766	458	131	195	287	187	129	90	146	85	660	178	325	129	477									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	230	15	20	12	25	10	15	10	15	10	15	10	10	3	5	8	5	5	2	5	2	5	5	5	3	10									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	152	13	12	5	24	6	11	8	12	5	7	5	9	0	5	8	2	3	2	3	1	2	1	1	0	7									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	127	10	8	8	12	8	10	8	3	3	4	7	6	3	3	6	3	3	5	4	2	0	2	3	2	4									
14	Число погашенных неиспользованных открепительных удостоверений	78	2	8	7	1	4	4	2	3	5	8	5	1	3	0	0	3	2	0	2	1	3	4	4	3	3									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	60	5	7	0	4	3	6	3	3	5	1	0	13	0	4	1	1	2	0	1	0	0	0	0	0	1									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																				
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	120	4	8	14	13	8	5	16	2	2	4	8	6	0	3	1	1	2	1	0	2	10	2	5	0	3									
