Выборы Президента Российской Федерации																																																																																																		
Дата голосования: 04.03.2012																																																																																																		
																																																																																																		
Наименование Избирательной комиссии:    Тайшетская																																																																																																		
																																																																																																		
Сводная таблица итогов голосования																																																																																																		
																																																																																																		
	Число участковых избирательных комиссий	87																																																																																																
	Число участковых избирательных комиссий, приступивших к передаче сведений	87																																																																																																
																																																																																																		
		Сумма	УИК №1290	УИК №1291	УИК №1292	УИК №1293	УИК №1294	УИК №1295	УИК №1296	УИК №1297	УИК №1298	УИК №1299	УИК №1300	УИК №1301	УИК №1302	УИК №1303	УИК №1304	УИК №1305	УИК №1306	УИК №1307	УИК №1308	УИК №1309	УИК №1310	УИК №1311	УИК №1312	УИК №1313	УИК №1314	УИК №1315	УИК №1316	УИК №1317	УИК №1318	УИК №1319	УИК №1320	УИК №1321	УИК №1322	УИК №1323	УИК №1324	УИК №1325	УИК №1326	УИК №1327	УИК №1328	УИК №1329	УИК №1330	УИК №1331	УИК №1332	УИК №1333	УИК №1334	УИК №1335	УИК №1336	УИК №1337	УИК №1338	УИК №1339	УИК №1340	УИК №1341	УИК №1342	УИК №1343	УИК №1344	УИК №1345	УИК №1346	УИК №1347	УИК №1348	УИК №1349	УИК №1350	УИК №1351	УИК №1352	УИК №1353	УИК №1354	УИК №1355	УИК №1356	УИК №1357	УИК №1358	УИК №1359	УИК №1360	УИК №1361	УИК №1362	УИК №1363	УИК №1364	УИК №1365	УИК №1366	УИК №1367	УИК №1368	УИК №1369	УИК №1370	УИК №1371	УИК №1372	УИК №1373	УИК №1374	УИК №1375	УИК №1376									
1	Число избирателей, включенных в список избирателей	58325	230	121	591	240	14	988	961	468	177	143	256	738	175	574	255	131	283	126	865	853	191	279	78	1098	1022	385	152	613	161	207	190	291	785	30	321	686	214	932	321	575	357	94	433	210	123	638	144	436	429	276	159	134	1605	1133	1317	1398	1350	369	858	826	735	889	881	1761	1432	1544	1596	1021	1388	1024	1366	1115	1874	1247	1074	314	785	1050	1175	1469	804	159	885	1423	1297	827	181									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	57356	233	122	641	271	16	946	959	486	175	137	239	726	173	558	266	138	296	128	880	858	189	279	72	1100	1000	388	154	619	163	206	190	293	784	31	330	687	218	909	327	601	361	98	441	220	134	642	140	416	427	277	161	135	1500	1100	1300	1300	1300	368	848	823	731	856	875	1700	1400	1500	1600	1000	1400	1000	1300	1100	1800	1200	1000	311	793	1000	1100	1400	789	161	837	1400	1200	824	300									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	29500	189	86	418	117	14	662	585	277	95	88	182	376	108	252	183	72	195	64	402	403	114	222	66	546	559	223	41	313	68	102	101	140	322	18	137	369	97	509	256	288	189	63	190	136	56	320	98	210	226	157	90	78	688	459	544	667	519	197	400	493	407	484	503	760	747	852	791	531	772	502	677	594	962	694	502	140	296	504	508	703	365	85	368	573	565	395	181									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	3061	7	6	8	21	0	46	35	23	12	7	23	57	17	88	17	16	20	35	100	98	11	32	4	93	70	19	81	26	20	33	19	33	92	0	51	67	12	51	0	66	41	2	64	44	8	78	11	61	11	2	4	16	44	31	82	72	92	10	50	32	38	35	26	21	36	17	60	7	21	32	130	19	29	46	35	9	19	28	47	80	30	0	47	38	35	5	0									
6	Число погашенных избирательных бюллетеней	24795	37	30	215	133	2	238	339	186	68	42	34	293	48	218	66	50	81	29	378	357	64	25	2	461	371	146	32	280	75	71	70	120	370	13	142	251	109	349	71	247	131	33	187	40	70	244	31	145	190	118	67	41	768	610	674	561	689	161	398	298	286	337	346	919	617	631	749	462	607	466	493	487	809	460	463	162	478	468	545	617	394	76	422	789	600	424	119									
