Выборы Президента Российской Федерации																																																										
																																																										
Наименование Избирательной комиссии:    Тайшетская																																																										
																																																										
Итоги голосования 																																																										
																																																										
		Сумма	УИК №1070	УИК №1071	УИК №1072	УИК №1073	УИК №1074	УИК №1075	УИК №1076	УИК №1077	УИК №1078	УИК №1079	УИК №1080	УИК №1081	УИК №1082	УИК №1083	УИК №1084	УИК №1085	УИК №1086	УИК №1087	УИК №1088	УИК №1089	УИК №1090	УИК №1091	УИК №1092	УИК №1093	УИК №1094	УИК №1095	УИК №1096	УИК №1097	УИК №1098	УИК №1099	УИК №1100	УИК №1101	УИК №1102	УИК №1103	УИК №1104	УИК №1105	УИК №1106	УИК №1107	УИК №1108	УИК №1109	УИК №1110	УИК №1111	УИК №1112	УИК №1113	УИК №1114	УИК №1115	УИК №1116	УИК №1117	УИК №1118	УИК №1119	УИК №1120					
1	"Число избирателей, внесенных в список"	21621	54	871	316	222	545	96	157	238	129	354	709	214	159	320	122	669	633	411	1590	638	811	191	247	175	189	481	263	185	1161	663	276	157	628	335	131	131	368	1064	1021	368	116	203	78	453	272	367	264	701	985	422	468					
2	Число полученных избирательных бюллетеней	21164	57	866	306	213	541	139	145	238	128	355	682	209	156	302	119	645	603	393	1514	626	809	189	236	171	187	476	262	183	1149	655	278	155	625	331	124	121	356	1035	984	359	114	203	74	444	238	354	267	691	981	419	457					
3	"Число избирательных бюллетеней, выданных  досрочно"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	12955	52	366	221	181	311	86	91	143	109	274	444	131	117	225	78	508	361	159	892	275	402	116	206	138	129	283	190	117	576	298	222	152	321	235	77	81	184	616	599	221	87	132	65	377	122	231	89	370	560	405	330					
5	"Число избирательных бюллетеней, выданных вне помещения"	1125	0	41	0	0	20	10	20	40	0	37	27	9	0	0	0	0	116	63	53	93	22	16	0	2	0	22	8	13	51	49	0	3	64	0	12	0	36	30	18	4	0	14	0	0	38	13	104	35	28	0	14					
6	Число погашенных избирательных бюллетеней	7083	5	459	85	32	210	43	34	55	19	44	211	69	39	77	41	137	126	171	569	258	385	57	30	31	58	171	64	53	522	308	56	0	240	96	35	40	135	389	367	134	27	57	9	67	78	110	74	286	393	14	113					
7	Число избирательных бюллетеней в переносных ящиках	1126	0	41	0	0	20	10	20	40	0	37	27	9	0	0	0	0	116	63	53	93	22	16	0	2	0	22	8	13	51	49	0	3	64	0	12	0	37	30	18	4	0	14	0	0	38	13	104	35	28	0	14					
8	Число бюллетеней в стационарных ящиках для голосования	12955	52	366	221	181	311	86	91	143	109	274	444	131	117	225	78	508	361	159	892	275	402	116	206	138	129	283	190	117	576	298	222	152	321	235	77	81	184	616	599	221	87	132	65	377	122	231	89	370	560	405	330					
9	Число недействительных избирательных бюллетеней	175	0	18	3	3	2	0	5	2	1	0	2	0	1	0	0	0	6	3	6	11	5	0	2	0	1	4	3	1	8	4	2	0	9	5	3	6	4	8	7	2	0	4	0	7	1	5	1	5	15	0	0					
10	Число действительных избирательных бюллетеней	13906	52	389	218	178	329	96	106	181	108	311	469	140	116	225	78	508	471	219	939	357	419	132	204	140	128	301	195	129	619	343	220	155	376	230	86	75	217	638	610	223	87	142	65	370	159	239	192	400	573	405	344					
11	Число полученных открепительных  удостоверений	314	5	6	6	6	6	5	5	6	6	6	6	6	5	6	5	6	6	8	8	6	6	5	6	6	6	6	6	6	8	8	6	5	6	6	5	5	6	8	8	6	6	6	5	6	8	6	6	6	8	6	8					
12	Число выданных открепительных удостоверений	33	0	2	0	0	4	1	0	0	0	2	6	0	0	0	1	2	0	0	1	0	0	0	2	0	0	0	0	0	1	1	2	0	0	1	0	0	1	3	0	0	0	1	0	0	0	0	0	0	2	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	68	3	3	0	5	3	2	0	1	0	2	1	0	0	2	0	6	0	0	2	1	0	0	0	0	1	3	2	0	2	1	0	0	2	2	3	1	1	2	1	0	0	3	0	1	1	1	2	5	2	1	0					
14	Число неиспользованных открепительных удостоверений	281	5	4	6	6	2	4	5	6	6	4	0	6	5	6	4	4	6	8	7	6	6	5	4	6	6	6	6	6	7	7	4	5	6	5	5	5	5	5	8	6	6	5	5	6	8	6	6	6	6	6	8					
15	"Число открепительных удостоверений, выданных в ТИК"	26	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	2	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	1	2	1	0	0	0	1	0	0	1	0	0	1	3	0	3					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																										
18	. Глазьев Сергей Юрьевич	397	3	20	5	7	7	8	5	5	11	9	10	13	9	8	0	14	9	6	46	4	4	0	0	0	5	4	1	1	16	6	13	3	10	9	1	1	15	8	13	4	1	6	2	7	8	13	7	15	16	4	5					
