Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																					
Дата голосования: 07.12.2003 0:00:00																																					
																																					
Наименование Избирательной комиссии:    Урус-Мартановская																																					
																																					
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																					
																																					
		Сумма	УИК №247	УИК №248	УИК №249	УИК №250	УИК №251	УИК №252	УИК №253	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273	УИК №274	УИК №275	УИК №276					
1	"Число избирателей, внесенных в списки"	53329	2997	2082	1107	3300	2100	1398	2779	1920	1814	2022	854	1730	1914	1419	1842	1870	2217	935	1333	1612	1009	2040	773	1870	2150	1490	2946	1300	1234	1272					
2	"Число бюллетеней, полученных участковыми комиссиями"	45600	2430	2445	1100	3100	1800	1130	2250	1550	1470	1640	785	1790	1600	1150	1500	1640	1800	810	1100	1340	820	1650	580	1520	1740	1210	2400	1050	1000	1200					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	38533	1730	1769	1015	2793	1614	612	2112	999	1326	1284	642	1730	1580	1139	1273	1610	1727	773	311	1165	783	1455	535	1120	1469	1061	2311	1043	763	789					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1018	0	0	0	0	0	0	12	0	0	356	0	0	20	0	0	30	0	7	370	10	0	0	0	0	0	6	7	0	0	200					
6	Число погашенных бюллетеней	6049	700	676	85	307	186	518	126	551	144	0	143	60	0	11	227	0	73	30	419	165	37	195	45	400	271	143	82	7	237	211					
7	Число бюллетеней в переносных ящиках для голосования	1027	0	9	0	0	0	0	12	0	0	356	0	0	20	0	0	30	0	7	370	10	0	0	0	0	0	6	7	0	0	200					
8	Число бюллетеней в стационарных ящиках для голосования	38524	1730	1760	1015	2793	1614	612	2112	999	1326	1284	642	1730	1580	1139	1273	1610	1727	773	311	1165	783	1455	535	1120	1469	1061	2311	1043	763	789					
9	Число недействительных бюллетеней	478	17	45	0	16	30	0	13	7	8	5	0	0	9	3	15	22	107	13	9	26	14	4	17	13	4	20	46	15	0	0					
10	Число действительных бюллетеней	39073	1713	1724	1015	2777	1584	612	2111	992	1318	1635	642	1730	1591	1136	1258	1618	1620	767	672	1149	769	1451	518	1107	1465	1047	2272	1028	763	989					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	150	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5					
