Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																															
Дата голосования: 18.09.2016																															
																															
Наименование Избирательной комиссии:    Новодугинская																															
																															
Сводная таблица итогов голосования по федеральному избирательному округу																															
																															
		Сумма	УИК №284	УИК №285	УИК №286	УИК №287	УИК №288	УИК №289	УИК №290	УИК №291	УИК №292	УИК №293	УИК №294	УИК №295	УИК №296	УИК №297	УИК №298	УИК №299	УИК №300	УИК №301	УИК №302	УИК №303									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	7652	153	225	413	183	606	153	161	158	503	788	899	933	136	284	186	548	240	582	212	289									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	7719	150	228	432	187	607	154	163	164	496	796	900	950	134	283	193	555	234	582	217	294									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	3353	90	98	215	88	323	84	87	119	128	280	319	437	91	148	78	145	106	287	77	153									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	1235	28	21	56	78	61	41	31	33	190	35	43	34	28	61	38	194	95	95	73	0									
6	Число погашенных избирательных бюллетеней	3131	32	109	161	21	223	29	45	12	178	481	538	479	15	74	77	216	33	200	67	141									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	1235	28	21	56	78	61	41	31	33	190	35	43	34	28	61	38	194	95	95	73	0									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	3353	90	98	215	88	323	84	87	119	128	280	319	437	91	148	78	145	106	287	77	153									
9	Число недействительных избирательных бюллетеней	66	0	0	1	1	6	1	1	0	4	19	5	6	6	1	0	1	2	4	2	6									
10	Число действительных избирательных бюллетеней	4522	118	119	270	165	378	124	117	152	314	296	357	465	113	208	116	338	199	378	148	147									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	232	3	4	9	5	13	5	5	5	30	30	30	30	5	6	5	15	5	12	5	10									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	73	0	0	9	0	5	0	2	2	3	11	7	13	0	4	5	4	0	3	1	4									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	51	0	0	0	0	3	0	0	0	3	10	13	3	2	5	0	0	2	4	2	4									
14	Число погашенных неиспользованных открепительных удостоверений	159	3	4	0	5	8	5	3	3	27	19	23	17	5	2	0	11	5	9	4	6									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	18	0	0	0	0	0	0	0	1	2	1	3	8	0	1	0	0	0	0	0	2									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																															
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	29	0	0	0	1	1	0	0	0	1	3	1	13	1	1	0	4	1	0	1	1									
		0.63%	0.00%	0.00%	0.00%	0.60%	0.26%	0.00%	0.00%	0.00%	0.31%	0.95%	0.28%	2.76%	0.84%	0.48%	0.00%	1.18%	0.50%	0.00%	0.67%	0.65%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	82	1	3	3	3	6	1	1	0	3	12	13	16	2	4	2	4	1	3	1	3									
		1.79%	0.85%	2.52%	1.11%	1.81%	1.56%	0.80%	0.85%	0.00%	0.94%	3.81%	3.59%	3.40%	1.68%	1.91%	1.72%	1.18%	0.50%	0.79%	0.67%	1.96%									
