Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																										
Дата голосования: 04.12.2011																										
																										
Наименование Избирательной комиссии:    Чагодощенская																										
																										
Сводная таблица результатов выборов																										
																										
		Сумма	УИК №851	УИК №852	УИК №853	УИК №854	УИК №855	УИК №856	УИК №857	УИК №858	УИК №859	УИК №860	УИК №861	УИК №862	УИК №863	УИК №864	УИК №865	УИК №866	УИК №867	УИК №868	УИК №1067					
1	"Число избирателей, внесенных в список избирателей"	11510	697	705	611	786	697	835	786	600	876	841	889	523	379	293	307	333	383	512	457					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	11028	700	700	600	750	650	800	750	550	850	800	850	500	364	250	300	300	364	500	450					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	5574	395	405	313	371	246	376	359	198	395	365	470	250	215	180	180	167	205	275	209					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	696	9	15	15	33	53	16	26	43	46	53	60	79	25	25	43	28	35	47	45					
6	Число погашенных избирательных бюллетеней	4758	296	280	272	346	351	408	365	309	409	382	320	171	124	45	77	105	124	178	196					
7	Число избирательных бюллетеней в переносных ящиках для голосования	696	9	15	15	33	53	16	26	43	46	53	60	79	25	25	43	28	35	47	45					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	5574	395	405	313	371	246	376	359	198	395	365	470	250	215	180	180	167	205	275	209					
9	Число недействительных избирательных бюллетеней	138	15	11	4	11	4	9	10	3	4	9	8	4	12	6	2	3	6	11	6					
10	Число действительных избирательных бюллетеней	6132	389	409	324	393	295	383	375	238	437	409	522	325	228	199	221	192	234	311	248					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	346	22	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	114	4	3	7	3	3	8	2	6	3	4	5	9	7	2	10	2	13	12	11					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	71	7	2	3	4	2	2	2	2	5	4	6	2	3	2	1	7	11	5	1					
14	Число погашенных неиспользованных открепительных удостоверений	232	18	15	11	15	15	10	16	12	15	14	13	9	11	16	8	16	5	6	7					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	4	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																										
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1730	105	130	85	121	80	119	99	78	163	135	190	87	52	42	33	47	44	73	47					
		27.59%	25.99%	30.95%	25.91%	29.95%	26.76%	30.36%	25.71%	32.37%	36.96%	32.30%	35.85%	26.44%	21.67%	20.49%	14.80%	24.10%	18.33%	22.67%	18.50%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	756	27	52	28	48	37	45	44	30	43	50	55	26	35	27	33	27	41	57	51					
		12.06%	6.68%	12.38%	8.54%	11.88%	12.37%	11.48%	11.43%	12.45%	9.75%	11.96%	10.38%	7.90%	14.58%	13.17%	14.80%	13.85%	17.08%	17.70%	20.08%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	44	4	2	6	4	1	2	1	1	3	1	3	0	1	5	0	2	3	3	2					
		0.70%	0.99%	0.48%	1.83%	0.99%	0.33%	0.51%	0.26%	0.41%	0.68%	0.24%	0.57%	0.00%	0.42%	2.44%	0.00%	1.03%	1.25%	0.93%	0.79%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1573	135	100	103	108	81	100	106	51	94	111	128	87	59	35	37	42	69	62	65					
		25.09%	33.42%	23.81%	31.40%	26.73%	27.09%	25.51%	27.53%	21.16%	21.32%	26.56%	24.15%	26.44%	24.58%	17.07%	16.59%	21.54%	28.75%	19.25%	25.59%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	94	9	3	4	4	2	9	5	1	11	5	8	4	2	4	4	7	2	7	3					
		1.50%	2.23%	0.71%	1.22%	0.99%	0.67%	2.30%	1.30%	0.41%	2.49%	1.20%	1.51%	1.22%	0.83%	1.95%	1.79%	3.59%	0.83%	2.17%	1.18%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	1901	105	120	98	107	94	107	119	76	122	102	135	116	77	84	114	66	75	106	78					
		30.32%	25.99%	28.57%	29.88%	26.49%	31.44%	27.30%	30.91%	31.54%	27.66%	24.40%	25.47%	35.26%	32.08%	40.98%	51.12%	33.85%	31.25%	32.92%	30.71%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	34	4	2	0	1	0	1	1	1	1	5	3	5	2	2	0	1	0	3	2					
		0.54%	0.99%	0.48%	0.00%	0.25%	0.00%	0.26%	0.26%	0.41%	0.23%	1.20%	0.57%	1.52%	0.83%	0.98%	0.00%	0.51%	0.00%	0.93%	0.79%					
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
