Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																			
Дата голосования: 18.09.2016																																			
																																			
Наименование Избирательной комиссии:    Приморская - 73																																			
																																			
Сводная таблица итогов голосования по федеральному избирательному округу																																			
																																			
		Сумма	УИК №747	УИК №750	УИК №751	УИК №753	УИК №754	УИК №755	УИК №756	УИК №757	УИК №758	УИК №759	УИК №760	УИК №762	УИК №769	УИК №770	УИК №771	УИК №772	УИК №773	УИК №774	УИК №775	УИК №776	УИК №778	УИК №782	УИК №784	УИК №785									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	15706	907	1126	149	327	410	1401	904	201	399	459	1172	721	1448	1196	527	153	117	918	951	293	515	260	528	624									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	13218	700	900	140	320	410	1100	700	200	390	400	900	700	1100	900	500	147	106	800	600	286	500	216	560	643									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	92	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	8	0	41	15	12	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	5584	286	250	65	106	170	428	301	34	137	177	345	287	483	345	206	48	54	330	165	100	136	122	412	597									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	520	14	23	5	9	11	9	4	10	13	35	68	3	0	0	0	11	0	2	180	30	17	2	74	0									
6	Число погашенных избирательных бюллетеней	7022	400	627	70	205	229	663	395	140	240	188	487	410	617	555	294	88	44	468	214	141	335	92	74	46									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	612	14	23	5	9	11	9	4	26	13	35	68	3	0	0	0	11	8	2	221	45	29	2	74	0									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	5584	286	250	65	106	170	428	301	34	137	177	345	287	483	345	206	48	54	330	165	100	136	122	412	597									
9	Число недействительных избирательных бюллетеней	156	4	6	1	2	16	10	12	0	4	3	8	6	17	9	4	1	2	6	6	1	0	3	18	17									
10	Число действительных избирательных бюллетеней	6040	296	267	69	113	165	427	293	60	146	209	405	284	466	336	202	58	60	326	380	144	165	121	468	580									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	230	10	10	10	10	10	20	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	0	0									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	92	1	8	1	1	6	11	4	0	3	1	6	8	7	9	5	2	0	7	3	0	7	2	0	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	174	7	9	9	1	6	1	1	0	10	16	3	2	10	11	2	0	0	13	33	0	0	14	10	16									
14	Число погашенных неиспользованных открепительных удостоверений	138	9	2	9	9	4	9	6	10	7	9	4	2	3	1	5	8	10	3	7	10	3	8	0	0									
