Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																										
Дата голосования: 07.12.2003 0:00:00																										
																										
Наименование Избирательной комиссии:    Холмская																										
																										
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																										
																										
		Сумма	УИК №513	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530	УИК №531					
1	"Число избирателей, внесенных в списки"	5830	829	856	928	932	212	84	137	183	59	199	53	309	81	195	287	129	113	135	109					
2	"Число бюллетеней, полученных участковыми комиссиями"	6114	874	887	943	980	225	113	137	182	62	216	56	330	85	206	293	140	120	150	115					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	3212	414	418	438	438	188	79	52	92	46	140	40	144	54	138	226	64	76	91	74					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	491	42	45	17	19	17	5	48	48	0	14	2	81	17	38	0	42	22	21	13					
6	Число погашенных бюллетеней	2411	418	424	488	523	20	29	37	42	16	62	14	105	14	30	67	34	22	38	28					
7	Число бюллетеней в переносных ящиках для голосования	491	42	45	17	19	17	5	48	48	0	14	2	81	17	38	0	42	22	21	13					
8	Число бюллетеней в стационарных ящиках для голосования	3212	414	418	438	438	188	79	52	92	46	140	40	144	54	138	226	64	76	91	74					
9	Число недействительных бюллетеней	30	5	3	8	2	0	1	3	0	0	2	0	3	1	1	0	1	0	0	0					
10	Число действительных бюллетеней	3673	451	460	447	455	205	83	97	140	46	152	42	222	70	175	226	105	98	112	87					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	91	13	13	14	15	3	2	2	3	1	3	1	5	1	3	4	2	2	2	2					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	13	1	2	5	0	2	0	0	0	0	0	0	0	0	2	0	0	0	1	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	11	0	0	5	0	0	0	1	1	0	0	0	1	0	2	0	0	0	0	1					
14	Число погашенных открепительных удостоверений	78	12	11	9	15	1	2	2	3	1	3	1	5	1	1	4	2	2	1	2					
15	Число открепительных удостоверений выданных ТИК	9	1	1	2	1	0	2	0	1	0	0	0	0	0	0	0	0	0	1	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																										
18	"1. ""ЕДИНЕНИЕ"""	47	3	7	3	5	0	2	3	3	0	0	0	9	2	3	5	1	0	1	0					
		1.26%	0.65%	1.51%	0.65%	1.09%	0.0%	2.38%	3.0%	2.14%	0.0%	0.0%	0.0%	4.0%	2.81%	1.70%	2.21%	0.94%	0.0%	0.89%	0.0%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	20	4	2	6	1	1	0	1	1	1	0	0	0	1	1	1	0	0	0	0					
		0.54%	0.87%	0.43%	1.31%	0.21%	0.48%	0.0%	1.0%	0.71%	2.17%	0.0%	0.0%	0.0%	1.40%	0.56%	0.44%	0.0%	0.0%	0.0%	0.0%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	64	5	10	6	4	2	1	6	2	0	6	2	3	1	3	1	2	5	3	2					
		1.72%	1.09%	2.15%	1.31%	0.87%	0.97%	1.19%	6.0%	1.42%	0.0%	3.89%	4.76%	1.33%	1.40%	1.70%	0.44%	1.88%	5.10%	2.67%	2.29%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	60	8	11	8	14	4	1	1	2	0	4	0	2	0	2	1	2	0	0	0					
