Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																					
Дата голосования: 02.12.2007																					
																					
Наименование Избирательной комиссии:    Тонкинская																					
																					
Сводная таблица результатов выборов																					
																					
		Сумма	УИК №2293	УИК №2294	УИК №2295	УИК №2296	УИК №2297	УИК №2298	УИК №2299	УИК №2300	УИК №2301	УИК №2302	УИК №2303	УИК №2304	УИК №2305	УИК №2495					
1	"Число избирателей, внесенных в списки избирателей"	7454	1920	2278	229	541	316	367	270	271	282	343	214	104	172	147					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	8000	2000	2320	260	600	350	400	320	300	350	360	250	120	200	170					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	4365	1183	1531	117	251	193	151	166	83	159	206	102	51	79	93					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1197	133	125	73	210	76	116	52	114	74	74	50	25	46	29					
6	Число погашенных избирательных бюллетеней	2438	684	664	70	139	81	133	102	103	117	80	98	44	75	48					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1197	133	125	73	210	76	116	52	114	74	74	50	25	46	29					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	4365	1183	1531	117	251	193	151	166	83	159	206	102	51	79	93					
9	Число недействительных избирательных бюллетеней	37	10	9	2	2	2	2	3	0	2	2	1	1	0	1					
10	Число действительных избирательных бюллетеней	5525	1306	1647	188	459	267	265	215	197	231	278	151	75	125	121					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	390	67	78	15	60	25	20	25	15	25	15	10	10	10	15					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	351	53	78	15	60	25	10	25	5	25	11	10	9	10	15					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	102	30	26	5	7	4	2	1	4	6	3	1	4	4	5					
14	Число погашенных неиспользованных открепительных удостоверений	39	14	0	0	0	0	10	0	10	0	4	0	1	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	10	4	5	0	1	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
