Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																						
Дата голосования: 18.09.2016																																						
																																						
Наименование Избирательной комиссии:    Покровская																																						
																																						
Сводная таблица итогов голосования по федеральному избирательному округу																																						
																																						
		Сумма	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620	УИК №621	УИК №622	УИК №623	УИК №624	УИК №625	УИК №626	УИК №627	УИК №628									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	11913	2208	1378	195	378	324	281	404	463	334	177	349	404	297	376	212	142	336	1075	338	331	257	324	208	242	311	242	327									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	12060	2200	1400	210	380	320	280	410	470	340	180	350	480	300	380	210	140	340	1080	340	340	260	320	210	240	310	240	330									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	5813	1108	961	67	134	179	163	185	174	170	85	169	245	140	133	127	60	175	416	213	82	125	122	111	93	118	112	146									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	1902	43	108	68	91	64	33	66	101	47	51	95	71	83	116	31	28	29	173	42	113	49	63	50	62	66	61	98									
6	Число погашенных избирательных бюллетеней	4345	1049	331	75	155	77	84	159	195	123	44	86	164	77	131	52	52	136	491	85	145	86	135	49	85	126	67	86									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	1902	43	108	68	91	64	33	66	101	47	51	95	71	83	116	31	28	29	173	42	113	49	63	50	62	66	61	98									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	5813	1108	961	67	134	179	163	185	174	170	85	169	245	140	133	127	60	175	416	213	82	125	122	111	93	118	112	146									
9	Число недействительных избирательных бюллетеней	211	34	62	0	1	5	4	4	4	9	12	2	7	1	5	1	0	5	29	19	0	0	2	1	1	3	0	0									
10	Число действительных избирательных бюллетеней	7504	1117	1007	135	224	238	192	247	271	208	124	262	309	222	244	157	88	199	560	236	195	174	183	160	154	181	173	244									
