Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																							
Дата голосования: 07.12.2003 0:00:00																																							
																																							
"Наименование Избирательной комиссии:    Курск, Железнодорожная"																																							
																																							
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																							
																																							
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32					
1	"Число избирателей, внесенных в списки"	57620	2058	2130	1423	2560	1303	1476	2507	1111	1800	2073	2072	1855	1927	2312	2191	2111	2348	2271	1474	2108	2376	1639	2402	2247	2186	1105	811	1426	2440	68	1684	126					
2	"Число бюллетеней, полученных участковыми комиссиями"	51974	1849	1913	1279	2308	1173	1343	2205	995	1635	1862	1889	1663	1734	2082	1969	1917	2115	2056	1337	1906	2162	1492	2183	2007	1968	1007	763	1265	2206	68	1497	126					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	23688	828	970	522	1149	484	506	981	542	729	815	745	660	927	1059	967	912	1149	1108	541	748	756	511	1012	873	710	361	469	652	1081	59	828	34					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	866	8	33	35	29	15	28	26	13	15	26	46	42	26	26	31	17	26	17	2	8	91	20	37	28	36	28	23	8	16	9	9	92					
6	Число погашенных бюллетеней	27420	1013	910	722	1130	674	809	1198	440	891	1021	1098	961	781	997	971	988	940	931	794	1150	1315	961	1134	1106	1222	618	271	605	1109	0	660	0					
7	Число бюллетеней в переносных ящиках для голосования	866	8	33	35	29	15	28	26	13	15	26	46	42	26	26	31	17	26	17	2	8	91	20	37	28	36	28	23	8	16	9	9	92					
8	Число бюллетеней в стационарных ящиках для голосования	23681	828	970	522	1146	484	506	981	542	729	815	744	659	925	1059	967	912	1149	1108	541	748	756	511	1012	873	710	361	469	652	1081	59	828	34					
9	Число недействительных бюллетеней	258	5	8	9	11	7	7	4	12	4	13	11	4	7	8	11	5	13	10	4	4	18	10	7	14	8	10	7	13	7	2	5	0					
10	Число действительных бюллетеней	24289	831	995	548	1164	492	527	1003	543	740	828	779	697	944	1077	987	924	1162	1115	539	752	829	521	1042	887	738	379	485	647	1090	66	832	126					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	485	20	20	10	20	10	10	20	10	15	15	10	10	20	20	20	20	20	20	15	20	10	10	10	10	10	10	40	20	20	0	20	0					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	244	6	10	3	12	3	5	7	2	8	4	2	3	11	20	12	7	11	18	4	8	9	4	7	2	3	0	37	10	8	0	8	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	92	3	3	0	6	2	2	3	4	1	2	1	4	4	8	2	2	1	3	2	4	3	3	4	6	6	1	2	3	3	0	4	0					
14	Число погашенных открепительных удостоверений	241	14	10	7	8	7	5	13	8	7	11	8	7	9	0	8	13	9	2	11	12	1	6	3	8	7	10	3	10	12	0	12	0					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
