Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																					
Дата голосования: 02.12.2007																																					
																																					
Наименование Избирательной комиссии:    Кондопожская																																					
																																					
Сводная таблица результатов выборов																																					
																																					
		Сумма	УИК №576	УИК №577	УИК №578	УИК №579	УИК №580	УИК №581	УИК №582	УИК №583	УИК №584	УИК №585	УИК №586	УИК №587	УИК №588	УИК №589	УИК №590	УИК №591	УИК №592	УИК №593	УИК №594	УИК №595	УИК №596	УИК №597	УИК №598	УИК №599	УИК №600	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605					
1	"Число избирателей, внесенных в списки избирателей"	36421	342	908	1362	1720	1923	2215	2970	2696	2512	847	2103	1656	1688	1255	1431	1221	1266	657	1486	399	624	287	1158	154	206	664	923	196	318	1234					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	25470	230	620	940	1200	1350	1550	1950	1880	1700	600	1500	1150	1150	850	980	850	800	460	1050	300	430	300	800	150	200	470	650	190	300	870					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	18962	192	365	733	929	992	1260	1495	1535	1400	493	1221	927	944	774	787	625	527	330	763	258	207	131	480	84	130	225	415	91	113	536					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1011	10	18	11	12	20	20	96	12	18	7	15	18	18	31	9	12	13	43	77	7	125	20	129	5	0	113	60	21	34	37					
6	Число погашенных избирательных бюллетеней	5497	28	237	196	259	338	270	359	333	282	100	264	205	188	45	184	213	260	87	210	35	98	149	191	61	70	132	175	78	153	297					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1011	10	18	11	12	20	20	96	12	18	7	15	18	18	31	9	12	13	43	77	7	125	20	129	5	0	113	60	21	34	37					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	18957	192	365	733	929	990	1260	1495	1534	1400	493	1221	925	944	774	787	625	527	330	763	258	207	131	480	84	130	225	415	91	113	536					
9	Число недействительных избирательных бюллетеней	219	2	3	10	20	17	15	16	13	22	6	9	9	14	6	5	9	4	6	6	2	7	1	1	1	0	3	5	0	3	4					
10	Число действительных избирательных бюллетеней	19749	200	380	734	921	993	1265	1575	1533	1396	494	1227	934	948	799	791	628	536	367	834	263	325	150	608	88	130	335	470	112	144	569					
