Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																													
Дата голосования: 02.12.2007																																																													
																																																													
Наименование Избирательной комиссии:    Алексеевская																																																													
																																																													
Сводная таблица результатов выборов																																																													
																																																													
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54					
1	"Число избирателей, внесенных в списки избирателей"	52108	2462	2812	1458	2974	2551	2888	2840	2650	1690	2968	2491	1712	985	387	726	385	190	912	679	516	527	383	772	321	404	508	168	406	1386	1134	1029	96	404	320	195	1033	161	577	424	147	741	229	425	223	302	1087	1001	454	161	153	1030	668	472	491					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	51111	2400	2700	1400	3000	2500	2800	2800	2600	1600	2900	2200	1600	900	400	700	390	190	890	675	520	575	400	760	330	410	515	160	400	1400	1150	1040	101	400	320	200	1000	160	585	420	150	750	230	420	220	300	1100	1010	450	160	160	1030	660	480	500					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	35719	1523	1702	910	2189	1519	1719	1690	1960	1011	1644	1489	896	606	289	378	326	166	745	507	304	359	303	677	187	257	357	119	324	1246	1063	919	71	330	225	133	877	123	444	282	125	607	204	328	169	248	891	885	355	93	111	694	512	336	292					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	5804	58	95	66	141	217	103	97	175	144	450	330	223	144	28	104	55	22	136	142	170	110	54	27	94	116	135	41	72	44	34	98	22	70	87	57	109	35	123	134	14	113	18	60	50	48	175	106	91	56	36	267	110	103	195					
6	Число погашенных избирательных бюллетеней	9588	819	903	424	670	764	978	1013	465	445	806	381	481	150	83	218	9	2	9	26	46	106	43	56	49	37	23	0	4	110	53	23	8	0	8	10	14	2	18	4	11	30	8	32	1	4	34	19	4	11	13	69	38	41	13					
7	Число избирательных бюллетеней в переносных ящиках для голосования	5804	58	95	66	141	217	103	97	175	144	450	330	223	144	28	104	55	22	136	142	170	110	54	27	94	116	135	41	72	44	34	98	22	70	87	57	109	35	123	134	14	113	18	60	50	48	175	106	91	56	36	267	110	103	195					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	35717	1523	1702	910	2189	1519	1719	1690	1960	1011	1644	1489	896	606	289	378	326	166	745	507	302	359	303	677	187	257	357	119	324	1246	1063	919	71	330	225	133	877	123	444	282	125	607	204	328	169	248	891	885	355	93	111	694	512	336	292					
9	Число недействительных избирательных бюллетеней	434	15	18	9	16	11	28	11	0	52	17	14	10	8	12	2	0	1	10	4	3	6	2	6	0	0	2	0	1	11	2	0	0	9	0	0	2	1	1	1	0	4	0	12	4	9	23	53	26	7	0	4	5	1	1					
10	Число действительных избирательных бюллетеней	41087	1566	1779	967	2314	1725	1794	1776	2135	1103	2077	1805	1109	742	305	480	381	187	871	645	469	463	355	698	281	373	490	160	395	1279	1095	1017	93	391	312	190	984	157	566	415	139	716	222	376	215	287	1043	938	420	142	147	957	617	438	486					
