Выборы Президента Российской Федерации																																																						
																																																						
Наименование Избирательной комиссии:    Черлакская																																																						
																																																						
Итоги голосования 																																																						
																																																						
		Сумма	УИК №1348	УИК №1349	УИК №1350	УИК №1351	УИК №1352	УИК №1353	УИК №1354	УИК №1355	УИК №1356	УИК №1357	УИК №1358	УИК №1359	УИК №1360	УИК №1361	УИК №1362	УИК №1363	УИК №1364	УИК №1365	УИК №1366	УИК №1367	УИК №1368	УИК №1369	УИК №1370	УИК №1371	УИК №1372	УИК №1373	УИК №1374	УИК №1375	УИК №1376	УИК №1377	УИК №1378	УИК №1379	УИК №1380	УИК №1381	УИК №1382	УИК №1383	УИК №1384	УИК №1385	УИК №1386	УИК №1387	УИК №1388	УИК №1389	УИК №1390	УИК №1391	УИК №1392	УИК №1393	УИК №1394					
1	"Число избирателей, внесенных в список"	26473	2049	2362	2678	2456	202	1570	260	179	1093	272	138	264	1130	202	163	71	242	161	304	87	60	839	128	140	1218	436	270	237	253	205	1165	184	86	178	221	158	900	99	206	60	221	2201	304	61	298	222	240					
2	Число полученных избирательных бюллетеней	25982	2000	2300	2500	2400	200	1500	250	178	1100	270	149	260	1200	200	177	73	240	161	290	89	60	800	132	144	1200	450	280	230	250	200	1100	180	95	178	210	153	880	108	200	62	230	2200	300	63	290	220	230					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	15833	874	1349	1366	1232	111	910	183	110	744	182	110	205	661	134	139	50	192	106	216	80	54	594	95	100	732	261	232	166	193	152	667	149	70	118	167	117	521	71	151	49	157	1320	181	49	201	157	155					
5	"Число избирательных бюллетеней, выданных вне помещения"	1147	86	94	76	103	6	123	12	10	46	6	4	0	82	11	5	6	5	5	42	0	0	32	12	4	33	23	5	7	5	2	42	7	0	13	7	0	56	3	0	7	9	127	12	0	7	6	6					
6	Число погашенных избирательных бюллетеней	9002	1040	857	1058	1065	83	467	55	58	310	82	35	55	457	55	33	17	43	50	32	9	6	174	25	40	435	166	43	57	52	46	391	24	25	47	36	36	303	34	49	6	64	753	107	14	82	57	69					
7	Число избирательных бюллетеней в переносных ящиках	1147	86	94	76	103	6	123	12	10	46	6	4	0	82	11	5	6	5	5	42	0	0	32	12	4	33	23	5	7	5	2	42	7	0	13	7	0	56	3	0	7	9	127	12	0	7	6	6					
8	Число бюллетеней в стационарных ящиках для голосования	15833	874	1349	1366	1232	111	910	183	110	744	182	110	205	661	134	139	50	192	106	216	80	54	594	95	100	732	261	232	166	193	152	667	149	70	118	167	117	521	71	151	49	157	1320	181	49	201	157	155					
9	Число недействительных избирательных бюллетеней	164	8	5	11	14	2	12	0	0	11	2	0	6	8	1	2	0	3	1	2	1	0	7	0	1	8	2	0	2	3	1	10	2	0	1	6	0	4	0	0	0	3	11	4	1	5	3	1					
10	Число действительных избирательных бюллетеней	16816	952	1438	1431	1321	115	1021	195	120	779	186	114	199	735	144	142	56	194	110	256	79	54	619	107	103	757	282	237	171	195	153	699	154	70	130	168	117	573	74	151	56	163	1436	189	48	203	160	160					
