Выборы Президента Российской Федерации																																															
																																															
"Наименование Избирательной комиссии:    Барнаул, Октябрьская"																																															
																																															
Итоги голосования 																																															
																																															
		Сумма	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174	УИК №175	УИК №176	УИК №177	УИК №178	УИК №179	УИК №180	УИК №181	УИК №182	УИК №183	УИК №184	УИК №185	УИК №186	УИК №187	УИК №188	УИК №189	УИК №190	УИК №191	УИК №192	УИК №193	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №1872					
1	"Число избирателей, внесенных в список"	79011	1478	1192	2672	1970	1495	2126	2484	2161	2412	2197	2436	2296	2287	1441	2599	2449	1628	2639	2769	2604	2617	1739	2308	3028	3059	2809	2258	2411	2124	1931	2479	2345	2644	2166	616	224	373	199	152	194					
2	Число полученных избирательных бюллетеней	75600	1480	1100	2600	1900	1400	2000	2400	2000	2400	2000	2300	2100	2100	1380	2400	2400	2400	2400	2600	2400	2500	1600	2200	2800	2800	2600	2200	2200	2000	1900	2300	2200	2400	2000	600	400	450	320	170	200					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	47881	1049	646	1686	1315	808	1276	1328	1320	1567	1270	1566	1349	1509	1034	1596	1681	1569	1657	1586	1515	1470	1032	1421	1766	1884	1524	1317	1454	1195	1125	1410	1219	1359	1213	312	122	248	168	150	165					
5	"Число избирательных бюллетеней, выданных вне помещения"	2610	23	27	74	60	101	54	65	63	43	101	71	82	46	50	68	43	59	65	66	71	29	30	60	66	55	117	79	175	78	25	163	73	85	42	36	102	103	31	0	29					
6	Число погашенных избирательных бюллетеней	25109	408	427	840	525	491	670	1007	617	790	629	663	669	545	296	736	676	772	678	948	814	1001	538	719	968	861	959	804	571	727	750	727	908	956	745	252	176	99	121	20	6					
7	Число избирательных бюллетеней в переносных ящиках	2608	23	27	74	60	101	54	65	63	43	101	71	82	46	50	68	43	59	65	66	71	29	30	60	66	55	117	79	174	78	25	163	73	85	42	36	102	103	30	0	29					
8	Число бюллетеней в стационарных ящиках для голосования	47745	1048	646	1686	1314	808	1276	1328	1320	1567	1270	1560	1349	1486	1029	1586	1681	1569	1657	1584	1514	1457	1028	1358	1766	1880	1523	1317	1454	1194	1125	1410	1219	1359	1212	312	122	248	168	150	165					
9	Число недействительных избирательных бюллетеней	587	1	10	17	6	13	13	14	21	19	15	12	61	10	12	20	16	20	11	23	16	13	16	17	17	17	19	11	14	15	9	18	19	33	16	11	2	6	3	0	1					
10	Число действительных избирательных бюллетеней	49766	1070	663	1743	1368	896	1317	1379	1362	1591	1356	1619	1370	1522	1067	1634	1708	1608	1711	1627	1569	1473	1042	1401	1815	1918	1621	1385	1614	1257	1141	1555	1273	1411	1238	337	222	345	195	150	193					
