Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																			
Дата голосования: 07.12.2003 0:00:00																																																			
																																																			
"Наименование Избирательной комиссии:     Владимир, Фрунзенская "																																																			
																																																			
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																			
																																																			
		Сумма	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450	УИК №451	УИК №452	УИК №453	УИК №454	УИК №455	УИК №456	УИК №457	УИК №458	УИК №459	УИК №460	УИК №461	УИК №462	УИК №463					
1	"Число избирателей, внесенных в списки"	98814	1688	1572	1251	1100	2896	1944	1896	2938	2908	1821	2350	2319	2224	2321	2239	2381	2442	2364	2410	2145	2331	2137	2376	2677	2773	2512	2690	2688	2487	2078	1998	2138	2494	2358	2782	2511	2624	2601	2780	2792	2763	104	2693	218					
2	"Число бюллетеней, полученных участковыми комиссиями"	93435	1550	1500	1050	1000	2740	2000	1870	2700	2750	1800	2200	2200	2050	2200	2150	2200	2200	2200	2200	2050	2200	2050	2200	2500	2600	2400	2550	2600	2400	2000	2000	2050	2300	2250	2700	2400	2500	2500	2600	2600	2600	103	2500	222					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	47695	594	628	647	325	1419	1017	827	1418	1536	693	1066	1092	1113	1191	1135	1086	1191	1122	1314	1074	1201	1154	1259	1184	1393	1093	1290	1425	1277	1069	923	1089	1216	1201	1245	1189	1296	1294	1293	1327	1363	56	1152	218					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1298	31	33	21	6	70	40	55	37	42	48	33	36	35	22	22	48	30	26	8	21	52	37	34	14	33	23	44	39	18	46	58	29	24	20	23	16	7	24	30	17	19	7	20	0					
6	Число погашенных бюллетеней	44442	925	839	382	669	1251	943	988	1245	1172	1059	1101	1072	902	987	993	1066	979	1052	878	955	947	859	907	1302	1174	1284	1216	1136	1105	885	1019	932	1060	1029	1432	1195	1197	1182	1277	1256	1218	40	1328	4					
7	Число бюллетеней в переносных ящиках для голосования	1298	31	33	21	6	70	40	55	37	42	48	33	36	35	22	22	48	30	26	8	21	52	37	34	14	33	23	44	39	18	46	58	29	24	20	23	16	7	24	30	17	19	7	20	0					
8	Число бюллетеней в стационарных ящиках для голосования	47653	594	628	643	325	1406	1017	827	1417	1536	693	1063	1092	1112	1191	1135	1085	1190	1122	1312	1071	1198	1154	1259	1180	1391	1093	1290	1425	1277	1069	923	1089	1216	1201	1245	1189	1296	1294	1293	1325	1361	56	1152	218					
9	Число недействительных бюллетеней	608	10	7	5	7	12	14	9	19	28	16	14	8	17	17	10	6	19	18	8	14	20	30	14	10	17	16	15	24	24	12	8	11	10	13	12	8	7	14	15	19	21	4	19	7					
10	Число действительных бюллетеней	48343	615	654	659	324	1464	1043	873	1435	1550	725	1082	1120	1130	1196	1147	1127	1201	1130	1312	1078	1230	1161	1279	1184	1407	1100	1319	1440	1271	1103	973	1107	1230	1208	1256	1197	1296	1304	1308	1323	1359	59	1153	211					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	845	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	5	20	0					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	320	9	2	5	2	8	9	10	5	13	3	4	5	11	10	12	4	12	3	11	7	11	9	9	9	6	9	7	14	8	7	5	4	7	7	12	9	5	9	4	6	10	0	8	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	299	17	6	15	11	42	1	18	4	7	6	3	2	6	5	5	7	8	3	10	3	6	4	3	8	4	4	11	5	4	4	3	4	3	5	1	4	9	3	3	3	9	1	3	16					
14	Число погашенных открепительных удостоверений	525	11	18	15	18	12	11	10	15	7	17	16	15	9	10	8	16	8	17	9	13	9	11	11	11	14	11	13	6	12	13	15	16	13	13	8	11	15	11	16	14	10	5	12	0					
15	Число открепительных удостоверений выданных ТИК	35	2	0	0	1	3	1	1	1	2	2	3	0	0	0	0	1	0	0	0	2	0	5	1	0	0	1	1	1	0	0	1	0	0	3	0	1	0	0	0	1	1	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																			
18	"1. ""ЕДИНЕНИЕ"""	320	4	4	4	4	8	7	2	8	14	13	12	6	5	2	8	6	10	3	3	3	12	7	7	15	12	7	12	7	6	7	12	5	10	10	3	6	10	5	7	7	4	3	17	3					
		0.65%	0.64%	0.60%	0.60%	1.20%	0.54%	0.66%	0.22%	0.55%	0.88%	1.75%	1.09%	0.53%	0.43%	0.16%	0.69%	0.52%	0.81%	0.26%	0.22%	0.27%	0.96%	0.58%	0.54%	1.25%	0.84%	0.62%	0.89%	0.47%	0.46%	0.62%	1.22%	0.44%	0.80%	0.81%	0.23%	0.49%	0.76%	0.37%	0.52%	0.52%	0.28%	4.76%	1.45%	1.37%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	2588	50	54	42	19	95	93	63	62	69	17	34	59	64	54	70	86	120	64	91	55	62	59	54	53	68	37	52	52	56	51	51	53	71	83	65	70	77	53	87	47	76	0	47	3					
		5.28%	8.0%	8.16%	6.32%	5.74%	6.43%	8.79%	7.14%	4.26%	4.37%	2.29%	3.10%	5.23%	5.57%	4.45%	6.05%	7.59%	9.83%	5.57%	6.89%	5.03%	4.96%	4.95%	4.17%	4.43%	4.77%	3.31%	3.89%	3.55%	4.32%	4.57%	5.19%	4.74%	5.72%	6.79%	5.12%	5.80%	5.90%	4.02%	6.57%	3.50%	5.50%	0.0%	4.01%	1.37%					
