Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																				
Дата голосования: 18.09.2016																																				
																																				
Наименование Избирательной комиссии:    Мценская городская																																				
																																				
Сводная таблица итогов голосования по федеральному избирательному округу																																				
																																				
		Сумма	УИК №146	УИК №149	УИК №154	УИК №162	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174	УИК №175	УИК №176	УИК №177	УИК №178	УИК №179	УИК №180	УИК №181	УИК №182	УИК №183	УИК №184	УИК №185	УИК №749									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	35350	482	397	1541	1628	1588	1688	1548	1819	1623	1829	1735	1540	680	1793	1833	1765	1097	1741	1777	1754	1811	438	1660	1493	90									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	35591	470	400	1550	1650	1600	1700	1560	1840	1640	1840	1730	1540	680	1820	1850	1780	1100	1750	1780	1770	1820	440	1680	1510	91									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	16411	185	165	711	761	713	805	777	782	737	803	762	668	299	827	811	911	535	853	882	794	852	172	843	693	70									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	804	9	30	9	27	35	58	27	55	47	31	28	40	38	43	53	62	8	30	36	24	31	43	21	19	0									
6	Число погашенных избирательных бюллетеней	18376	276	205	830	862	852	837	756	1003	856	1006	940	832	343	950	986	807	557	867	862	952	937	225	816	798	21									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	804	9	30	9	27	35	58	27	55	47	31	28	40	38	43	53	62	8	30	36	24	31	43	21	19	0									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	16383	182	163	699	760	713	804	777	782	737	801	762	666	299	825	810	911	534	853	882	794	852	172	843	692	70									
9	Число недействительных избирательных бюллетеней	539	7	2	28	22	32	36	31	26	32	20	24	28	11	33	28	18	17	24	19	13	30	6	24	26	2									
10	Число действительных избирательных бюллетеней	16648	184	191	680	765	716	826	773	811	752	812	766	678	326	835	835	955	525	859	899	805	853	209	840	685	68									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	903	23	20	40	45	45	40	40	45	45	40	40	40	20	40	40	40	40	40	40	40	40	20	40	40	0									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	195	1	5	8	5	10	8	14	11	9	10	8	3	4	9	8	10	4	9	8	15	9	3	14	10	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	85	4	2	9	1	8	3	6	2	5	7	3	2	0	3	3	4	1	4	1	4	4	0	3	2	4									
14	Число погашенных неиспользованных открепительных удостоверений	708	22	15	32	40	35	32	26	34	36	30	32	37	16	31	32	30	36	31	32	25	31	17	26	30	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	76	2	2	2	2	3	4	3	2	5	5	2	1	5	5	5	7	1	1	4	8	0	0	4	3	0									
