Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																														
Дата голосования: 07.12.2003 0:00:00																														
																														
Наименование Избирательной комиссии:    Новоорская																														
																														
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																														
																														
		Сумма	УИК №744	УИК №745	УИК №746	УИК №747	УИК №748	УИК №749	УИК №750	УИК №751	УИК №752	УИК №753	УИК №754	УИК №755	УИК №756	УИК №757	УИК №758	УИК №759	УИК №760	УИК №761	УИК №762	УИК №763	УИК №764	УИК №765	УИК №766					
1	"Число избирателей, внесенных в списки"	23878	2908	2588	1287	612	579	929	2163	2282	2671	759	182	216	833	208	593	227	670	607	311	264	1516	1230	243					
2	"Число бюллетеней, полученных участковыми комиссиями"	24201	2920	2670	1330	610	600	950	2060	2250	2860	780	183	220	830	210	590	220	690	608	320	260	1530	1260	250					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	13042	1387	1266	643	352	281	515	1095	1245	1647	420	105	138	481	200	328	151	443	304	212	201	712	741	175					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	401	45	35	42	10	14	10	28	46	24	27	10	0	11	4	8	0	27	3	0	6	33	18	0					
6	Число погашенных бюллетеней	10771	1488	1369	645	248	305	425	937	959	1189	331	68	82	339	6	254	69	220	301	108	53	785	515	75					
7	Число бюллетеней в переносных ящиках для голосования	401	45	35	42	10	14	10	28	46	24	27	10	0	11	4	8	0	27	3	0	6	33	18	0					
8	Число бюллетеней в стационарных ящиках для голосования	13040	1387	1266	643	352	281	515	1095	1245	1647	418	105	138	481	200	328	151	443	304	212	201	712	741	175					
9	Число недействительных бюллетеней	357	21	58	9	19	16	18	17	17	15	39	2	4	14	4	33	6	13	9	6	0	19	12	6					
10	Число действительных бюллетеней	13084	1411	1243	676	343	279	507	1106	1274	1656	406	113	134	478	200	303	145	457	298	206	207	726	747	169					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	353	20	20	20	10	10	20	20	20	20	15	10	10	15	10	20	10	20	20	10	10	20	13	10					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	46	6	2	4	1	2	3	5	6	5	2	0	0	4	0	0	0	1	2	0	0	2	1	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	31	5	6	1	0	1	1	3	0	3	1	0	0	1	0	2	0	0	0	0	0	5	2	0					
14	Число погашенных открепительных удостоверений	307	14	18	16	9	8	17	15	14	15	13	10	10	11	10	20	10	19	18	10	10	18	12	10					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	15	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	14	0					
																														
18	"1. ""ЕДИНЕНИЕ"""	186	18	19	9	4	8	11	6	12	11	10	3	3	8	4	9	6	7	3	10	0	11	7	7					
		1.38%	1.25%	1.46%	1.31%	1.10%	2.71%	2.09%	0.53%	0.92%	0.65%	2.24%	2.60%	2.17%	1.62%	1.96%	2.67%	3.97%	1.48%	0.97%	4.71%	0.0%	1.47%	0.92%	4.0%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	437	52	53	41	6	5	5	50	36	80	14	3	0	19	0	6	5	9	6	2	5	12	23	5					
		3.25%	3.63%	4.07%	5.98%	1.65%	1.69%	0.95%	4.45%	2.78%	4.78%	3.14%	2.60%	0.0%	3.86%	0.0%	1.78%	3.31%	1.91%	1.95%	0.94%	2.41%	1.61%	3.03%	2.85%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	378	35	36	13	5	11	15	33	48	51	12	3	4	13	0	5	7	5	12	7	5	18	34	6					
		2.81%	2.44%	2.76%	1.89%	1.38%	3.72%	2.85%	2.93%	3.71%	3.05%	2.69%	2.60%	2.89%	2.64%	0.0%	1.48%	4.63%	1.06%	3.90%	3.30%	2.41%	2.41%	4.47%	3.42%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	397	38	30	21	6	8	7	60	72	87	3	0	4	8	1	2	4	6	4	5	2	9	18	2					
		2.95%	2.65%	2.30%	3.06%	1.65%	2.71%	1.33%	5.34%	5.57%	5.20%	0.67%	0.0%	2.89%	1.62%	0.49%	0.59%	2.64%	1.27%	1.30%	2.35%	0.96%	1.20%	2.37%	1.14%					
22	"5. ""За Русь Святую"""	53	1	4	4	1	1	1	6	10	8	2	0	0	1	0	0	0	1	0	0	1	9	0	3					
		0.39%	0.06%	0.30%	0.58%	0.27%	0.33%	0.19%	0.53%	0.77%	0.47%	0.44%	0.0%	0.0%	0.20%	0.0%	0.0%	0.0%	0.21%	0.0%	0.0%	0.48%	1.20%	0.0%	1.71%					
23	"6. ""Объединенная Российская партия ""Русь"""	46	8	4	1	0	2	1	2	2	9	1	2	0	1	0	1	1	0	2	3	0	2	4	0					
		0.34%	0.55%	0.30%	0.14%	0.0%	0.67%	0.19%	0.17%	0.15%	0.53%	0.22%	1.73%	0.0%	0.20%	0.0%	0.29%	0.66%	0.0%	0.65%	1.41%	0.0%	0.26%	0.52%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	96	6	10	8	1	0	6	11	7	26	0	0	1	0	0	0	1	1	1	5	1	3	7	1					
		0.71%	0.41%	0.76%	1.16%	0.27%	0.0%	1.14%	0.97%	0.54%	1.55%	0.0%	0.0%	0.72%	0.0%	0.0%	0.0%	0.66%	0.21%	0.32%	2.35%	0.48%	0.40%	0.92%	0.57%					
25	"8. ""Народно-республиканская партия России"""	24	1	1	2	1	0	1	2	1	2	2	0	1	0	0	1	0	2	1	4	1	0	1	0					
		0.17%	0.06%	0.07%	0.29%	0.27%	0.0%	0.19%	0.17%	0.07%	0.11%	0.44%	0.0%	0.72%	0.0%	0.0%	0.29%	0.0%	0.42%	0.32%	1.88%	0.48%	0.0%	0.13%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	35	5	1	2	2	1	1	6	3	5	0	0	0	0	0	2	2	0	1	0	0	4	0	0					
		0.26%	0.34%	0.07%	0.29%	0.55%	0.33%	0.19%	0.53%	0.23%	0.29%	0.0%	0.0%	0.0%	0.0%	0.0%	0.59%	1.32%	0.0%	0.32%	0.0%	0.0%	0.53%	0.0%	0.0%					
