Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																						
Дата голосования: 02.12.2007																																						
																																						
Наименование Избирательной комиссии:    Усть-Коксинская																																						
																																						
Сводная таблица результатов выборов																																						
																																						
		Сумма	УИК №68	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174	УИК №175	УИК №176	УИК №177	УИК №178	УИК №179	УИК №180	УИК №181					
1	"Число избирателей, внесенных в списки избирателей"	11412	88	400	540	312	222	265	614	247	200	836	1914	244	110	157	465	170	264	183	433	159	256	564	184	214	319	195	66	683	683	272	153					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	11258	85	416	528	319	239	255	627	249	192	814	1722	221	109	155	457	199	252	188	453	154	251	578	181	207	331	191	65	699	707	267	147					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	8191	80	324	431	247	174	194	376	188	137	502	1160	206	85	128	313	160	218	159	318	129	201	422	140	175	226	148	58	444	500	233	115					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	492	0	15	20	4	3	14	33	12	22	22	72	5	8	5	33	10	0	0	3	5	7	50	7	14	17	8	3	43	52	3	2					
6	Число погашенных избирательных бюллетеней	2575	5	77	77	68	62	47	218	49	33	290	490	10	16	22	111	29	34	29	132	20	43	106	34	18	88	35	4	212	155	31	30					
7	Число избирательных бюллетеней в переносных ящиках для голосования	492	0	15	20	4	3	14	33	12	22	22	72	5	8	5	33	10	0	0	3	5	7	50	7	14	17	8	3	43	52	3	2					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	8191	80	324	431	247	174	194	376	188	137	502	1160	206	85	128	313	160	218	159	318	129	201	422	140	175	226	148	58	444	500	233	115					
9	Число недействительных избирательных бюллетеней	71	0	4	3	4	1	2	7	3	1	5	7	2	0	0	3	0	1	3	4	0	1	5	3	2	0	3	0	3	2	2	0					
10	Число действительных избирательных бюллетеней	8612	80	335	448	247	176	206	402	197	158	519	1225	209	93	133	343	170	217	156	317	134	207	467	144	187	243	153	61	484	550	234	117					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	230	5	10	10	6	6	6	10	6	6	12	20	6	4	5	10	6	6	6	10	5	6	10	6	6	6	5	5	10	10	6	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	72	0	3	2	2	1	0	4	4	2	5	10	0	1	0	5	0	2	6	1	0	3	8	1	6	0	0	0	4	2	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	32	0	0	0	1	0	0	0	0	0	0	19	0	0	2	0	0	0	0	2	0	0	0	5	0	1	0	0	0	1	0	1					
