Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																						
Дата голосования: 04.12.2011																																						
																																						
Наименование Избирательной комиссии:    Усть-Коксинская																																						
																																						
Сводная таблица результатов выборов																																						
																																						
		Сумма	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174	УИК №175	УИК №176	УИК №177	УИК №178	УИК №179	УИК №180	УИК №181	УИК №242					
1	"Число избирателей, внесенных в список избирателей"	11147	412	487	303	155	263	608	232	227	888	1871	269	113	158	410	175	253	172	409	154	271	660	169	217	290	151	58	636	650	257	141	88					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	11100	392	493	305	206	257	618	233	211	892	1850	253	111	162	406	182	250	170	412	160	271	634	168	212	285	152	60	630	643	264	137	81					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	7812	346	416	231	150	182	408	165	145	495	1216	209	88	117	287	125	222	119	299	97	191	369	134	153	225	114	53	421	450	201	110	74					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	457	10	29	11	5	15	36	4	29	35	59	14	5	8	9	7	0	0	9	7	7	25	8	10	12	7	1	40	38	6	6	5					
6	Число погашенных избирательных бюллетеней	2830	36	48	63	51	60	174	64	37	362	575	30	18	37	110	50	28	51	104	56	73	240	26	49	48	31	6	169	154	57	21	2					
7	Число избирательных бюллетеней в переносных ящиках для голосования	457	10	29	11	5	15	36	4	29	35	59	14	5	8	9	7	0	0	9	7	7	25	8	10	12	7	1	40	38	6	6	5					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	7812	346	416	231	150	182	408	165	145	495	1216	209	88	117	287	125	222	119	299	97	191	369	134	153	225	114	53	421	450	201	110	74					
9	Число недействительных избирательных бюллетеней	125	5	6	0	4	4	5	4	2	4	22	3	1	3	2	7	2	0	7	0	3	7	1	4	6	3	0	0	13	5	0	2					
10	Число действительных избирательных бюллетеней	8144	351	439	242	151	193	439	165	172	526	1253	220	92	122	294	125	220	119	301	104	195	387	141	159	231	118	54	461	475	202	116	77					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	193	8	8	8	4	4	8	4	4	10	27	4	4	4	8	4	4	4	8	4	4	8	4	6	6	4	4	8	8	4	4	4					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	93	1	1	1	2	2	8	4	1	6	13	0	3	1	8	2	3	0	3	0	2	7	1	2	6	2	0	4	4	3	3	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	57	2	7	2	1	1	0	1	2	1	14	1	1	2	3	1	1	0	3	1	2	1	1	0	1	1	1	0	0	4	1	1					
14	Число погашенных неиспользованных открепительных удостоверений	100	7	7	7	2	2	0	0	3	4	14	4	1	3	0	2	1	4	5	4	2	1	3	4	0	2	4	4	4	1	1	4					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	7	1	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																						
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	692	26	41	18	4	12	47	10	16	52	103	8	8	3	34	6	14	14	18	20	11	49	13	23	23	11	6	45	27	13	12	5					
		8.37%	7.30%	9.21%	7.44%	2.58%	6.09%	10.59%	5.92%	9.20%	9.81%	8.08%	3.59%	8.60%	2.40%	11.49%	4.55%	6.31%	11.76%	5.84%	19.23%	5.56%	12.44%	9.15%	14.11%	9.70%	9.09%	11.11%	9.76%	5.53%	6.28%	10.34%	6.33%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	862	4	44	13	11	9	36	14	23	64	162	13	3	2	38	12	17	32	33	15	11	71	24	28	25	17	2	69	41	16	0	13					
		10.42%	1.12%	9.89%	5.37%	7.10%	4.57%	8.11%	8.28%	13.22%	12.08%	12.71%	5.83%	3.23%	1.60%	12.84%	9.09%	7.66%	26.89%	10.71%	14.42%	5.56%	18.02%	16.90%	17.18%	10.55%	14.05%	3.70%	14.97%	8.40%	7.73%	0.00%	16.46%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	60	0	3	0	1	1	2	1	0	4	11	2	0	0	6	1	0	1	1	1	3	2	1	2	4	4	0	3	3	0	0	3					
		0.73%	0.00%	0.67%	0.00%	0.65%	0.51%	0.45%	0.59%	0.00%	0.75%	0.86%	0.90%	0.00%	0.00%	2.03%	0.76%	0.00%	0.84%	0.32%	0.96%	1.52%	0.51%	0.70%	1.23%	1.69%	3.31%	0.00%	0.65%	0.61%	0.00%	0.00%	3.80%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1812	136	85	42	45	46	110	24	33	102	250	58	14	32	74	30	81	22	70	9	68	59	16	31	31	14	3	106	157	50	9	5					
		21.91%	38.20%	19.10%	17.36%	29.03%	23.35%	24.77%	14.20%	18.97%	19.25%	19.61%	26.01%	15.05%	25.60%	25.00%	22.73%	36.49%	18.49%	22.73%	8.65%	34.34%	14.97%	11.27%	19.02%	13.08%	11.57%	5.56%	22.99%	32.17%	24.15%	7.76%	6.33%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	65	1	1	3	2	0	1	0	1	6	16	2	0	0	3	2	1	4	1	2	3	5	1	0	4	0	0	3	2	1	0	0					
		0.79%	0.28%	0.22%	1.24%	1.29%	0.00%	0.23%	0.00%	0.57%	1.13%	1.25%	0.90%	0.00%	0.00%	1.01%	1.52%	0.45%	3.36%	0.32%	1.92%	1.52%	1.27%	0.70%	0.00%	1.69%	0.00%	0.00%	0.65%	0.41%	0.48%	0.00%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4610	184	263	165	88	123	240	114	99	298	706	137	67	84	136	72	106	44	178	57	98	196	85	75	139	72	42	232	244	120	95	51					
		55.75%	51.69%	59.10%	68.18%	56.77%	62.44%	54.05%	67.46%	56.90%	56.23%	55.37%	61.43%	72.04%	67.20%	45.95%	54.55%	47.75%	36.97%	57.79%	54.81%	49.49%	49.75%	59.86%	46.01%	58.65%	59.50%	77.78%	50.33%	50.00%	57.97%	81.90%	64.56%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	43	0	2	1	0	2	3	2	0	0	5	0	0	1	3	2	1	2	0	0	1	5	1	0	5	0	1	3	1	2	0	0					
