Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																										
Дата голосования: 02.12.2007																																																										
																																																										
Наименование Избирательной комиссии:    Каменская районная																																																										
																																																										
Сводная таблица результатов выборов																																																										
																																																										
		Сумма	УИК №570	УИК №977	УИК №978	УИК №979	УИК №980	УИК №981	УИК №982	УИК №983	УИК №984	УИК №985	УИК №986	УИК №987	УИК №988	УИК №989	УИК №990	УИК №991	УИК №992	УИК №993	УИК №994	УИК №995	УИК №996	УИК №997	УИК №998	УИК №999	УИК №1000	УИК №1001	УИК №1002	УИК №1004	УИК №1005	УИК №1006	УИК №1007	УИК №1008	УИК №1009	УИК №1010	УИК №1011	УИК №1012	УИК №1013	УИК №1014	УИК №1015	УИК №1016	УИК №1017	УИК №1018	УИК №1019	УИК №1020	УИК №1021	УИК №1022	УИК №1023	УИК №1024	УИК №1025	УИК №2442	УИК №2443					
1	"Число избирателей, внесенных в списки избирателей"	39837	90	632	486	2600	157	203	405	757	166	525	48	254	1617	1743	1326	829	2413	2067	794	462	501	553	538	242	485	162	1003	1824	593	458	1431	1388	491	621	380	402	237	1132	148	683	2139	2500	1945	522	284	93	382	70	273	382	401					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	36083	77	577	436	2567	137	182	374	685	151	541	43	226	1529	1562	1196	761	2129	1859	656	414	446	492	487	215	447	149	879	1666	516	419	1296	1278	442	567	341	360	209	1026	136	615	1931	2196	1714	468	244	84	343	62	257	347	349					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	28611	68	441	324	1936	82	152	301	558	146	70	42	184	1147	1223	1007	654	1671	1717	492	376	367	466	402	170	336	80	770	1269	293	325	1084	1041	279	394	274	309	147	643	108	458	1597	1980	1435	413	189	68	258	44	221	280	320					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	3361	4	66	78	126	24	5	30	56	5	448	0	13	183	105	24	40	211	47	138	24	15	14	10	23	40	50	101	104	43	40	83	209	106	112	20	10	41	319	18	84	50	18	77	12	33	10	30	3	2	54	3					
6	Число погашенных избирательных бюллетеней	4111	5	70	34	505	31	25	43	71	0	23	1	29	199	234	165	67	247	95	26	14	64	12	75	22	71	19	8	293	180	54	129	28	57	61	47	41	21	64	10	73	284	198	202	43	22	6	55	15	34	13	26					
7	Число избирательных бюллетеней в переносных ящиках для голосования	3361	4	66	78	126	24	5	30	56	5	448	0	13	183	105	24	40	211	47	138	24	15	14	10	23	40	50	101	104	43	40	83	209	106	112	20	10	41	319	18	84	50	18	77	12	33	10	30	3	2	54	3					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	28608	68	441	324	1936	82	152	301	558	146	70	42	184	1147	1223	1007	654	1671	1717	492	376	367	466	402	170	336	80	770	1269	293	325	1084	1041	279	393	274	309	147	643	108	458	1597	1980	1435	413	189	68	258	44	221	280	318					
9	Число недействительных избирательных бюллетеней	177	0	2	2	2	0	0	0	0	1	0	0	0	27	4	0	0	7	0	1	1	3	1	8	0	16	0	2	6	0	3	2	1	1	1	1	15	2	1	0	2	1	5	7	0	0	1	0	0	2	49	0					
10	Число действительных избирательных бюллетеней	31792	72	505	400	2060	106	157	331	614	150	518	42	197	1303	1324	1031	694	1875	1764	629	399	379	479	404	193	360	130	869	1367	336	362	1165	1249	384	504	293	304	186	961	126	540	1646	1993	1505	425	222	77	288	47	221	285	321					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	985	2	15	12	62	4	5	20	18	5	25	2	6	25	27	32	18	49	55	20	11	12	15	13	5	12	5	24	50	14	12	55	50	14	14	11	11	6	30	4	15	40	60	45	14	7	2	9	1	5	10	7					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	774	0	14	9	61	3	0	20	11	0	25	0	1	25	26	24	18	42	33	8	7	11	10	6	2	12	5	22	48	14	6	55	50	14	9	7	8	3	12	4	9	40	38	33	7	6	2	0	0	2	7	5					
