Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																										
Дата голосования: 07.12.2003 0:00:00																										
																										
Наименование Избирательной комиссии:    Красногвардейская 																										
																										
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																										
																										
		Сумма	УИК №646	УИК №647	УИК №648	УИК №649	УИК №650	УИК №651	УИК №652	УИК №653	УИК №654	УИК №655	УИК №656	УИК №657	УИК №658	УИК №659	УИК №660	УИК №661	УИК №662	УИК №663	УИК №664					
1	"Число избирателей, внесенных в списки"	32351	2845	2027	2788	871	2005	1983	2396	1381	1558	1685	1183	1220	2732	1210	1315	774	2485	1552	341					
2	"Число бюллетеней, полученных участковыми комиссиями"	31981	2747	1949	2710	836	1912	1900	2432	1391	1569	1686	1212	1234	2694	1248	1249	795	2500	1593	324					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	15386	1295	951	1237	243	1016	799	964	495	705	838	637	659	1368	551	646	526	1375	885	196					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1777	125	71	80	178	106	223	118	72	69	62	81	137	138	39	64	51	75	84	4					
6	Число погашенных бюллетеней	14818	1327	927	1393	415	790	878	1350	824	795	786	494	438	1188	658	539	218	1050	624	124					
7	Число бюллетеней в переносных ящиках для голосования	1777	125	71	80	178	106	223	118	72	69	62	81	137	138	39	64	51	75	84	4					
8	Число бюллетеней в стационарных ящиках для голосования	15386	1295	951	1237	243	1016	799	964	495	705	838	637	659	1368	551	646	526	1375	885	196					
9	Число недействительных бюллетеней	272	19	8	37	8	28	0	25	5	11	15	16	23	29	7	12	0	19	10	0					
10	Число действительных бюллетеней	16891	1401	1014	1280	413	1094	1022	1057	562	763	885	702	773	1477	583	698	577	1431	959	200					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	195	10	10	10	10	15	10	10	10	10	10	10	10	10	10	10	10	10	10	10					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	51	5	5	1	0	13	5	2	1	1	0	5	0	6	4	2	0	1	0	0					
