Выборы Президента Российской Федерации																																	
Дата голосования: 18.03.2018																																	
																																	
Наименование Избирательной комиссии:    Александровская																																	
																																	
Сводная таблица итогов голосования																																	
																																	
	Число участковых избирательных комиссий	22																															
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	22																															
																																	
		Сумма	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122									
1	"Число избирателей, включенных в список избирателей"	22759	598	680	436	954	1456	1518	1697	1528	1410	795	1792	1474	1825	1572	1308	863	257	1376	178	360	315	367									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	19580	550	600	380	850	1250	1250	1450	1300	1250	700	1500	1250	1500	1350	1100	750	220	1200	180	320	280	350									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	12201	301	348	195	528	809	858	1024	887	831	348	1002	857	1021	664	598	449	161	736	82	192	182	128									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	954	37	31	19	27	58	99	80	60	42	30	46	39	56	52	102	38	4	48	11	21	23	31									
6	Число погашенных избирательных бюллетеней	6425	212	221	166	295	383	293	346	353	377	322	452	354	423	634	400	263	55	416	87	107	75	191									
7	Число избирательных бюллетеней в переносных ящиках для голосования	954	37	31	19	27	58	99	80	60	42	30	46	39	56	52	102	38	4	48	11	21	23	31									
8	Число бюллетеней в стационарных ящиках для голосования	12201	301	348	195	528	809	858	1024	887	831	348	1002	857	1021	664	598	449	161	736	82	192	182	128									
9	Число недействительных избирательных бюллетеней	241	11	9	3	14	12	15	25	20	15	4	13	18	15	14	14	9	1	19	3	2	2	3									
10	Число действительных избирательных бюллетеней	12914	327	370	211	541	855	942	1079	927	858	374	1035	878	1062	702	686	478	164	765	90	211	203	156									
11	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
12	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																	
13	Бабурин Сергей Николаевич	109	1	4	1	6	2	11	5	12	12	1	4	4	11	3	12	8	2	4	2	0	3	1									
		0.83%	0.30%	1.06%	0.47%	1.08%	0.23%	1.15%	0.45%	1.27%	1.37%	0.26%	0.38%	0.45%	1.02%	0.42%	1.71%	1.64%	1.21%	0.51%	2.15%	0.00%	1.46%	0.63%									
14	Грудинин Павел Николаевич	1998	76	53	37	124	150	164	198	138	138	59	144	122	171	75	109	73	17	89	9	15	24	13									
		15.19%	22.49%	13.98%	17.29%	22.34%	17.30%	17.14%	17.93%	14.57%	15.81%	15.61%	13.74%	13.62%	15.88%	10.47%	15.57%	14.99%	10.30%	11.35%	9.68%	7.04%	11.71%	8.18%									
15	Жириновский Владимир Вольфович	1175	31	35	22	54	74	95	87	113	95	35	76	69	76	67	53	39	20	84	12	10	20	8									
		8.93%	9.17%	9.23%	10.28%	9.73%	8.54%	9.93%	7.88%	11.93%	10.88%	9.26%	7.25%	7.70%	7.06%	9.36%	7.57%	8.01%	12.12%	10.71%	12.90%	4.69%	9.76%	5.03%									
16	Путин Владимир Владимирович	9209	209	265	142	335	599	637	741	620	581	267	782	655	786	536	495	341	123	564	65	186	149	131									
		70.00%	61.83%	69.92%	66.36%	60.36%	69.09%	66.56%	67.12%	65.47%	66.55%	70.63%	74.62%	73.10%	72.98%	74.86%	70.71%	70.02%	74.55%	71.94%	69.89%	87.32%	72.68%	82.39%									
17	Собчак Ксения Анатольевна	158	5	8	3	12	10	16	13	22	14	1	10	9	5	8	7	7	1	4	1	0	1	1									
		1.20%	1.48%	2.11%	1.40%	2.16%	1.15%	1.67%	1.18%	2.32%	1.60%	0.26%	0.95%	1.00%	0.46%	1.12%	1.00%	1.44%	0.61%	0.51%	1.08%	0.00%	0.49%	0.63%									
18	Сурайкин Максим Александрович	103	1	5	4	3	9	11	13	6	7	8	5	4	6	6	3	1	0	8	0	0	2	1									
		0.78%	0.30%	1.32%	1.87%	0.54%	1.04%	1.15%	1.18%	0.63%	0.80%	2.12%	0.48%	0.45%	0.56%	0.84%	0.43%	0.21%	0.00%	1.02%	0.00%	0.00%	0.98%	0.63%									
19	Титов Борис Юрьевич	73	4	0	0	3	5	5	11	6	4	1	7	4	3	3	3	6	0	6	0	0	1	1									
		0.55%	1.18%	0.00%	0.00%	0.54%	0.58%	0.52%	0.99%	0.63%	0.46%	0.26%	0.67%	0.45%	0.28%	0.42%	0.43%	1.23%	0.00%	0.77%	0.00%	0.00%	0.49%	0.63%									
20	Явлинский Григорий Алексеевич	89	0	0	2	4	6	3	11	10	7	2	7	11	4	4	4	3	1	6	1	0	3	0									
		0.68%	0.00%	0.00%	0.93%	0.72%	0.69%	0.31%	0.99%	1.06%	0.80%	0.53%	0.67%	1.23%	0.37%	0.56%	0.57%	0.62%	0.61%	0.77%	1.08%	0.00%	1.46%	0.00%									
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
