Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																	
Дата голосования: 07.12.2003 0:00:00																																	
																																	
Наименование Избирательной комиссии:    Георгиевская городская																																	
																																	
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																	
																																	
		Сумма	УИК №1273	УИК №1274	УИК №1275	УИК №1276	УИК №1277	УИК №1278	УИК №1279	УИК №1280	УИК №1281	УИК №1282	УИК №1283	УИК №1284	УИК №1285	УИК №1286	УИК №1287	УИК №1288	УИК №1289	УИК №1290	УИК №1291	УИК №1292	УИК №1293	УИК №1294	УИК №1295	УИК №1296	УИК №1297	УИК №1298					
1	"Число избирателей, внесенных в списки"	48311	926	1769	2028	1804	1723	1936	1630	1943	1884	2471	1906	1752	2147	2077	1822	1967	1880	1872	1922	2030	1860	2318	2048	2112	2387	97					
2	"Число бюллетеней, полученных участковыми комиссиями"	46567	2080	1670	1935	1700	1650	1825	1551	1825	1796	1907	1807	1651	2039	1957	1731	1833	1797	1772	1813	1902	1784	2156	1935	1979	2172	300					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	21439	851	734	818	744	681	805	807	804	842	1056	801	683	842	825	767	851	964	905	859	724	870	1007	972	995	1154	78					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1159	75	47	65	49	42	47	55	50	63	64	41	33	107	67	47	23	43	32	40	16	21	55	19	15	24	19					
6	Число погашенных бюллетеней	23968	1154	889	1052	907	927	973	689	971	891	787	965	935	1090	1065	917	959	789	835	914	1162	893	1094	944	969	994	203					
7	Число бюллетеней в переносных ящиках для голосования	1159	75	47	65	49	42	47	55	50	63	64	41	33	107	67	47	23	43	32	40	16	21	55	19	15	24	19					
8	Число бюллетеней в стационарных ящиках для голосования	21432	851	733	818	743	681	805	807	804	841	1056	801	683	842	825	767	849	964	903	859	724	870	1007	972	995	1154	78					
9	Число недействительных бюллетеней	313	24	11	6	12	16	19	7	11	14	32	13	10	16	18	6	15	17	10	5	8	10	6	9	11	6	1					
10	Число действительных бюллетеней	22278	902	769	877	780	707	833	855	843	890	1088	829	706	933	874	808	857	990	925	894	732	881	1056	982	999	1172	96					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	625	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	0					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	163	5	4	4	3	3	4	10	3	7	5	4	4	4	7	5	7	14	9	3	4	8	12	11	10	13	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	190	5	1	1	4	3	8	13	1	7	2	2	1	1	8	2	4	10	2	4	2	0	3	0	4	5	97					
14	Число погашенных открепительных удостоверений	462	20	21	21	22	22	21	15	22	18	20	21	21	21	18	20	18	11	16	22	21	17	13	14	15	12	0					
15	Число открепительных удостоверений выданных ТИК	3	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0					
16	Число утраченных бюллетеней	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																	
18	"1. ""ЕДИНЕНИЕ"""	204	10	8	4	6	10	8	5	13	4	12	7	10	5	13	5	9	11	18	11	6	5	0	12	8	4	0					
		0.90%	1.07%	1.02%	0.45%	0.75%	1.38%	0.93%	0.58%	1.52%	0.44%	1.07%	0.83%	1.39%	0.52%	1.45%	0.61%	1.03%	1.09%	1.92%	1.22%	0.81%	0.56%	0.0%	1.21%	0.79%	0.33%	0.0%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	311	4	4	7	10	15	9	6	10	7	23	7	12	11	8	7	8	16	11	16	10	14	25	13	29	28	1					
		1.37%	0.43%	0.51%	0.79%	1.26%	2.07%	1.05%	0.69%	1.17%	0.77%	2.05%	0.83%	1.67%	1.15%	0.89%	0.85%	0.91%	1.58%	1.17%	1.77%	1.35%	1.57%	2.35%	1.31%	2.87%	2.37%	1.03%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	1109	54	29	52	41	40	49	31	51	48	52	35	33	51	55	44	40	66	43	45	29	55	30	40	55	39	2					
		4.90%	5.83%	3.71%	5.88%	5.17%	5.53%	5.75%	3.59%	5.97%	5.30%	4.64%	4.15%	4.60%	5.37%	6.16%	5.40%	4.58%	6.55%	4.59%	5.00%	3.91%	6.17%	2.82%	4.03%	5.44%	3.31%	2.06%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	678	20	21	16	13	17	22	33	26	31	29	10	31	21	27	19	28	29	26	41	32	23	38	33	36	54	2					
		3.00%	2.15%	2.69%	1.81%	1.64%	2.35%	2.58%	3.82%	3.04%	3.42%	2.58%	1.18%	4.32%	2.21%	3.02%	2.33%	3.21%	2.87%	2.78%	4.56%	4.32%	2.58%	3.57%	3.32%	3.56%	4.58%	2.06%					
22	"5. ""За Русь Святую"""	139	3	3	3	4	3	3	4	6	5	7	5	5	9	2	7	4	7	4	8	9	11	2	7	8	7	3					
		0.61%	0.32%	0.38%	0.33%	0.50%	0.41%	0.35%	0.46%	0.70%	0.55%	0.62%	0.59%	0.69%	0.94%	0.22%	0.85%	0.45%	0.69%	0.42%	0.88%	1.21%	1.23%	0.18%	0.70%	0.79%	0.59%	3.09%					
23	"6. ""Объединенная Российская партия ""Русь"""	75	1	3	2	4	3	1	2	4	9	6	2	3	0	4	3	2	3	2	4	4	2	1	3	3	4	0					
		0.33%	0.10%	0.38%	0.22%	0.50%	0.41%	0.11%	0.23%	0.46%	0.99%	0.53%	0.23%	0.41%	0.0%	0.44%	0.36%	0.22%	0.29%	0.21%	0.44%	0.54%	0.22%	0.09%	0.30%	0.29%	0.33%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	181	10	4	9	9	3	3	7	3	7	17	9	9	7	5	5	7	14	5	7	9	1	8	8	6	8	1					
		0.80%	1.07%	0.51%	1.01%	1.13%	0.41%	0.35%	0.81%	0.35%	0.77%	1.51%	1.06%	1.25%	0.73%	0.56%	0.61%	0.80%	1.39%	0.53%	0.77%	1.21%	0.11%	0.75%	0.80%	0.59%	0.67%	1.03%					
25	"8. ""Народно-республиканская партия России"""	22	1	0	2	3	3	0	2	0	0	2	1	1	0	0	0	1	0	1	1	0	0	0	2	2	0	0					
		0.09%	0.10%	0.0%	0.22%	0.37%	0.41%	0.0%	0.23%	0.0%	0.0%	0.17%	0.11%	0.13%	0.0%	0.0%	0.0%	0.11%	0.0%	0.10%	0.11%	0.0%	0.0%	0.0%	0.20%	0.19%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	70	3	1	3	1	3	2	2	1	2	9	2	2	2	5	2	3	3	3	1	2	0	2	2	3	11	0					
		0.30%	0.32%	0.12%	0.33%	0.12%	0.41%	0.23%	0.23%	0.11%	0.22%	0.80%	0.23%	0.27%	0.21%	0.56%	0.24%	0.34%	0.29%	0.32%	0.11%	0.27%	0.0%	0.18%	0.20%	0.29%	0.93%	0.0%					
27	"10. ""Аграрная партия России"""	586	11	17	18	24	27	26	31	17	23	31	26	25	39	22	10	28	24	21	24	10	26	23	24	19	39	1					
		2.59%	1.18%	2.17%	2.03%	3.03%	3.73%	3.05%	3.59%	1.99%	2.54%	2.76%	3.08%	3.49%	4.10%	2.46%	1.22%	3.21%	2.38%	2.24%	2.66%	1.35%	2.91%	2.16%	2.42%	1.88%	3.31%	1.03%					
28	"11. ""Истинные патриоты России"""	43	2	0	3	1	3	3	1	2	5	3	1	1	1	3	1	1	2	2	0	3	1	1	1	2	0	0					
		0.19%	0.21%	0.0%	0.33%	0.12%	0.41%	0.35%	0.11%	0.23%	0.55%	0.26%	0.11%	0.13%	0.10%	0.33%	0.12%	0.11%	0.19%	0.21%	0.0%	0.40%	0.11%	0.09%	0.10%	0.19%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	327	9	7	9	12	9	5	11	6	10	24	6	11	13	18	21	14	16	29	19	11	10	18	14	10	14	1					
		1.44%	0.97%	0.89%	1.01%	1.51%	1.24%	0.58%	1.27%	0.70%	1.10%	2.14%	0.71%	1.53%	1.36%	2.01%	2.57%	1.60%	1.58%	3.10%	2.11%	1.48%	1.12%	1.69%	1.41%	0.99%	1.18%	1.03%					
30	"13. ""Демократическая партия России"""	48	3	1	4	3	3	0	0	3	2	4	3	2	0	3	1	2	2	2	5	1	1	1	0	2	0	0					
		0.21%	0.32%	0.12%	0.45%	0.37%	0.41%	0.0%	0.0%	0.35%	0.22%	0.35%	0.35%	0.27%	0.0%	0.33%	0.12%	0.22%	0.19%	0.21%	0.55%	0.13%	0.11%	0.09%	0.0%	0.19%	0.0%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	43	4	2	3	1	2	0	1	2	4	2	2	1	2	3	0	2	1	3	0	0	2	4	2	0	0	0					
		0.19%	0.43%	0.25%	0.33%	0.12%	0.27%	0.0%	0.11%	0.23%	0.44%	0.17%	0.23%	0.13%	0.21%	0.33%	0.0%	0.22%	0.09%	0.32%	0.0%	0.0%	0.22%	0.37%	0.20%	0.0%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	35	0	0	1	1	3	0	1	1	3	1	1	2	1	2	2	0	2	2	1	2	0	2	1	1	4	1					
		0.15%	0.0%	0.0%	0.11%	0.12%	0.41%	0.0%	0.11%	0.11%	0.33%	0.08%	0.11%	0.27%	0.10%	0.22%	0.24%	0.0%	0.19%	0.21%	0.11%	0.27%	0.0%	0.18%	0.10%	0.09%	0.33%	1.03%					
33	"16. ""Родина"" (народно-патриотический союз)"""	2645	89	96	116	81	70	89	113	91	90	92	95	80	89	106	116	100	113	114	129	71	103	133	133	140	182	14					
		11.70%	9.61%	12.30%	13.13%	10.22%	9.68%	10.44%	13.10%	10.65%	9.95%	8.21%	11.28%	11.17%	9.37%	11.88%	14.25%	11.46%	11.22%	12.19%	14.34%	9.59%	11.56%	12.52%	13.42%	13.86%	15.44%	14.43%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	71	3	7	7	2	4	6	1	1	3	0	2	1	5	0	3	2	2	0	2	1	3	7	6	2	1	0					
