Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																										
Дата голосования: 07.12.2003 0:00:00																																										
																																										
Наименование Избирательной комиссии:    Катав-Ивановская																																										
																																										
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																										
																																										
		Сумма	УИК №963	УИК №964	УИК №965	УИК №966	УИК №967	УИК №968	УИК №969	УИК №970	УИК №971	УИК №972	УИК №973	УИК №974	УИК №975	УИК №976	УИК №977	УИК №978	УИК №979	УИК №980	УИК №981	УИК №982	УИК №983	УИК №984	УИК №985	УИК №986	УИК №987	УИК №988	УИК №989	УИК №990	УИК №991	УИК №992	УИК №993	УИК №994	УИК №995	УИК №996	УИК №997					
1	"Число избирателей, внесенных в списки"	30495	1338	1103	1080	1303	505	1238	1229	1282	459	529	1262	611	189	1851	1398	553	1354	1852	1255	1336	1957	1523	1324	1098	84	112	276	549	306	281	376	517	167	98	100					
2	"Число бюллетеней, полученных участковыми комиссиями"	27560	1170	970	990	1180	470	1180	1100	1070	420	480	1130	560	160	1660	1220	500	1210	1710	1130	1140	1710	1360	1160	970	90	130	270	540	320	290	370	520	160	110	110					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	14637	603	619	516	721	245	718	515	567	205	236	542	227	102	899	609	270	577	896	622	643	884	593	633	476	56	77	139	340	176	169	228	271	122	78	63					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	764	51	15	47	48	22	27	27	114	6	13	24	17	7	21	30	9	12	20	11	8	60	14	16	29	10	5	12	11	26	23	8	12	0	0	9					
6	Число погашенных бюллетеней	12159	516	336	427	411	203	435	558	389	209	231	564	316	51	740	581	221	621	794	497	489	766	753	511	465	24	48	119	189	118	98	134	237	38	32	38					
7	Число бюллетеней в переносных ящиках для голосования	764	51	15	47	48	22	27	27	114	6	13	24	17	7	21	30	9	12	20	11	8	60	14	16	29	10	5	12	11	26	23	8	12	0	0	9					
8	Число бюллетеней в стационарных ящиках для голосования	14634	603	619	515	721	245	718	514	567	205	236	542	227	102	899	609	270	577	896	622	643	884	592	633	476	56	77	139	340	176	169	228	271	122	78	63					
9	Число недействительных бюллетеней	267	7	7	4	19	2	13	7	6	8	8	9	11	4	10	12	8	9	12	17	10	5	13	7	7	4	5	8	11	6	12	2	2	1	1	0					
10	Число действительных бюллетеней	15131	647	627	558	750	265	732	534	675	203	241	557	233	105	910	627	271	580	904	616	641	939	593	642	498	62	77	143	340	196	180	234	281	121	77	72					
