Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																														
Дата голосования: 04.12.2011																														
																														
Наименование Избирательной комиссии:    Шигонская																														
																														
Сводная таблица результатов выборов																														
																														
		Сумма	УИК №1472	УИК №1473	УИК №1474	УИК №1475	УИК №1476	УИК №1477	УИК №1478	УИК №1479	УИК №1480	УИК №1481	УИК №1482	УИК №1483	УИК №1484	УИК №1485	УИК №1486	УИК №1487	УИК №1488	УИК №1489	УИК №1490	УИК №1491	УИК №1492	УИК №1493	УИК №1494					
1	"Число избирателей, внесенных в список избирателей"	17899	675	280	700	541	1073	1107	254	2278	2138	705	303	421	225	1235	436	214	241	844	1035	1817	313	572	492					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	18124	684	280	719	544	1093	1128	254	2264	2185	702	296	418	243	1285	441	223	242	855	1022	1875	300	595	476					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	9707	353	142	341	285	579	619	122	1186	1227	440	198	203	117	618	240	93	168	619	502	915	231	272	237					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1233	38	44	48	28	36	74	40	118	51	46	20	91	32	128	28	20	19	37	142	46	24	48	75					
6	Число погашенных избирательных бюллетеней	7184	293	94	330	231	478	435	92	960	907	216	78	124	94	539	173	110	55	199	378	914	45	275	164					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1233	38	44	48	28	36	74	40	118	51	46	20	91	32	128	28	20	19	37	142	46	24	48	75					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	9706	353	142	341	285	579	619	122	1186	1227	440	198	203	117	617	240	93	168	619	502	915	231	272	237					
9	Число недействительных избирательных бюллетеней	178	3	4	6	2	13	7	4	32	17	10	3	2	1	18	6	1	3	6	15	14	4	2	5					
10	Число действительных избирательных бюллетеней	10761	388	182	383	311	602	686	158	1272	1261	476	215	292	148	727	262	112	184	650	629	947	251	318	307					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	460	10	10	15	10	20	25	5	35	45	15	10	15	15	40	5	5	5	45	10	90	10	10	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	300	7	5	9	3	8	17	4	35	38	12	2	6	15	36	3	2	5	14	1	58	6	10	4					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	169	5	6	5	8	3	6	3	16	17	9	4	7	4	12	3	1	6	5	12	17	5	8	7					
14	Число погашенных неиспользованных открепительных удостоверений	160	3	5	6	7	12	8	1	0	7	3	8	9	0	4	2	3	0	31	9	32	4	0	6					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	10	0	1	1	0	0	0	1	4	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																														
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1309	42	24	66	26	60	70	13	154	154	52	22	21	19	89	34	10	24	77	63	203	20	33	33					
		11.97%	10.74%	12.90%	16.97%	8.31%	9.76%	10.10%	8.02%	11.81%	12.05%	10.70%	10.09%	7.14%	12.75%	11.95%	12.69%	8.85%	12.83%	11.74%	9.78%	21.12%	7.84%	10.31%	10.58%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1741	67	42	41	46	120	98	25	265	233	103	38	33	19	85	25	19	31	92	100	128	45	48	38					
		15.92%	17.14%	22.58%	10.54%	14.70%	19.51%	14.14%	15.43%	20.32%	18.23%	21.19%	17.43%	11.22%	12.75%	11.41%	9.33%	16.81%	16.58%	14.02%	15.53%	13.32%	17.65%	15.00%	12.18%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	89	4	0	3	1	5	3	2	16	7	8	0	3	0	9	3	0	1	6	1	9	3	1	4					
		0.81%	1.02%	0.00%	0.77%	0.32%	0.81%	0.43%	1.23%	1.23%	0.55%	1.65%	0.00%	1.02%	0.00%	1.21%	1.12%	0.00%	0.53%	0.91%	0.16%	0.94%	1.18%	0.31%	1.28%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	2185	43	26	79	46	140	104	22	332	322	59	26	48	18	189	50	24	29	127	97	258	45	59	42					
		19.97%	10.99%	13.98%	20.31%	14.70%	22.76%	15.01%	13.58%	25.46%	25.20%	12.14%	11.93%	16.33%	12.08%	25.37%	18.66%	21.24%	15.51%	19.36%	15.06%	26.85%	17.65%	18.44%	13.46%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	170	3	2	3	2	5	7	1	19	31	6	1	7	0	11	3	1	2	15	9	27	7	5	3					
		1.55%	0.77%	1.08%	0.77%	0.64%	0.81%	1.01%	0.62%	1.46%	2.43%	1.23%	0.46%	2.38%	0.00%	1.48%	1.12%	0.88%	1.07%	2.29%	1.40%	2.81%	2.75%	1.56%	0.96%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	5208	227	88	188	190	270	401	89	477	505	243	128	180	92	342	146	57	96	331	359	317	129	169	184					
		47.61%	58.06%	47.31%	48.33%	60.70%	43.90%	57.86%	54.94%	36.58%	39.51%	50.00%	58.72%	61.22%	61.74%	45.91%	54.48%	50.44%	51.34%	50.46%	55.75%	32.99%	50.59%	52.81%	58.97%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	59	2	0	3	0	2	3	6	9	9	5	0	0	0	2	1	1	1	2	0	5	2	3	3					
		0.54%	0.51%	0.00%	0.77%	0.00%	0.33%	0.43%	3.70%	0.69%	0.70%	1.03%	0.00%	0.00%	0.00%	0.27%	0.37%	0.88%	0.53%	0.30%	0.00%	0.52%	0.78%	0.94%	0.96%					
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
