Выборы Президента Российской Федерации																																								
																																								
Наименование Избирательной комиссии:    Кораблинская																																								
																																								
Итоги голосования 																																								
																																								
		Сумма	УИК №181	УИК №182	УИК №183	УИК №184	УИК №185	УИК №186	УИК №187	УИК №188	УИК №189	УИК №190	УИК №191	УИК №192	УИК №193	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213					
1	"Число избирателей, внесенных в список"	20343	1725	1247	2247	2425	2313	1123	712	203	656	187	293	337	321	469	360	244	460	185	209	168	525	207	174	180	942	347	581	336	277	155	118	195	422					
2	Число полученных избирательных бюллетеней	20204	1678	1236	2293	2419	2316	1102	667	192	656	181	293	340	333	474	352	242	455	179	207	164	515	200	165	179	952	340	571	336	267	164	115	195	426					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	12328	1115	799	1304	1529	1425	647	425	88	379	131	150	152	263	287	266	118	327	128	107	109	330	111	98	113	612	257	265	226	69	122	49	113	214					
5	"Число избирательных бюллетеней, выданных вне помещения"	1721	20	9	41	36	52	86	64	33	96	18	51	115	17	76	19	62	37	14	45	28	74	22	15	21	81	27	177	32	149	33	38	18	115					
6	Число погашенных избирательных бюллетеней	6154	543	428	948	854	839	369	178	71	181	32	92	73	53	111	67	62	91	37	55	27	111	67	52	45	258	56	129	78	49	9	28	64	97					
7	Число избирательных бюллетеней в переносных ящиках	1721	20	9	41	36	52	86	64	33	96	18	51	115	17	76	19	62	37	14	45	28	74	22	15	21	81	27	177	32	149	33	38	18	115					
8	Число бюллетеней в стационарных ящиках для голосования	12328	1115	799	1304	1529	1425	647	425	88	379	131	150	152	263	287	266	118	327	128	107	109	330	111	98	113	612	257	265	226	69	122	49	113	214					
9	Число недействительных избирательных бюллетеней	246	10	11	17	23	13	7	4	3	44	1	4	4	6	6	10	3	8	1	2	2	6	3	1	6	9	2	11	4	6	5	1	3	10					
10	Число действительных избирательных бюллетеней	13803	1125	797	1328	1542	1464	726	485	118	431	148	197	263	274	357	275	177	356	141	150	135	398	130	112	128	684	282	431	254	212	150	86	128	319					
11	Число полученных открепительных  удостоверений	493	35	27	33	40	31	19	14	3	12	10	13	13	15	15	13	15	12	10	10	5	13	10	10	13	16	15	15	13	5	12	3	8	15					
12	Число выданных открепительных удостоверений	261	34	24	33	40	29	7	13	0	7	1	2	0	5	12	0	10	8	0	1	0	0	0	0	3	15	2	2	0	0	1	1	7	4					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	268	9	11	11	12	9	5	3	6	9	6	5	6	10	15	9	8	6	5	6	8	17	8	8	5	9	7	12	5	10	8	4	10	6					
14	Число неиспользованных открепительных удостоверений	232	1	3	0	0	2	12	1	3	5	9	11	13	10	3	13	5	4	10	9	5	13	10	10	10	1	13	13	13	5	11	2	1	11					
15	"Число открепительных удостоверений, выданных в ТИК"	5	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																								
18	. Глазьев Сергей Юрьевич	369	47	24	50	32	44	21	8	5	5	5	1	7	3	9	6	6	13	4	5	4	5	4	3	2	18	8	6	6	6	1	1	1	9					
		2.63%	4.14%	2.97%	3.72%	2.04%	2.98%	2.86%	1.64%	4.13%	1.05%	3.36%	0.50%	2.62%	1.07%	2.48%	2.11%	3.33%	3.57%	2.82%	3.29%	2.92%	1.24%	3.01%	2.65%	1.49%	2.60%	2.82%	1.36%	2.33%	2.75%	0.65%	1.15%	0.76%	2.74%					
