Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																			
Дата голосования: 02.12.2007																																			
																																			
Наименование Избирательной комиссии:    Баяндаевская																																			
																																			
Сводная таблица результатов выборов																																			
																																			
		Сумма	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76					
1	"Число избирателей, внесенных в списки избирателей"	7896	354	83	282	199	94	496	444	107	248	110	333	237	110	1740	59	315	78	601	50	90	109	108	92	435	526	249	206	141					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	7662	356	80	280	190	95	477	420	100	246	105	325	226	106	1656	55	305	76	576	50	90	105	105	95	425	525	246	205	142					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	5827	221	68	221	167	89	443	339	96	174	88	263	191	95	1051	53	211	53	386	38	65	105	96	81	304	444	183	193	109					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	621	56	8	32	12	5	34	51	4	34	10	19	16	4	49	2	18	14	75	10	15	0	4	4	31	39	35	12	28					
6	Число погашенных избирательных бюллетеней	1214	79	4	27	11	1	0	30	0	38	7	43	19	7	556	0	76	9	115	2	10	0	5	10	90	42	28	0	5					
7	Число избирательных бюллетеней в переносных ящиках для голосования	621	56	8	32	12	5	34	51	4	34	10	19	16	4	49	2	18	14	75	10	15	0	4	4	31	39	35	12	28					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	5827	221	68	221	167	89	443	339	96	174	88	263	191	95	1051	53	211	53	386	38	65	105	96	81	304	444	183	193	109					
9	Число недействительных избирательных бюллетеней	44	3	2	1	0	0	0	3	3	0	0	4	0	0	11	0	2	0	7	0	0	1	0	0	1	4	1	0	1					
10	Число действительных избирательных бюллетеней	6404	274	74	252	179	94	477	387	97	208	98	278	207	99	1089	55	227	67	454	48	80	104	100	85	334	479	217	205	136					
