Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																										
Дата голосования: 07.12.2003 0:00:00																																																										
																																																										
Наименование Избирательной комиссии:    Ростовская																																																										
																																																										
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																										
																																																										
		Сумма	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620	УИК №621	УИК №622	УИК №623	УИК №624	УИК №625	УИК №626	УИК №627	УИК №628	УИК №629	УИК №630	УИК №631	УИК №632	УИК №633	УИК №634	УИК №635	УИК №636	УИК №637	УИК №638	УИК №639	УИК №640	УИК №641	УИК №642	УИК №643	УИК №644	УИК №645	УИК №646	УИК №647	УИК №648	УИК №649	УИК №650	УИК №651					
1	"Число избирателей, внесенных в списки"	58127	2154	2159	2498	2010	1637	1685	2800	2454	1870	2503	2811	2778	2751	933	2103	597	137	362	479	1148	232	295	209	190	225	467	170	573	176	2265	2127	216	419	386	1583	322	404	187	700	306	489	269	802	905	272	702	2328	2370	1798	402	469					
2	"Число бюллетеней, полученных участковыми комиссиями"	55700	2000	2000	2400	2000	1500	1500	2500	2200	1800	2300	2600	2600	2500	900	2200	600	135	380	500	1100	230	300	220	185	220	500	170	580	175	2300	2000	220	400	400	1500	350	410	185	600	310	490	290	840	910	255	700	2300	2300	1800	375	470					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	30131	1102	1135	1344	955	707	846	1210	984	964	1460	1672	1504	1563	345	1010	267	70	253	208	620	116	155	138	82	131	233	83	316	96	1192	1241	86	237	159	769	154	240	101	378	146	253	135	388	416	47	394	1401	1449	906	237	233					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	3188	16	21	13	73	80	75	53	81	156	53	56	35	56	256	170	111	27	54	95	94	41	63	11	52	30	36	27	24	31	90	108	79	86	98	48	54	8	13	32	71	23	59	85	44	92	42	64	20	56	70	56					
6	Число погашенных бюллетеней	22376	882	844	1043	972	713	579	1235	1135	677	787	872	1061	881	299	1020	222	38	73	197	386	73	82	71	51	59	231	60	240	48	1018	651	55	77	143	683	142	162	71	190	93	214	96	367	450	116	264	835	831	838	68	181					
7	Число бюллетеней в переносных ящиках для голосования	3188	16	21	13	73	80	75	53	81	156	53	56	35	56	256	170	111	27	54	95	94	41	63	11	52	30	36	27	24	31	90	108	79	86	98	48	54	8	13	32	71	23	59	85	44	92	42	64	20	56	70	56					
8	Число бюллетеней в стационарных ящиках для голосования	30070	1100	1131	1344	957	707	846	1199	984	958	1459	1670	1480	1562	344	1009	267	70	253	208	620	116	155	138	82	131	233	83	316	96	1192	1239	86	237	159	766	154	240	101	378	146	253	135	388	416	47	394	1398	1449	904	237	233					
9	Число недействительных бюллетеней	459	15	18	19	12	9	13	16	18	11	21	38	14	16	5	17	9	3	1	8	6	3	4	5	0	0	6	3	1	5	19	9	0	4	2	8	0	7	0	7	0	3	7	7	3	6	8	20	17	35	1	0					
10	Число действительных бюллетеней	32799	1101	1134	1338	1018	778	908	1236	1047	1103	1491	1688	1501	1602	595	1162	369	94	306	295	708	154	214	144	134	161	263	107	339	122	1263	1338	165	319	255	806	208	241	114	403	217	273	187	466	457	133	428	1442	1452	925	306	289					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	1050	20	20	20	20	20	20	20	20	20	20	20	50	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	304	13	4	16	8	11	8	10	6	4	10	16	22	14	1	13	5	1	6	0	10	0	3	1	1	0	13	0	0	1	7	17	2	1	5	3	1	7	1	1	0	2	1	7	3	1	2	15	9	18	0	4					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	206	7	11	7	5	5	0	8	12	3	10	7	6	4	0	3	4	5	3	0	8	3	6	2	1	3	3	0	0	0	1	13	1	1	5	9	2	2	3	5	3	2	3	1	1	0	1	11	6	4	3	3					
14	Число погашенных открепительных удостоверений	746	7	16	4	12	9	12	10	14	16	10	4	28	6	19	7	15	19	14	20	10	20	17	19	19	20	7	20	20	19	13	3	18	19	15	17	19	13	19	19	20	18	19	13	17	19	18	5	11	2	20	16					
15	Число открепительных удостоверений выданных ТИК	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	5	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																										
18	"1. ""ЕДИНЕНИЕ"""	343	7	6	6	11	5	9	8	5	8	8	14	7	29	3	25	9	1	0	1	3	3	2	3	2	1	3	5	2	0	13	20	1	8	3	15	1	9	2	8	5	1	4	6	6	0	8	8	10	16	5	8					
		1.03%	0.62%	0.52%	0.44%	1.06%	0.63%	0.97%	0.63%	0.46%	0.71%	0.52%	0.81%	0.46%	1.79%	0.5%	2.12%	2.38%	1.03%	0.0%	0.33%	0.42%	1.91%	0.91%	2.01%	1.49%	0.62%	1.11%	4.54%	0.58%	0.0%	1.01%	1.48%	0.60%	2.47%	1.16%	1.84%	0.48%	3.62%	1.75%	1.95%	2.30%	0.36%	2.06%	1.26%	1.30%	0.0%	1.83%	0.54%	0.68%	1.66%	1.62%	2.76%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	848	52	30	49	29	26	29	40	62	32	45	42	57	19	17	46	6	0	4	5	9	4	2	1	0	1	3	1	2	0	16	25	3	7	6	11	3	7	3	3	0	7	1	4	7	1	8	44	49	26	2	2					
		2.54%	4.65%	2.60%	3.61%	2.81%	3.30%	3.14%	3.19%	5.82%	2.87%	2.97%	2.43%	3.76%	1.17%	2.83%	3.90%	1.58%	0.0%	1.30%	1.65%	1.26%	2.54%	0.91%	0.67%	0.0%	0.62%	1.11%	0.90%	0.58%	0.0%	1.24%	1.85%	1.81%	2.16%	2.33%	1.35%	1.44%	2.82%	2.63%	0.73%	0.0%	2.53%	0.51%	0.84%	1.52%	0.71%	1.83%	3.00%	3.33%	2.70%	0.65%	0.69%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	897	26	27	31	25	33	35	34	19	41	45	46	33	19	15	18	15	3	4	23	28	10	9	3	5	2	12	7	9	10	33	34	2	4	2	18	6	6	3	13	2	3	5	9	13	1	13	52	44	33	11	3					
		2.69%	2.32%	2.34%	2.28%	2.42%	4.19%	3.80%	2.71%	1.78%	3.68%	2.97%	2.66%	2.17%	1.17%	2.5%	1.52%	3.96%	3.09%	1.30%	7.59%	3.92%	6.36%	4.12%	2.01%	3.73%	1.24%	4.46%	6.36%	2.64%	7.87%	2.57%	2.52%	1.21%	1.23%	0.77%	2.21%	2.88%	2.41%	2.63%	3.17%	0.92%	1.08%	2.57%	1.90%	2.82%	0.71%	2.98%	3.55%	2.99%	3.43%	3.58%	1.03%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	901	48	38	53	22	22	23	45	28	43	48	50	62	28	11	28	3	0	1	7	7	2	2	2	1	3	7	2	3	1	23	32	3	3	4	14	5	1	8	5	2	5	3	9	7	3	6	70	71	28	5	4					
		2.70%	4.30%	3.29%	3.90%	2.13%	2.79%	2.49%	3.59%	2.62%	3.85%	3.17%	2.89%	4.09%	1.73%	1.83%	2.37%	0.79%	0.0%	0.32%	2.31%	0.98%	1.27%	0.91%	1.34%	0.74%	1.86%	2.60%	1.81%	0.88%	0.78%	1.79%	2.37%	1.81%	0.92%	1.55%	1.71%	2.40%	0.40%	7.01%	1.21%	0.92%	1.81%	1.54%	1.90%	1.52%	2.15%	1.37%	4.78%	4.83%	2.91%	1.62%	1.38%					
22	"5. ""За Русь Святую"""	305	13	9	13	8	13	11	9	8	12	13	12	13	6	3	7	5	1	3	2	2	2	5	0	0	0	1	2	8	1	8	10	1	1	0	9	1	5	2	8	3	6	16	11	9	0	5	8	4	9	4	3					
		0.91%	1.16%	0.78%	0.95%	0.77%	1.65%	1.19%	0.71%	0.75%	1.07%	0.85%	0.69%	0.85%	0.37%	0.5%	0.59%	1.32%	1.03%	0.97%	0.66%	0.28%	1.27%	2.29%	0.0%	0.0%	0.0%	0.37%	1.81%	2.35%	0.78%	0.62%	0.74%	0.60%	0.30%	0.0%	1.10%	0.48%	2.01%	1.75%	1.95%	1.38%	2.17%	8.24%	2.32%	1.95%	0.0%	1.14%	0.54%	0.27%	0.93%	1.30%	1.03%					
23	"6. ""Объединенная Российская партия ""Русь"""	79	5	0	2	2	0	3	2	2	2	5	5	1	4	1	1	3	0	0	0	1	0	1	0	0	0	0	2	0	1	1	2	1	0	1	2	2	1	2	0	2	0	2	2	1	2	1	2	5	3	2	2					
		0.23%	0.44%	0.0%	0.14%	0.19%	0.0%	0.32%	0.15%	0.18%	0.17%	0.33%	0.28%	0.06%	0.24%	0.16%	0.08%	0.79%	0.0%	0.0%	0.0%	0.14%	0.0%	0.45%	0.0%	0.0%	0.0%	0.0%	1.81%	0.0%	0.78%	0.07%	0.14%	0.60%	0.0%	0.38%	0.24%	0.96%	0.40%	1.75%	0.0%	0.92%	0.0%	1.03%	0.42%	0.21%	1.43%	0.22%	0.13%	0.34%	0.31%	0.65%	0.69%					
24	"7. ""Новый курс - Автомобильная Россия"""	239	14	7	12	3	10	6	4	8	9	10	10	16	7	2	3	5	0	0	4	5	1	0	1	0	0	1	0	1	1	8	17	0	1	1	9	2	0	0	3	3	0	4	3	4	0	1	16	16	6	3	2					
		0.71%	1.25%	0.60%	0.88%	0.29%	1.27%	0.65%	0.31%	0.75%	0.80%	0.66%	0.57%	1.05%	0.43%	0.33%	0.25%	1.32%	0.0%	0.0%	1.32%	0.70%	0.63%	0.0%	0.67%	0.0%	0.0%	0.37%	0.0%	0.29%	0.78%	0.62%	1.26%	0.0%	0.30%	0.38%	1.10%	0.96%	0.0%	0.0%	0.73%	1.38%	0.0%	2.06%	0.63%	0.86%	0.0%	0.22%	1.09%	1.08%	0.62%	0.97%	0.69%					
25	"8. ""Народно-республиканская партия России"""	40	6	0	0	0	1	2	0	1	0	3	0	0	4	0	0	3	0	1	1	1	0	0	1	0	0	0	0	1	1	0	1	2	0	0	1	0	0	0	0	1	0	0	1	1	0	2	1	1	1	2	0					
