Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																		
Дата голосования: 07.12.2003 0:00:00																																		
																																		
Наименование Избирательной комиссии:    Воткинская																																		
																																		
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																		
																																		
		Сумма	УИК №1301	УИК №1302	УИК №1303	УИК №1304	УИК №1305	УИК №1306	УИК №1307	УИК №1308	УИК №1309	УИК №1310	УИК №1311	УИК №1312	УИК №1313	УИК №1314	УИК №1315	УИК №1316	УИК №1317	УИК №1318	УИК №1319	УИК №1320	УИК №1321	УИК №1322	УИК №1323	УИК №1324	УИК №1325	УИК №1326	УИК №1327					
1	"Число избирателей, внесенных в списки"	16695	444	433	691	398	408	2164	734	942	613	386	665	405	889	583	395	432	121	1200	285	572	1119	168	924	229	802	307	386					
2	"Число бюллетеней, полученных участковыми комиссиями"	15581	430	400	670	400	400	2020	670	900	600	350	610	370	820	530	350	400	136	1100	260	560	1020	175	850	210	720	280	350					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	10227	273	228	480	231	311	1308	384	551	431	213	361	158	643	443	202	256	80	692	159	358	726	115	532	139	469	207	277					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1145	86	105	77	48	21	45	33	25	20	24	27	60	53	20	45	29	21	78	14	40	43	10	137	13	44	9	18					
6	Число погашенных бюллетеней	4209	71	67	113	121	68	667	253	324	149	113	222	152	124	67	103	115	35	330	87	162	251	50	181	58	207	64	55					
7	Число бюллетеней в переносных ящиках для голосования	1144	86	105	77	48	21	45	33	25	20	23	27	60	53	20	45	29	21	78	14	40	43	10	137	13	44	9	18					
8	Число бюллетеней в стационарных ящиках для голосования	10226	273	227	480	231	311	1308	384	551	431	213	361	158	643	443	202	256	80	692	159	358	726	115	532	139	469	207	277					
9	Число недействительных бюллетеней	196	7	5	16	8	3	10	3	5	10	17	15	2	12	3	3	9	3	1	7	10	14	7	4	3	12	3	4					
10	Число действительных бюллетеней	11174	352	327	541	271	329	1343	414	571	441	219	373	216	684	460	244	276	98	769	166	388	755	118	665	149	501	213	291					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	339	30	5	31	10	15	34	11	13	5	5	13	7	15	5	7	15	15	13	2	44	10	6	15	3	5	0	5					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	327	30	5	30	10	14	34	11	13	5	0	13	7	15	5	7	15	15	13	1	44	10	6	15	3	2	0	4					
