Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																													
Дата голосования: 04.12.2011																																													
																																													
Наименование Избирательной комиссии:    Ипатовская																																													
																																													
Сводная таблица результатов выборов																																													
																																													
		Сумма	УИК №512	УИК №513	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532	УИК №533	УИК №534	УИК №535	УИК №536	УИК №537	УИК №538	УИК №539	УИК №540	УИК №541	УИК №542	УИК №543	УИК №544	УИК №545	УИК №546	УИК №547	УИК №548	УИК №549					
1	"Число избирателей, внесенных в список избирателей"	49552	2150	2934	2935	2943	2879	2940	2907	2508	241	1938	1723	843	1697	1051	74	955	490	992	437	418	2463	1425	189	245	149	443	482	1154	623	187	923	327	255	100	2589	1226	1689	2028					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	50363	2200	2950	3000	3000	2950	2950	2900	2450	240	1950	1770	870	1750	1080	74	970	490	1010	440	410	2500	1450	190	240	150	450	500	1180	640	180	950	340	250	99	2650	1250	1740	2150					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	21393	792	1155	1265	1183	1180	1246	1017	870	59	693	784	402	784	627	43	518	146	461	195	259	986	623	96	143	83	259	316	635	331	140	414	228	131	57	963	507	829	973					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	3449	140	170	209	177	176	166	98	190	26	94	48	52	64	111	4	104	180	94	87	78	132	91	5	10	12	25	18	61	69	5	53	18	32	21	131	173	136	189					
6	Число погашенных избирательных бюллетеней	25521	1268	1625	1526	1640	1594	1538	1785	1390	155	1163	938	416	902	342	27	348	164	455	158	73	1382	736	89	87	55	166	166	484	240	35	483	94	87	21	1556	570	775	988					
7	Число избирательных бюллетеней в переносных ящиках для голосования	3449	140	170	209	177	176	166	98	190	26	94	48	52	64	111	4	104	180	94	87	78	132	91	5	10	12	25	18	61	69	5	53	18	32	21	131	173	136	189					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	21393	792	1155	1265	1183	1180	1246	1017	870	59	693	784	402	784	627	43	518	146	461	195	259	986	623	96	143	83	259	316	635	331	140	414	228	131	57	963	507	829	973					
9	Число недействительных избирательных бюллетеней	521	20	25	20	26	37	29	19	22	1	16	37	7	8	43	3	6	5	13	8	0	9	11	1	12	3	6	5	2	4	3	9	10	4	0	41	16	14	26					
10	Число действительных избирательных бюллетеней	24321	912	1300	1454	1334	1319	1383	1096	1038	84	771	795	447	840	695	44	616	321	542	274	337	1109	703	100	141	92	278	329	694	396	142	458	236	159	78	1053	664	951	1136					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	485	22	28	28	31	28	30	27	23	3	18	18	8	16	10	1	10	5	10	5	4	23	13	2	2	2	5	5	11	6	2	8	3	3	2	25	11	17	20					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	293	21	18	26	30	19	30	17	12	2	5	10	1	3	5	0	0	0	5	4	1	9	13	0	1	2	3	5	0	1	0	4	3	1	1	8	5	8	20					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	137	3	3	12	0	7	13	5	4	2	3	1	3	2	4	1	4	3	3	3	3	8	4	2	3	2	3	4	3	4	2	3	2	2	2	1	3	5	5					
14	Число погашенных неиспользованных открепительных удостоверений	192	1	10	2	1	9	0	10	11	1	13	8	7	13	5	1	10	5	5	1	3	14	0	2	1	0	2	0	11	5	2	4	0	2	1	17	6	9	0					
