Выборы Президента Российской Федерации																																		
Дата голосования: 18.03.2018																																		
																																		
Наименование Избирательной комиссии:    Красненская																																		
																																		
Сводная таблица итогов голосования																																		
																																		
	Число участковых избирательных комиссий	23																																
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	23																																
																																		
		Сумма	УИК №677	УИК №678	УИК №679	УИК №680	УИК №681	УИК №682	УИК №683	УИК №684	УИК №685	УИК №686	УИК №687	УИК №688	УИК №689	УИК №690	УИК №691	УИК №692	УИК №693	УИК №694	УИК №695	УИК №696	УИК №697	УИК №698	УИК №699									
1	"Число избирателей, включенных в список избирателей"	9761	392	529	181	614	131	821	402	1635	181	154	517	160	243	642	997	158	432	100	134	431	177	92	638									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	10011	392	540	183	648	127	843	411	1689	186	160	530	162	250	649	1063	161	430	97	131	446	171	89	653									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	7226	291	387	127	347	100	737	328	1090	134	108	456	117	183	509	574	111	311	89	113	367	130	66	551									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	1488	65	125	50	112	26	72	69	118	34	41	50	38	41	121	211	27	87	5	16	49	40	21	70									
6	Число погашенных избирательных бюллетеней	1297	36	28	6	189	1	34	14	481	18	11	24	7	26	19	278	23	32	3	2	30	1	2	32									
7	Число избирательных бюллетеней в переносных ящиках для голосования	1488	65	125	50	112	26	72	69	118	34	41	50	38	41	121	211	27	87	5	16	49	40	21	70									
8	Число бюллетеней в стационарных ящиках для голосования	7226	291	387	127	347	100	737	328	1090	134	108	456	117	183	509	574	111	311	89	113	367	130	66	551									
9	Число недействительных избирательных бюллетеней	55	2	3	3	2	0	0	3	13	1	0	5	1	1	1	10	2	1	0	0	1	0	1	5									
