Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																					
Дата голосования: 04.12.2011																																					
																																					
Наименование Избирательной комиссии:    Хомутовская																																					
																																					
Сводная таблица результатов выборов																																					
																																					
		Сумма	УИК №1065	УИК №1066	УИК №1067	УИК №1068	УИК №1069	УИК №1070	УИК №1071	УИК №1072	УИК №1073	УИК №1074	УИК №1075	УИК №1076	УИК №1077	УИК №1078	УИК №1079	УИК №1080	УИК №1081	УИК №1082	УИК №1083	УИК №1084	УИК №1085	УИК №1086	УИК №1087	УИК №1088	УИК №1089	УИК №1090	УИК №1091	УИК №1092	УИК №1093	УИК №1094					
1	"Число избирателей, внесенных в список избирателей"	10131	1993	1980	250	165	280	381	1013	211	170	99	157	390	106	171	178	111	227	93	168	200	206	88	169	105	348	197	115	310	131	119					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	9882	1861	1841	252	162	273	347	1009	211	162	119	172	366	101	197	183	102	218	103	184	212	225	101	164	100	352	176	104	327	136	122					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	5009	899	971	112	86	118	205	547	103	83	48	89	197	47	95	90	73	115	44	102	91	119	51	87	56	168	127	50	124	46	66					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1062	50	77	38	23	48	64	65	54	32	29	35	39	19	28	25	14	22	14	24	52	38	11	31	14	45	15	8	88	32	28					
6	Число погашенных избирательных бюллетеней	3811	912	793	102	53	107	78	397	54	47	42	48	130	35	74	68	15	81	45	58	69	68	39	46	30	139	34	46	115	58	28					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1062	50	77	38	23	48	64	65	54	32	29	35	39	19	28	25	14	22	14	24	52	38	11	31	14	45	15	8	88	32	28					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	5009	899	971	112	86	118	205	547	103	83	48	89	197	47	95	90	73	115	44	102	91	119	51	87	56	168	127	50	124	46	66					
9	Число недействительных избирательных бюллетеней	85	18	16	0	2	2	4	10	5	0	0	0	4	0	1	2	1	2	2	1	0	3	1	3	0	5	1	1	0	1	0					
10	Число действительных избирательных бюллетеней	5986	931	1032	150	107	164	265	602	152	115	77	124	232	66	122	113	86	135	56	125	143	154	61	115	70	208	141	57	212	77	94					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	254	35	35	10	5	10	7	25	7	4	5	5	10	3	7	5	4	5	3	5	5	7	7	7	5	8	5	3	7	5	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	109	20	27	3	1	1	4	15	1	2	1	1	2	0	6	3	0	0	1	1	0	5	6	2	0	5	1	0	1	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	48	7	4	1	2	2	1	1	2	1	0	2	4	1	2	0	1	2	0	1	2	1	1	1	2	3	2	0	0	1	1					
14	Число погашенных неиспользованных открепительных удостоверений	145	15	8	7	4	9	3	10	6	2	4	4	8	3	1	2	4	5	2	4	5	2	1	5	5	3	4	3	6	5	5					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	9	1	5	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
