Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																	
Дата голосования: 02.12.2007																	
																	
Наименование Избирательной комиссии:    Приютненская 																	
																	
Сводная таблица результатов выборов																	
																	
		Сумма	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170					
1	"Число избирателей, внесенных в списки избирателей"	8947	383	937	257	286	444	546	560	2490	2445	599					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	8289	340	915	260	254	422	497	594	2115	2341	551					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	5068	196	517	171	147	219	305	398	1333	1447	335					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	275	16	34	21	7	17	38	24	59	26	33					
6	Число погашенных избирательных бюллетеней	2946	128	364	68	100	186	154	172	723	868	183					
7	Число избирательных бюллетеней в переносных ящиках для голосования	275	16	34	21	7	17	38	24	59	26	33					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	5068	196	517	171	147	219	305	398	1333	1447	335					
9	Число недействительных избирательных бюллетеней	30	2	0	0	0	6	2	5	0	8	7					
10	Число действительных избирательных бюллетеней	5313	210	551	192	154	230	341	417	1392	1465	361					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	303	30	30	30	30	30	32	30	30	31	30					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	88	3	3	2	0	6	18	4	12	26	14					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	36	3	1	4	1	6	8	0	6	5	2					
14	Число погашенных неиспользованных открепительных удостоверений	215	27	27	28	30	24	14	26	18	5	16					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	2	0	0	0	0	0	0	0	2	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0					
																	
18	1.Политическая партия «Аграрная партия России»	74	9	0	0	0	5	4	10	8	32	6					
		1.38%	4.25%	0.00%	0.00%	0.00%	2.12%	1.17%	2.37%	0.57%	2.17%	1.63%					
19	2.Всероссийская политическая партия «Гражданская Сила»	7	0	0	0	0	0	1	2	0	4	0					
		0.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.47%	0.00%	0.27%	0.00%					
20	3.Политическая партия «Демократическая партия России»	8	0	0	0	1	0	5	0	0	0	2					
		0.15%	0.00%	0.00%	0.00%	0.65%	0.00%	1.46%	0.00%	0.00%	0.00%	0.54%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	709	10	118	19	17	29	37	41	192	194	52					
		13.27%	4.72%	21.42%	9.90%	11.04%	12.29%	10.79%	9.72%	13.79%	13.17%	14.13%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	10	2	0	0	0	0	2	1	0	3	2					
		0.19%	0.94%	0.00%	0.00%	0.00%	0.00%	0.58%	0.24%	0.00%	0.20%	0.54%					
23	6.Политическая партия «Партия социальной справедливости»	3	0	0	0	0	0	0	1	0	0	2					
		0.06%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.24%	0.00%	0.00%	0.54%					
24	7.Политическая партия «Либерально-демократическая партия России»	179	10	12	2	3	7	11	21	46	64	3					
		3.35%	4.72%	2.18%	1.04%	1.95%	2.97%	3.21%	4.98%	3.30%	4.34%	0.82%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	196	9	0	0	0	7	14	38	38	66	24					
		3.67%	4.25%	0.00%	0.00%	0.00%	2.97%	4.08%	9.00%	2.73%	4.48%	6.52%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	18	1	0	0	0	1	0	6	3	2	5					
		0.34%	0.47%	0.00%	0.00%	0.00%	0.42%	0.00%	1.42%	0.22%	0.14%	1.36%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	4102	168	421	171	133	180	264	296	1105	1099	265					
		76.77%	79.25%	76.41%	89.06%	86.36%	76.27%	76.97%	70.14%	79.38%	74.61%	72.01%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	7	1	0	0	0	1	3	1	0	1	0					
		0.13%	0.47%	0.00%	0.00%	0.00%	0.42%	0.87%	0.24%	0.00%	0.07%	0.00%					
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
