Выборы Президента Российской Федерации																																																																							
Дата голосования: 04.03.2012																																																																							
																																																																							
Наименование Избирательной комиссии:    Анжеро-Судженская городская																																																																							
																																																																							
Сводная таблица итогов голосования																																																																							
																																																																							
	Число участковых избирательных комиссий	60																																																																					
	Число участковых избирательных комиссий, приступивших к передаче сведений	60																																																																					
																																																																							
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60									
1	Число избирателей, включенных в список избирателей	66233	1029	773	1148	815	958	1444	1543	1461	1075	1566	1200	1445	1623	1334	1018	1395	828	924	1163	1643	924	1331	1202	1459	1302	727	808	1030	473	638	936	817	808	1014	654	1117	906	887	822	1090	896	649	947	1022	290	875	1402	1449	636	300	1472	1297	1321	1566	1415	1731	1621	1552	1182	1280									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	61500	900	700	1000	800	900	1400	1400	1300	1000	1450	1100	1400	1500	1300	900	1300	800	900	1100	1500	900	1200	1100	1400	1200	700	750	1000	430	600	900	750	750	950	600	1000	850	800	800	1000	800	600	900	900	270	800	1300	1300	600	250	1400	1200	1200	1400	1300	1600	1600	1450	1100	1200									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	41459	607	465	775	479	655	1062	1055	876	688	1019	703	896	1124	816	630	849	502	598	709	929	576	703	783	926	770	449	456	691	309	429	554	650	474	585	339	795	576	499	502	717	560	396	536	605	188	470	805	1050	359	196	989	884	907	1000	1027	1206	1010	592	642	817									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	10082	190	160	163	150	162	247	190	283	225	102	254	128	130	173	149	250	59	137	103	397	58	217	162	33	220	173	100	47	87	116	82	31	179	168	120	116	130	231	192	75	190	159	296	70	74	171	234	169	78	34	141	195	120	226	273	100	239	625	286	213									
6	Число погашенных избирательных бюллетеней	9959	103	75	62	171	83	91	155	141	87	329	143	376	246	311	121	201	239	165	288	174	266	280	155	441	210	78	194	262	34	55	264	69	97	197	141	89	144	70	106	208	50	45	68	225	8	159	261	81	163	20	270	121	173	174	0	294	351	233	172	170									
