Выборы Президента Российской Федерации																																																																			
Дата голосования: 02.03.2008																																																																			
																																																																			
Наименование Избирательной комиссии:    Анжеро-Судженская городская																																																																			
																																																																			
Сводная таблица результатов выборов																																																																			
																																																																			
	Число участковых избирательных комиссий	60																																																																	
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	60																																																																	
																																																																			
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60					
1	"Число избирателей, включенных в списки избирателей"	68661	1040	795	1145	916	1023	1510	1633	1533	1117	1887	858	1541	1525	1014	1023	1366	788	1004	1267	1694	1023	1605	1327	1847	1382	895	855	1220	426	667	973	836	957	1213	914	1133	984	941	878	656	827	669	1063	1020	308	881	1304	1372	664	341	1618	1386	1574	1583	1860	1727	1679	882	1190	1302					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	60630	900	800	1100	800	900	1300	1450	1400	1000	1700	800	1300	1300	900	900	1200	700	900	1100	1400	900	1500	1160	1600	1200	800	700	1050	400	600	800	700	800	1050	800	900	900	900	800	600	750	600	1000	900	250	800	1200	1200	600	312	1500	1200	1300	1400	1600	1600	1500	808	1000	1100					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	52778	823	696	1056	705	819	1196	1338	1292	880	1597	676	1186	1171	832	736	1084	448	841	971	1317	752	1346	1044	1032	1125	718	585	828	363	501	746	683	713	876	657	745	736	844	732	497	665	549	668	818	214	786	1069	1057	509	284	1291	1063	1016	1285	1496	1390	1315	360	816	940					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	5074	71	37	41	69	63	83	80	59	82	66	79	97	106	44	140	106	96	44	97	78	47	142	61	93	48	80	78	208	8	53	44	17	82	172	130	108	61	56	34	69	67	41	250	46	35	13	73	120	61	28	65	83	108	95	52	60	62	373	183	130					
6	Число погашенных избирательных бюллетеней	2778	6	67	3	26	18	21	32	49	38	37	45	17	23	24	24	10	156	15	32	5	101	12	55	475	27	2	37	14	29	46	10	0	5	2	13	47	103	0	34	34	18	10	82	36	1	1	58	23	30	0	144	54	176	20	52	150	123	75	1	30					
