Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																															
Дата голосования: 02.12.2007																																															
																																															
Наименование Избирательной комиссии:    Чулымская																																															
																																															
Сводная таблица результатов выборов																																															
																																															
		Сумма	УИК №1320	УИК №1321	УИК №1322	УИК №1323	УИК №1324	УИК №1325	УИК №1326	УИК №1327	УИК №1328	УИК №1329	УИК №1330	УИК №1331	УИК №1332	УИК №1333	УИК №1334	УИК №1335	УИК №1336	УИК №1337	УИК №1338	УИК №1339	УИК №1340	УИК №1341	УИК №1342	УИК №1343	УИК №1344	УИК №1345	УИК №1346	УИК №1347	УИК №1348	УИК №1349	УИК №1350	УИК №1351	УИК №1352	УИК №1353	УИК №1354	УИК №1355	УИК №1356	УИК №1357	УИК №1358	УИК №1359					
1	"Число избирателей, внесенных в списки избирателей"	20803	999	1226	1426	1047	1186	878	1404	717	622	434	587	488	98	81	246	359	604	557	1160	397	655	414	83	356	518	124	117	82	717	123	104	86	618	864	141	831	213	80	68	93					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	20650	980	1140	1410	1030	1170	860	1380	700	620	480	600	500	100	100	260	350	600	570	1170	400	650	400	100	340	500	120	120	80	720	130	100	90	620	840	140	830	210	80	70	90					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	10465	525	531	629	469	542	369	545	318	246	324	291	343	62	56	144	213	359	297	512	174	308	255	83	206	307	67	51	46	411	75	64	51	391	421	63	428	121	48	54	66					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1805	39	141	83	46	60	58	202	57	65	8	99	0	5	0	30	32	67	53	159	61	70	51	0	39	19	7	11	0	64	6	6	3	57	91	19	71	14	6	2	4					
6	Число погашенных избирательных бюллетеней	8380	416	468	698	515	568	433	633	325	309	148	210	157	33	44	86	105	174	220	499	165	272	94	17	95	174	46	58	34	245	49	30	36	172	328	58	331	75	26	14	20					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1805	39	141	83	46	60	58	202	57	65	8	99	0	5	0	30	32	67	53	159	61	70	51	0	39	19	7	11	0	64	6	6	3	57	91	19	71	14	6	2	4					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	10465	525	531	629	469	542	369	545	318	246	324	291	343	62	56	144	213	359	297	512	174	308	255	83	206	307	67	51	46	411	75	64	51	391	421	63	428	121	48	54	66					
9	Число недействительных избирательных бюллетеней	110	5	9	3	3	4	6	7	1	2	2	5	9	0	1	2	2	3	5	10	0	1	0	1	2	1	0	1	0	9	0	0	0	4	1	1	8	0	1	0	1					
10	Число действительных избирательных бюллетеней	12160	559	663	709	512	598	421	740	374	309	330	385	334	67	55	172	243	423	345	661	235	377	306	82	243	325	74	61	46	466	81	70	54	444	511	81	491	135	53	56	69					
