Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																											
Дата голосования: 02.12.2007																											
																											
Наименование Избирательной комиссии:    Тюменцевская																											
																											
Сводная таблица результатов выборов																											
																											
		Сумма	УИК №1654	УИК №1655	УИК №1656	УИК №1657	УИК №1658	УИК №1659	УИК №1660	УИК №1661	УИК №1662	УИК №1663	УИК №1664	УИК №1665	УИК №1666	УИК №1667	УИК №1668	УИК №1669	УИК №1670	УИК №1671	УИК №1672	УИК №1673					
1	"Число избирателей, внесенных в списки избирателей"	12988	1458	1269	1660	448	381	450	437	148	561	1702	1342	138	342	407	192	358	857	91	356	391					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	12900	1335	1245	1660	450	385	456	447	155	574	1692	1338	135	354	410	201	357	870	88	361	387					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	7914	830	698	988	324	278	297	310	110	362	1039	719	80	192	262	126	263	486	58	223	269					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	744	113	78	32	23	18	35	14	11	38	117	104	7	16	30	11	17	30	8	25	17					
6	Число погашенных избирательных бюллетеней	4242	392	469	640	103	89	124	123	34	174	536	515	48	146	118	64	77	354	22	113	101					
7	Число избирательных бюллетеней в переносных ящиках для голосования	744	113	78	32	23	18	35	14	11	38	117	104	7	16	30	11	17	30	8	25	17					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	7914	830	698	988	324	278	297	310	110	362	1039	719	80	192	262	126	263	486	58	223	269					
9	Число недействительных избирательных бюллетеней	82	5	4	13	3	0	0	2	0	2	14	11	0	3	2	2	0	13	1	5	2					
10	Число действительных избирательных бюллетеней	8576	938	772	1007	344	296	332	322	121	398	1142	812	87	205	290	135	280	503	65	243	284					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	114	10	10	10	3	3	6	3	2	4	10	10	2	13	3	5	3	10	1	3	3					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	66	9	4	5	1	0	4	2	2	4	6	2	0	11	1	4	0	6	0	3	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	37	3	8	5	1	0	0	1	0	1	4	2	2	0	2	0	2	4	1	1	0					
14	Число погашенных неиспользованных открепительных удостоверений	48	1	6	5	2	3	2	1	0	0	4	8	2	2	2	1	3	4	1	0	1					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																											
18	1.Политическая партия «Аграрная партия России»	401	26	13	23	27	12	14	21	8	13	24	67	8	19	18	2	15	35	3	22	31					
		4.63%	2.76%	1.68%	2.25%	7.78%	4.05%	4.22%	6.48%	6.61%	3.25%	2.08%	8.14%	9.20%	9.13%	6.16%	1.46%	5.36%	6.78%	4.55%	8.87%	10.84%					
19	2.Всероссийская политическая партия «Гражданская Сила»	21	3	3	2	1	2	0	0	0	1	3	1	0	0	0	1	1	2	1	0	0					
		0.24%	0.32%	0.39%	0.20%	0.29%	0.68%	0.00%	0.00%	0.00%	0.25%	0.26%	0.12%	0.00%	0.00%	0.00%	0.73%	0.36%	0.39%	1.52%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	11	0	0	1	0	0	1	0	0	1	1	1	0	2	0	1	0	1	0	2	0					
		0.13%	0.00%	0.00%	0.10%	0.00%	0.00%	0.30%	0.00%	0.00%	0.25%	0.09%	0.12%	0.00%	0.96%	0.00%	0.73%	0.00%	0.19%	0.00%	0.81%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	877	73	76	93	17	25	36	21	11	44	167	82	4	44	30	16	15	58	5	34	26					
		10.13%	7.74%	9.79%	9.12%	4.90%	8.45%	10.84%	6.48%	9.09%	11.00%	14.45%	9.96%	4.60%	21.15%	10.27%	11.68%	5.36%	11.24%	7.58%	13.71%	9.09%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	82	12	6	8	1	7	0	5	0	2	5	13	4	3	5	1	1	4	4	0	1					
		0.95%	1.27%	0.77%	0.78%	0.29%	2.36%	0.00%	1.54%	0.00%	0.50%	0.43%	1.58%	4.60%	1.44%	1.71%	0.73%	0.36%	0.78%	6.06%	0.00%	0.35%					
23	6.Политическая партия «Партия социальной справедливости»	12	2	0	2	1	1	0	1	0	0	1	1	0	0	0	1	0	0	0	0	2					
		0.14%	0.21%	0.00%	0.20%	0.29%	0.34%	0.00%	0.31%	0.00%	0.00%	0.09%	0.12%	0.00%	0.00%	0.00%	0.73%	0.00%	0.00%	0.00%	0.00%	0.70%					
24	7.Политическая партия «Либерально-демократическая партия России»	791	69	67	102	43	39	36	27	24	13	65	73	8	24	21	17	29	59	11	31	33					
		9.14%	7.32%	8.63%	10.00%	12.39%	13.18%	10.84%	8.33%	19.83%	3.25%	5.62%	8.87%	9.20%	11.54%	7.19%	12.41%	10.36%	11.43%	16.67%	12.50%	11.54%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	613	66	62	61	24	16	38	19	5	13	73	81	4	15	59	13	9	38	7	5	5					
		7.08%	6.99%	7.99%	5.98%	6.92%	5.41%	11.45%	5.86%	4.13%	3.25%	6.31%	9.84%	4.60%	7.21%	20.21%	9.49%	3.21%	7.36%	10.61%	2.02%	1.75%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	40	1	2	1	4	1	0	3	0	0	6	5	1	1	2	1	4	3	0	4	1					
		0.46%	0.11%	0.26%	0.10%	1.15%	0.34%	0.00%	0.93%	0.00%	0.00%	0.52%	0.61%	1.15%	0.48%	0.68%	0.73%	1.43%	0.58%	0.00%	1.61%	0.35%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	5697	681	538	709	226	192	204	224	71	311	795	486	58	97	154	82	206	299	34	145	185					
		65.80%	72.22%	69.33%	69.51%	65.13%	64.86%	61.45%	69.14%	58.68%	77.75%	68.77%	59.05%	66.67%	46.63%	52.74%	59.85%	73.57%	57.95%	51.52%	58.47%	64.69%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	31	5	5	5	0	1	3	1	2	0	2	2	0	0	1	0	0	4	0	0	0					
		0.36%	0.53%	0.64%	0.49%	0.00%	0.34%	0.90%	0.31%	1.65%	0.00%	0.17%	0.24%	0.00%	0.00%	0.34%	0.00%	0.00%	0.78%	0.00%	0.00%	0.00%					
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
