Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																														
Дата голосования: 02.12.2007																														
																														
Наименование Избирательной комиссии:    Кавказская																														
																														
Сводная таблица результатов выборов																														
																														
		Сумма	УИК №1501	УИК №1502	УИК №1503	УИК №1504	УИК №1505	УИК №1506	УИК №1507	УИК №1508	УИК №1509	УИК №1510	УИК №1511	УИК №1512	УИК №1513	УИК №1514	УИК №1515	УИК №1516	УИК №1517	УИК №1518	УИК №1519	УИК №1520	УИК №1521	УИК №1522	УИК №1523					
1	"Число избирателей, внесенных в списки избирателей"	34700	2782	2712	2267	2087	2273	192	380	1673	517	2518	1839	748	1139	244	204	181	266	346	2263	2850	2765	2860	1594					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	33710	2650	2650	2250	2000	2200	180	380	1600	500	2500	1800	700	1100	230	200	170	250	350	2200	2800	2700	2800	1500					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	19955	1439	1418	1378	960	1144	150	241	953	336	1628	1032	489	755	183	168	63	148	238	1274	1572	1302	2020	1064					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1152	126	66	45	55	81	0	10	31	17	51	44	8	35	5	0	47	29	15	101	72	83	10	221					
6	Число погашенных избирательных бюллетеней	12603	1085	1166	827	985	975	30	129	616	147	821	724	203	310	42	32	60	73	97	825	1156	1315	770	215					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1152	126	66	45	55	81	0	10	31	17	51	44	8	35	5	0	47	29	15	101	72	83	10	221					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	19955	1439	1418	1378	960	1144	150	241	953	336	1628	1032	489	755	183	168	63	148	238	1274	1572	1302	2020	1064					
9	Число недействительных избирательных бюллетеней	310	33	20	22	17	20	0	5	19	9	42	28	5	9	4	3	0	1	6	8	28	18	0	13					
10	Число действительных избирательных бюллетеней	20797	1532	1464	1401	998	1205	150	246	965	344	1637	1048	492	781	184	165	110	176	247	1367	1616	1367	2030	1272					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	498	40	40	30	20	20	10	10	20	10	40	20	10	20	9	10	10	10	9	20	40	40	40	20					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	233	16	13	23	11	8	1	3	15	6	21	10	7	7	0	0	2	1	4	10	18	16	26	15					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	51	1	7	5	1	0	1	1	6	2	6	3	0	2	1	0	2	0	1	2	7	2	0	1					
14	Число погашенных неиспользованных открепительных удостоверений	265	24	27	7	9	12	9	7	5	4	19	10	3	13	9	10	8	9	5	10	22	24	14	5					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																														
18	1.Политическая партия «Аграрная партия России»	419	20	36	28	25	30	0	5	35	4	45	39	6	23	6	1	1	2	1	33	16	43	11	9					
		1.99%	1.28%	2.43%	1.97%	2.46%	2.45%	0.00%	1.99%	3.56%	1.13%	2.68%	3.62%	1.21%	2.91%	3.19%	0.60%	0.91%	1.13%	0.40%	2.40%	0.97%	3.10%	0.54%	0.70%					
19	2.Всероссийская политическая партия «Гражданская Сила»	119	9	20	12	3	4	1	0	1	0	9	4	3	1	2	0	0	1	0	6	14	7	10	12					
		0.56%	0.58%	1.35%	0.84%	0.30%	0.33%	0.67%	0.00%	0.10%	0.00%	0.54%	0.37%	0.60%	0.13%	1.06%	0.00%	0.00%	0.56%	0.00%	0.44%	0.85%	0.51%	0.49%	0.93%					
20	3.Политическая партия «Демократическая партия России»	26	3	3	1	1	2	0	1	0	0	3	1	0	2	0	0	0	0	0	2	4	1	0	2					
		0.12%	0.19%	0.20%	0.07%	0.10%	0.16%	0.00%	0.40%	0.00%	0.00%	0.18%	0.09%	0.00%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.15%	0.24%	0.07%	0.00%	0.16%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	2842	178	197	203	163	170	7	43	189	19	178	200	134	92	19	13	7	27	16	167	234	249	213	124					
		13.46%	11.37%	13.27%	14.27%	16.06%	13.88%	4.67%	17.13%	19.21%	5.38%	10.60%	18.59%	26.96%	11.65%	10.11%	7.74%	6.36%	15.25%	6.32%	12.15%	14.23%	17.98%	10.49%	9.65%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	77	3	7	1	1	2	1	1	4	0	4	1	0	2	0	0	0	0	0	13	1	4	26	6					
		0.36%	0.19%	0.47%	0.07%	0.10%	0.16%	0.67%	0.40%	0.41%	0.00%	0.24%	0.09%	0.00%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.95%	0.06%	0.29%	1.28%	0.47%					
23	6.Политическая партия «Партия социальной справедливости»	24	2	0	1	7	1	0	0	0	1	3	0	0	0	0	1	0	2	0	1	1	1	1	2					
