Выборы Президента Российской Федерации																																																																		
Дата голосования: 02.03.2008																																																																		
																																																																		
Наименование Избирательной комиссии:    Йошкар-Олинская городская № 1																																																																		
																																																																		
Сводная таблица результатов выборов																																																																		
																																																																		
	Число участковых избирательных комиссий	59																																																																
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	59																																																																
																																																																		
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59					
1	"Число избирателей, включенных в списки избирателей"	99279	1317	1000	964	1909	1378	1613	377	1411	2324	1676	2632	2082	1970	1643	1732	1620	1956	2088	2387	1308	2208	2130	1754	1846	1726	2220	2281	2314	2325	2268	1694	1961	2349	1874	2204	2252	1353	1262	558	1558	1080	2078	1977	1756	1786	1573	1741	1809	2095	1844	1499	160	1526	1616	1576	1714	1061	455	409					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	104910	1150	800	1100	1900	1400	1600	400	1300	2400	1800	2600	2100	2100	1900	1800	1600	2000	2000	2400	1400	2300	2300	1700	1800	1700	2300	2300	2200	2400	2400	1800	2100	2400	2000	2300	2400	1700	1500	600	1800	1400	2400	2000	2000	2000	1900	2000	2000	2200	2000	1600	160	1750	1750	1850	2100	1100	450	500					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	70482	1123	728	683	1682	966	1135	375	913	1662	1270	1825	1494	1282	1058	1175	1159	1315	1621	1596	839	1498	1544	1186	1311	1123	1485	1552	1491	1606	1600	1181	1457	1580	1341	1572	1606	1103	991	450	1095	730	1479	1309	1255	1286	1120	1255	1315	1516	1349	1073	129	1125	1056	1115	1416	716	306	259					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	2498	17	28	42	37	62	40	0	28	74	60	29	41	44	53	26	37	62	55	34	52	44	52	37	28	29	48	44	32	15	32	38	29	25	20	44	28	48	21	108	37	58	28	52	31	44	37	43	21	47	33	21	31	13	145	41	23	90	92	68					
6	Число погашенных избирательных бюллетеней	31930	10	44	375	181	372	425	25	359	664	470	746	565	774	789	599	404	623	324	770	509	758	704	477	461	548	767	704	677	779	768	581	614	795	639	684	766	549	488	42	668	612	893	639	714	670	743	702	664	637	618	506	0	612	549	694	661	294	52	173					
