Выборы Президента Российской Федерации																																																																										
Дата голосования: 04.03.2012																																																																										
																																																																										
Наименование Избирательной комиссии:    Йошкар-Олинская городская № 1																																																																										
																																																																										
Сводная таблица итогов голосования																																																																										
																																																																										
	Число участковых избирательных комиссий	63																																																																								
	Число участковых избирательных комиссий, приступивших к передаче сведений	63																																																																								
																																																																										
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63									
1	Число избирателей, включенных в список избирателей	108618	2272	722	1939	1208	1980	299	1273	2398	2102	2303	1569	1673	1128	2048	1623	1658	2472	2529	2539	1380	1943	1828	2035	1830	1986	1681	2108	1928	2509	1955	1535	1926	1604	2154	2006	1714	2084	1811	2033	1572	268	1525	1423	2229	2397	1717	2345	1918	1757	1419	1942	2540	2042	1839	142	2094	1377	1925	1806	615	969	531	441									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	106676	2400	698	2028	1126	1958	350	1350	2300	2000	2300	1500	1600	1100	2000	1638	1638	2350	2500	2500	1400	1900	1800	2000	1800	2000	1600	2000	1900	2500	1900	1500	1900	1600	2100	2000	1700	2000	1800	2000	1500	400	1500	1400	2200	2400	1600	2300	1900	1700	1400	1900	2400	2000	1700	140	2000	1300	1900	1800	600	900	500	500									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	69243	1479	470	1418	804	1332	299	781	1586	1441	1579	1030	1119	696	1140	965	1079	1610	1661	1390	843	1152	1249	1319	1218	1265	1106	1411	1342	1676	1315	971	1267	995	1368	1341	1153	1402	1200	1131	896	143	888	720	1376	1419	963	1382	1045	1270	879	1226	1810	1355	1218	86	1359	798	1162	1122	348	592	324	259									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	2135	26	28	33	32	29	0	16	32	29	34	26	19	12	37	21	30	41	46	15	22	21	33	30	28	26	36	31	12	17	15	20	40	30	21	19	18	32	18	25	12	96	27	28	25	69	15	31	31	89	34	37	59	26	17	54	103	105	39	25	53	42	56	62									
6	Число погашенных избирательных бюллетеней	35298	895	200	577	290	597	51	553	682	530	687	444	462	392	823	652	529	699	793	1095	535	727	518	651	554	709	458	558	546	807	570	509	593	575	711	640	529	566	582	844	592	161	585	652	799	912	622	887	824	341	487	637	531	619	465	0	538	397	699	653	199	266	120	179									
7	Число избирательных бюллетеней в переносных ящиках для голосования	2134	26	28	33	32	29	0	16	32	29	34	26	19	12	37	21	29	41	46	15	22	21	33	30	28	26	36	31	12	17	15	20	40	30	21	19	18	32	18	25	12	96	27	28	25	69	15	31	31	89	34	37	59	26	17	54	103	105	39	25	53	42	56	62									
8	Число бюллетеней в стационарных ящиках для голосования	69192	1469	469	1410	803	1326	299	781	1586	1441	1578	1030	1119	696	1140	964	1071	1608	1661	1389	843	1150	1248	1319	1218	1265	1106	1411	1342	1676	1315	970	1267	995	1368	1340	1153	1402	1198	1131	896	143	888	720	1376	1419	963	1380	1045	1269	879	1226	1810	1354	1218	86	1359	798	1162	1121	348	592	324	259									
9	Число недействительных избирательных бюллетеней	896	38	7	27	12	35	11	27	31	20	16	15	16	7	18	33	27	17	23	13	7	14	13	10	9	15	8	17	12	15	10	11	23	8	10	13	13	24	6	5	7	1	10	7	14	18	8	11	11	11	19	10	24	20	5	2	15	15	15	14	2	8	12	1									
10	Число действительных избирательных бюллетеней	70430	1457	490	1416	823	1320	288	770	1587	1450	1596	1041	1122	701	1159	952	1073	1632	1684	1391	858	1157	1268	1339	1237	1276	1134	1425	1342	1678	1320	979	1284	1017	1379	1346	1158	1410	1210	1151	901	238	905	741	1387	1470	970	1400	1065	1347	894	1253	1845	1360	1230	138	1447	888	1186	1132	399	626	368	320									
