Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																										
Дата голосования: 07.12.2003 0:00:00																										
																										
Наименование Избирательной комиссии:    Когалымская городская																										
																										
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																										
																										
		Сумма	УИК №294	УИК №295	УИК №296	УИК №297	УИК №298	УИК №299	УИК №300	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312					
1	"Число избирателей, внесенных в списки"	40010	1899	1835	2028	1936	1847	1844	1943	2239	2393	1683	2145	1933	1914	1839	1995	2068	2711	2945	2813					
2	"Число бюллетеней, полученных участковыми комиссиями"	39435	1890	1930	1890	1860	1820	1910	1970	2170	2310	1590	2120	1920	1980	1940	2020	2020	2550	2800	2745					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	27996	1387	1221	1419	1342	1366	1311	1425	1715	1611	1172	1481	1341	1289	1272	1377	1393	1906	2101	1867					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	219	9	9	9	8	10	17	2	9	10	17	19	7	13	12	19	13	9	13	14					
6	Число погашенных бюллетеней	11220	494	700	462	510	444	582	543	446	689	401	620	572	678	656	624	614	635	686	864					
7	Число бюллетеней в переносных ящиках для голосования	219	9	9	9	8	10	17	2	9	10	17	19	7	13	12	19	13	9	13	14					
8	Число бюллетеней в стационарных ящиках для голосования	27955	1378	1221	1419	1342	1366	1311	1425	1715	1605	1172	1481	1334	1289	1272	1358	1393	1906	2101	1867					
9	Число недействительных бюллетеней	291	9	30	19	13	13	12	20	9	14	19	14	15	13	19	19	8	7	18	20					
10	Число действительных бюллетеней	27883	1378	1200	1409	1337	1363	1316	1407	1715	1601	1170	1486	1326	1289	1265	1358	1398	1908	2096	1861					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	678	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	48					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	325	20	14	11	15	10	18	25	27	19	12	23	13	17	15	15	18	21	18	14					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	1278	4	10	167	139	145	69	8	10	64	74	91	109	5	5	52	89	74	112	51					
14	Число погашенных открепительных удостоверений	353	15	21	24	20	25	17	10	8	16	23	12	22	18	20	20	17	14	17	34					
15	Число открепительных удостоверений выданных ТИК	22	1	3	1	0	0	2	2	1	1	0	3	0	2	3	0	0	1	0	2					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																										
18	"1. ""ЕДИНЕНИЕ"""	427	25	11	14	15	18	16	18	29	25	13	26	22	28	22	25	20	40	34	26					
		1.51%	1.80%	0.89%	0.98%	1.11%	1.30%	1.20%	1.26%	1.68%	1.54%	1.09%	1.73%	1.64%	2.15%	1.71%	1.81%	1.42%	2.08%	1.60%	1.38%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	1374	77	64	84	50	69	65	86	89	88	55	88	56	70	70	67	65	78	73	80					
		4.87%	5.55%	5.20%	5.88%	3.70%	5.01%	4.89%	6.02%	5.16%	5.44%	4.62%	5.86%	4.17%	5.37%	5.45%	4.86%	4.62%	4.07%	3.45%	4.25%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	740	36	37	37	42	34	41	42	34	58	20	44	36	37	40	41	34	45	43	39					
		2.62%	2.59%	3.00%	2.59%	3.11%	2.47%	3.08%	2.94%	1.97%	3.59%	1.68%	2.93%	2.68%	2.84%	3.11%	2.97%	2.41%	2.34%	2.03%	2.07%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	1462	81	63	90	70	76	87	66	70	91	81	81	59	78	76	75	79	83	87	69					
		5.18%	5.83%	5.12%	6.30%	5.18%	5.52%	6.55%	4.62%	4.06%	5.63%	6.81%	5.4%	4.39%	5.99%	5.91%	5.44%	5.61%	4.33%	4.11%	3.66%					
22	"5. ""За Русь Святую"""	137	5	2	8	7	3	5	4	6	11	1	12	6	10	9	6	6	17	12	7					
		0.48%	0.36%	0.16%	0.56%	0.51%	0.21%	0.37%	0.28%	0.34%	0.68%	0.08%	0.8%	0.44%	0.76%	0.70%	0.43%	0.42%	0.88%	0.56%	0.37%					
23	"6. ""Объединенная Российская партия ""Русь"""	95	2	4	5	10	6	2	3	7	3	5	1	6	5	6	3	3	7	10	7					
		0.33%	0.14%	0.32%	0.35%	0.74%	0.43%	0.15%	0.21%	0.40%	0.18%	0.42%	0.06%	0.44%	0.38%	0.46%	0.21%	0.21%	0.36%	0.47%	0.37%					
24	"7. ""Новый курс - Автомобильная Россия"""	344	17	6	13	19	13	18	14	15	16	12	16	17	13	13	26	25	29	40	22					
		1.22%	1.22%	0.48%	0.91%	1.40%	0.94%	1.35%	0.98%	0.87%	0.99%	1.00%	1.06%	1.26%	0.99%	1.01%	1.88%	1.77%	1.51%	1.89%	1.16%					
25	"8. ""Народно-республиканская партия России"""	29	1	0	2	0	0	0	1	4	1	1	1	0	1	0	2	0	8	3	4					
		0.10%	0.07%	0.0%	0.14%	0.0%	0.0%	0.0%	0.07%	0.23%	0.06%	0.08%	0.06%	0.0%	0.07%	0.0%	0.14%	0.0%	0.41%	0.14%	0.21%					
