Выборы Президента Российской Федерации																																		
Дата голосования: 18.03.2018																																		
																																		
Наименование Избирательной комиссии:    Краснопартизанская																																		
																																		
Сводная таблица итогов голосования																																		
																																		
	Число участковых избирательных комиссий	23																																
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	23																																
																																		
		Сумма	УИК №1076	УИК №1077	УИК №1078	УИК №1079	УИК №1080	УИК №1081	УИК №1082	УИК №1083	УИК №1084	УИК №1085	УИК №1086	УИК №1087	УИК №1088	УИК №1089	УИК №1090	УИК №1091	УИК №1092	УИК №1093	УИК №1094	УИК №1095	УИК №1096	УИК №1097	УИК №1098									
1	"Число избирателей, включенных в список избирателей"	10048	665	634	1102	382	757	696	557	252	539	559	334	515	228	226	86	420	253	476	276	218	325	239	309									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	10471	733	630	1197	360	819	752	570	250	550	580	340	530	240	230	80	460	260	490	270	220	340	250	320									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	7153	461	423	636	226	385	552	456	220	442	381	262	427	186	145	79	372	225	363	214	146	143	195	214									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	926	26	79	95	80	78	40	40	14	24	55	52	38	25	18	0	48	14	42	34	8	44	29	43									
6	Число погашенных избирательных бюллетеней	2392	246	128	466	54	356	160	74	16	84	144	26	65	29	67	1	40	21	85	22	66	153	26	63									
7	Число избирательных бюллетеней в переносных ящиках для голосования	926	26	79	95	80	78	40	40	14	24	55	52	38	25	18	0	48	14	42	34	8	44	29	43									
8	Число бюллетеней в стационарных ящиках для голосования	7153	461	423	636	226	385	552	456	220	442	381	262	427	186	145	79	372	225	363	214	146	143	195	214									
9	Число недействительных избирательных бюллетеней	72	7	2	8	6	5	9	5	1	11	1	1	4	4	2	0	0	1	3	0	0	1	1	0									
