Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																											
Дата голосования: 04.12.2011																											
																											
Наименование Избирательной комиссии:    Солецкая																											
																											
Сводная таблица результатов выборов																											
																											
		Сумма	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433					
1	"Число избирателей, внесенных в список избирателей"	12351	265	146	923	175	577	384	258	306	224	198	349	494	723	1031	747	815	1265	907	734	1830					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	12395	267	149	935	184	615	399	270	300	225	203	315	500	725	1030	758	800	1275	915	735	1795					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	6144	135	73	393	84	237	219	125	122	81	96	160	335	327	539	355	356	641	413	348	1105					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	802	51	17	57	47	100	45	51	55	52	28	32	72	34	19	26	14	11	51	33	7					
6	Число погашенных избирательных бюллетеней	5449	81	59	485	53	278	135	94	123	92	79	123	93	364	472	377	430	623	451	354	683					
7	Число избирательных бюллетеней в переносных ящиках для голосования	802	51	17	57	47	100	45	51	55	52	28	32	72	34	19	26	14	11	51	33	7					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	6138	135	73	393	84	237	219	125	122	81	96	160	335	326	539	355	355	641	413	348	1101					
9	Число недействительных избирательных бюллетеней	156	1	1	7	0	3	8	6	3	0	1	4	0	9	21	7	19	18	16	8	24					
10	Число действительных избирательных бюллетеней	6784	185	89	443	131	334	256	170	174	133	123	188	407	351	537	374	350	634	448	373	1084					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	140	10	5	1	2	5	10	15	6	1	0	5	0	5	5	7	5	15	7	5	31					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	134	10	5	1	2	3	10	15	6	1	0	5	0	5	5	7	3	15	7	3	31					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	101	9	1	6	1	2	9	3	2	1	1	8	1	2	7	10	10	5	7	1	15					
14	Число погашенных неиспользованных открепительных удостоверений	6	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0					
