Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																											
Дата голосования: 02.12.2007																											
																											
Наименование Избирательной комиссии:    Донской район																											
																											
Сводная таблица результатов выборов																											
																											
		Сумма	УИК №1702	УИК №1703	УИК №1704	УИК №1705	УИК №1706	УИК №1707	УИК №1708	УИК №1709	УИК №1710	УИК №1711	УИК №1712	УИК №1713	УИК №1714	УИК №1715	УИК №1716	УИК №1717	УИК №3234	УИК №3235	УИК №3236	УИК №3237					
1	"Число избирателей, внесенных в списки избирателей"	30269	1785	1649	1691	1302	1886	906	1640	1881	1522	2151	2279	2430	2210	1166	2693	1470	200	132	556	720					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	23900	1300	1200	1300	900	1500	700	1200	1300	1200	1700	1800	2000	1600	900	2200	1000	300	200	800	800					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	16959	1047	985	880	755	1107	503	1154	1242	791	1107	1009	1240	1074	637	1225	702	200	25	556	720					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	691	30	79	41	22	42	20	29	33	27	26	45	35	53	27	44	31	0	107	0	0					
6	Число погашенных избирательных бюллетеней	6250	223	136	379	123	351	177	17	25	382	567	746	725	473	236	931	267	100	68	244	80					
7	Число избирательных бюллетеней в переносных ящиках для голосования	690	29	79	41	22	42	20	29	33	27	26	45	35	53	27	44	31	0	107	0	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	16814	1043	985	880	751	1076	488	1154	1242	791	1107	999	1170	1065	637	1225	700	200	25	556	720					
9	Число недействительных избирательных бюллетеней	281	14	11	12	11	11	9	13	15	40	20	13	23	10	14	5	15	5	2	16	22					
10	Число действительных избирательных бюллетеней	17223	1058	1053	909	762	1107	499	1170	1260	778	1113	1031	1182	1108	650	1264	716	195	130	540	698					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	521	36	30	40	40	28	25	30	24	20	48	36	39	30	15	52	28	0	0	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	463	29	29	32	26	28	18	30	21	20	48	32	31	28	15	52	24	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	952	85	11	113	31	65	39	30	20	55	68	21	40	62	33	92	40	27	17	17	86					
14	Число погашенных неиспользованных открепительных удостоверений	58	7	1	8	14	0	7	0	3	0	0	4	8	2	0	0	4	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	327	4	3	5	4	3	6	5	13	17	33	32	48	45	19	68	22	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																											
18	1.Политическая партия «Аграрная партия России»	454	28	18	11	26	24	16	22	24	27	37	34	40	29	14	30	16	10	11	20	17					
		2.59%	2.61%	1.69%	1.19%	3.36%	2.15%	3.15%	1.86%	1.88%	3.30%	3.27%	3.26%	3.32%	2.59%	2.11%	2.36%	2.19%	5.00%	8.33%	3.60%	2.36%					
19	2.Всероссийская политическая партия «Гражданская Сила»	402	35	30	20	16	20	14	17	24	18	31	19	28	30	21	31	21	2	2	12	11					
		2.30%	3.26%	2.82%	2.17%	2.07%	1.79%	2.76%	1.44%	1.88%	2.20%	2.74%	1.82%	2.32%	2.68%	3.16%	2.44%	2.87%	1.00%	1.52%	2.16%	1.53%					
20	3.Политическая партия «Демократическая партия России»	57	1	4	1	2	8	0	4	1	2	4	5	5	3	5	2	1	1	0	1	7					
		0.33%	0.09%	0.38%	0.11%	0.26%	0.72%	0.00%	0.34%	0.08%	0.24%	0.35%	0.48%	0.41%	0.27%	0.75%	0.16%	0.14%	0.50%	0.00%	0.18%	0.97%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	2384	173	116	169	99	205	66	154	110	80	193	169	141	225	88	148	93	20	18	62	55					
		13.62%	16.14%	10.90%	18.35%	12.81%	18.34%	12.99%	13.02%	8.63%	9.78%	17.03%	16.19%	11.70%	20.13%	13.25%	11.66%	12.72%	10.00%	13.64%	11.15%	7.64%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	519	66	51	30	25	42	5	39	33	16	37	26	30	16	20	35	15	9	1	10	13					
		2.97%	6.16%	4.79%	3.26%	3.23%	3.76%	0.98%	3.30%	2.59%	1.96%	3.27%	2.49%	2.49%	1.43%	3.01%	2.76%	2.05%	4.50%	0.76%	1.80%	1.81%					
23	6.Политическая партия «Партия социальной справедливости»	94	7	6	7	6	7	2	4	2	2	5	3	3	6	4	5	8	3	1	3	10					
		0.54%	0.65%	0.56%	0.76%	0.78%	0.63%	0.39%	0.34%	0.16%	0.24%	0.44%	0.29%	0.25%	0.54%	0.60%	0.39%	1.09%	1.50%	0.76%	0.54%	1.39%					
24	7.Политическая партия «Либерально-демократическая партия России»	1178	49	46	20	70	35	32	58	93	69	83	80	92	81	50	124	59	15	4	32	86					
		6.73%	4.57%	4.32%	2.17%	9.06%	3.13%	6.30%	4.90%	7.29%	8.44%	7.33%	7.66%	7.63%	7.25%	7.53%	9.77%	8.07%	7.50%	3.03%	5.76%	11.94%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1123	50	83	34	51	62	53	65	59	61	71	97	89	76	27	90	53	19	13	35	35					
		6.42%	4.66%	7.80%	3.69%	6.60%	5.55%	10.43%	5.49%	4.63%	7.46%	6.27%	9.29%	7.39%	6.80%	4.07%	7.09%	7.25%	9.50%	9.85%	6.29%	4.86%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	236	17	6	11	11	11	3	12	13	11	9	17	30	17	4	20	22	3	2	6	11					
