Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																												
Дата голосования: 04.12.2011																																												
																																												
Наименование Избирательной комиссии:    Саровская городская																																												
																																												
Сводная таблица результатов выборов																																												
																																												
		Сумма	УИК №1959	УИК №2037	УИК №2038	УИК №2039	УИК №2040	УИК №2041	УИК №2042	УИК №2043	УИК №2044	УИК №2045	УИК №2046	УИК №2047	УИК №2048	УИК №2049	УИК №2050	УИК №2051	УИК №2052	УИК №2053	УИК №2054	УИК №2055	УИК №2056	УИК №2057	УИК №2058	УИК №2059	УИК №2060	УИК №2061	УИК №2062	УИК №2063	УИК №2064	УИК №2065	УИК №2066	УИК №2067	УИК №2068	УИК №2069	УИК №2070	УИК №2071	УИК №2072					
1	"Число избирателей, внесенных в список избирателей"	76905	544	1685	2420	614	2256	2398	2580	2242	2367	2942	2480	2181	2465	2185	2218	2174	2549	2129	2141	2231	2282	2220	1998	1953	1896	2048	1866	1957	1975	2064	2018	1972	2043	1913	1946	1933	2020					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	73245	545	1700	2300	500	2200	2200	2400	2200	2300	2800	2400	2000	2300	2100	2100	2100	2400	2000	2100	2100	2200	1900	1900	1800	1800	1950	1800	1800	1900	2000	1950	1900	2000	1900	1850	1850	2000					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	51574	519	1318	1336	319	1424	1698	1825	1478	1655	1779	1691	1533	1793	1446	1573	1482	1578	1456	1444	1524	1541	1497	1329	1247	1243	1384	1235	1306	1326	1371	1404	1282	1415	1224	1264	1354	1281					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1496	1	103	480	9	17	40	10	11	12	24	19	22	16	21	11	18	21	40	73	48	37	45	35	31	22	18	20	34	29	30	32	28	20	31	37	19	32					
6	Число погашенных избирательных бюллетеней	20175	25	279	484	172	759	462	565	711	633	997	690	445	491	633	516	600	801	504	583	528	622	358	536	522	535	548	545	460	545	599	514	590	565	645	549	477	687					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1495	1	103	480	9	17	40	10	11	12	24	19	22	16	21	11	18	21	40	73	48	37	45	35	31	22	18	20	33	29	30	32	28	20	31	37	19	32					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	51526	519	1317	1333	319	1424	1693	1822	1477	1651	1779	1689	1531	1793	1443	1573	1476	1578	1454	1443	1524	1540	1497	1329	1247	1240	1384	1232	1303	1326	1371	1403	1282	1414	1224	1262	1354	1280					
9	Число недействительных избирательных бюллетеней	665	6	15	28	3	20	23	25	26	24	16	14	14	20	22	19	13	18	16	17	12	21	28	22	17	14	21	15	24	14	15	22	17	22	13	19	17	13					
10	Число действительных избирательных бюллетеней	52356	514	1405	1785	325	1421	1710	1807	1462	1639	1787	1694	1539	1789	1442	1565	1481	1581	1478	1499	1560	1556	1514	1342	1261	1248	1381	1237	1312	1341	1386	1413	1293	1412	1242	1280	1356	1299					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1076	0	53	25	10	30	28	55	35	28	35	30	21	23	35	28	40	34	27	28	29	29	16	26	20	17	25	30	31	35	25	33	28	68	28	26	29	16					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	1012	0	53	22	5	30	27	39	33	26	35	30	17	20	33	28	39	33	25	27	29	27	12	26	18	15	25	30	30	35	24	27	27	66	28	26	29	16					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	853	0	10	28	54	18	20	26	10	6	5	3	68	111	6	14	9	4	17	5	44	13	216	7	9	3	56	5	19	6	15	6	8	9	4	6	7	6					
14	Число погашенных неиспользованных открепительных удостоверений	64	0	0	3	5	0	1	16	2	2	0	0	4	3	2	0	1	1	2	1	0	2	4	0	2	2	0	0	1	0	1	6	1	2	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	13	0	0	0	0	2	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	1	0	2	0	0	1	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																												
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	5808	18	111	126	25	156	183	144	144	190	184	184	172	174	125	165	152	120	191	171	193	194	169	165	172	155	195	152	150	181	153	193	145	167	159	182	180	168					
		10.95%	3.46%	7.82%	6.95%	7.62%	10.83%	10.56%	7.86%	9.68%	11.43%	10.21%	10.77%	11.08%	9.62%	8.54%	10.42%	10.17%	7.50%	12.78%	11.28%	12.28%	12.30%	10.96%	12.10%	13.46%	12.28%	13.91%	12.14%	11.23%	13.36%	10.92%	13.45%	11.07%	11.65%	12.67%	14.01%	13.11%	12.80%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	5952	26	303	304	78	191	227	213	191	170	226	192	138	174	171	196	192	255	164	137	127	141	163	146	135	148	153	137	110	117	147	125	116	123	127	152	118	119					
		11.23%	5.00%	21.34%	16.77%	23.78%	13.25%	13.10%	11.63%	12.84%	10.22%	12.53%	11.24%	8.89%	9.62%	11.68%	12.37%	12.85%	15.95%	10.98%	9.04%	8.08%	8.94%	10.57%	10.70%	10.56%	11.73%	10.91%	10.94%	8.23%	8.63%	10.49%	8.71%	8.85%	8.58%	10.12%	11.70%	8.59%	9.07%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	572	1	27	17	3	17	15	14	16	17	28	21	19	16	8	19	13	15	17	12	18	21	13	15	14	20	13	16	19	15	15	12	13	14	16	8	21	14					
		1.08%	0.19%	1.90%	0.94%	0.91%	1.18%	0.87%	0.76%	1.08%	1.02%	1.55%	1.23%	1.22%	0.88%	0.55%	1.20%	0.87%	0.94%	1.14%	0.79%	1.15%	1.33%	0.84%	1.10%	1.10%	1.58%	0.93%	1.28%	1.42%	1.11%	1.07%	0.84%	0.99%	0.98%	1.27%	0.62%	1.53%	1.07%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	14011	73	223	393	70	356	428	453	444	428	476	440	409	494	451	437	398	402	386	390	465	444	371	394	360	304	363	306	400	357	396	403	373	411	383	343	402	385					
		26.43%	14.04%	15.70%	21.68%	21.34%	24.71%	24.70%	24.73%	29.84%	25.74%	26.40%	25.76%	26.34%	27.31%	30.81%	27.59%	26.64%	25.14%	25.84%	25.73%	29.58%	28.15%	24.06%	28.89%	28.17%	24.09%	25.89%	24.44%	29.94%	26.35%	28.27%	28.08%	28.47%	28.66%	30.52%	26.40%	29.28%	29.34%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	1704	4	43	54	7	42	31	44	28	59	74	57	53	42	24	44	31	22	54	39	46	56	44	43	39	44	52	54	75	84	68	54	52	71	35	44	61	30					
		3.21%	0.77%	3.03%	2.98%	2.13%	2.91%	1.79%	2.40%	1.88%	3.55%	4.10%	3.34%	3.41%	2.32%	1.64%	2.78%	2.07%	1.38%	3.61%	2.57%	2.93%	3.55%	2.85%	3.15%	3.05%	3.49%	3.71%	4.31%	5.61%	6.20%	4.85%	3.76%	3.97%	4.95%	2.79%	3.39%	4.44%	2.29%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	23981	390	685	880	142	651	816	928	633	767	792	789	736	883	651	698	686	763	658	749	699	686	745	573	527	565	596	561	547	570	594	620	582	617	516	542	568	576					
		45.23%	75.00%	48.24%	48.54%	43.29%	45.18%	47.09%	50.66%	42.54%	46.12%	43.93%	46.19%	47.39%	48.81%	44.47%	44.07%	45.92%	47.72%	44.04%	49.41%	44.47%	43.50%	48.31%	42.01%	41.24%	44.77%	42.51%	44.81%	40.94%	42.07%	42.40%	43.21%	44.43%	43.03%	41.12%	41.72%	41.37%	43.90%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	328	2	13	11	0	8	10	11	6	8	7	11	12	6	12	6	9	4	8	1	12	14	9	6	14	12	9	11	11	17	13	6	12	9	6	9	6	7					
		0.62%	0.38%	0.92%	0.61%	0.00%	0.56%	0.58%	0.60%	0.40%	0.48%	0.39%	0.64%	0.77%	0.33%	0.82%	0.38%	0.60%	0.25%	0.54%	0.07%	0.76%	0.89%	0.58%	0.44%	1.10%	0.95%	0.64%	0.88%	0.82%	1.25%	0.93%	0.42%	0.92%	0.63%	0.48%	0.69%	0.44%	0.53%					
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
