Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																												
Дата голосования: 04.12.2011																												
																												
Наименование Избирательной комиссии:    Прохладненская городская																												
																												
Сводная таблица результатов выборов																												
																												
		Сумма	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246	УИК №247	УИК №248	УИК №249	УИК №250	УИК №251	УИК №252	УИК №253					
1	"Число избирателей, внесенных в список избирателей"	40933	1932	2007	2251	2573	2080	2361	1805	1813	1511	2677	1442	1817	2209	2129	2344	2205	2026	2066	2047	1437	201					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	41535	1950	2050	2250	2600	2080	2350	1800	1850	1550	2700	1450	1850	2250	2150	2350	2250	2250	2100	2050	1450	205					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	39382	1906	1983	2201	2514	2051	2305	1775	1780	1481	2640	1400	1780	2155	2100	2300	2160	2000	1725	1530	1401	195					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	569	21	18	30	48	24	44	25	25	20	31	15	25	45	11	41	41	11	35	33	21	5					
6	Число погашенных избирательных бюллетеней	1584	23	49	19	38	5	1	0	45	49	29	35	45	50	39	9	49	239	340	487	28	5					
7	Число избирательных бюллетеней в переносных ящиках для голосования	569	21	18	30	48	24	44	25	25	20	31	15	25	45	11	41	41	11	35	33	21	5					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	39370	1906	1983	2201	2514	2039	2305	1775	1780	1481	2640	1400	1780	2155	2100	2300	2160	2000	1725	1530	1401	195					
9	Число недействительных избирательных бюллетеней	21	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
10	Число действительных избирательных бюллетеней	39918	1927	2001	2231	2562	2042	2349	1800	1805	1501	2671	1415	1805	2200	2111	2341	2201	2011	1760	1563	1422	200					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	175	8	8	8	8	8	8	8	8	8	16	8	8	8	8	8	8	8	8	8	8	7					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	89	8	4	4	8	3	6	7	4	6	6	7	4	8	1	2	1	3	3	0	4	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	39	2	0	0	0	2	2	5	1	5	0	3	0	1	4	2	0	2	3	7	0	0					
14	Число погашенных неиспользованных открепительных удостоверений	86	0	4	4	0	5	2	1	4	2	10	1	4	0	7	6	7	5	5	8	4	7					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	5	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																												
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	123	0	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
