Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																									
Дата голосования: 02.12.2007																									
																									
Наименование Избирательной комиссии:    Чудовская																									
																									
Сводная таблица результатов выборов																									
																									
		Сумма	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532	УИК №533	УИК №534	УИК №535	УИК №536					
1	"Число избирателей, внесенных в списки избирателей"	19818	785	121	68	604	1234	492	207	535	293	605	1044	879	2573	2263	2278	1252	2613	1972					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	19441	810	132	73	607	1270	487	210	547	295	600	1050	860	2500	2200	2200	1200	2500	1900					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	10604	451	56	44	324	753	240	107	306	153	316	607	245	1417	1271	1267	586	1407	1054					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	680	38	19	4	43	26	79	17	20	42	10	48	107	38	55	68	19	24	23					
6	Число погашенных избирательных бюллетеней	8157	321	57	25	240	491	168	86	221	100	274	395	508	1045	874	865	595	1069	823					
7	Число избирательных бюллетеней в переносных ящиках для голосования	680	38	19	4	43	26	79	17	20	42	10	48	107	38	55	68	19	24	23					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	10604	451	56	44	324	753	240	107	306	153	316	607	245	1417	1271	1267	586	1407	1054					
9	Число недействительных избирательных бюллетеней	110	4	1	0	2	9	2	3	1	0	6	5	0	22	18	13	4	13	7					
10	Число действительных избирательных бюллетеней	11174	485	74	48	365	770	317	121	325	195	320	650	352	1433	1308	1322	601	1418	1070					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	197	24	10	5	10	15	10	10	10	5	5	15	10	15	15	15	3	10	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	171	24	10	2	10	15	9	10	10	5	1	12	1	15	14	14	3	6	10					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	121	12	4	2	10	3	10	6	3	2	5	3	4	13	9	22	3	8	2					
14	Число погашенных неиспользованных открепительных удостоверений	26	0	0	3	0	0	1	0	0	0	4	3	9	0	1	1	0	4	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	3	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																									
18	1.Политическая партия «Аграрная партия России»	266	11	1	0	15	22	6	1	23	1	3	19	3	30	39	25	10	27	30					
		2.36%	2.25%	1.33%	0.00%	4.09%	2.82%	1.88%	0.81%	7.06%	0.51%	0.92%	2.90%	0.85%	2.06%	2.94%	1.87%	1.65%	1.89%	2.79%					
19	2.Всероссийская политическая партия «Гражданская Сила»	93	4	0	0	1	4	3	1	2	0	1	1	2	6	16	13	11	10	18					
		0.82%	0.82%	0.00%	0.00%	0.27%	0.51%	0.94%	0.81%	0.61%	0.00%	0.31%	0.15%	0.57%	0.41%	1.21%	0.97%	1.82%	0.70%	1.67%					
20	3.Политическая партия «Демократическая партия России»	16	0	0	0	0	0	0	0	0	2	0	2	1	2	4	2	0	3	0					
		0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.03%	0.00%	0.31%	0.28%	0.14%	0.30%	0.15%	0.00%	0.21%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1055	31	7	8	26	91	18	8	14	10	12	41	24	157	141	132	63	183	89					
		9.35%	6.34%	9.33%	16.67%	7.08%	11.68%	5.64%	6.45%	4.29%	5.13%	3.68%	6.26%	6.82%	10.79%	10.63%	9.89%	10.41%	12.79%	8.26%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	80	2	0	0	1	1	0	3	4	0	0	1	1	9	24	13	9	2	10					
		0.71%	0.41%	0.00%	0.00%	0.27%	0.13%	0.00%	2.42%	1.23%	0.00%	0.00%	0.15%	0.28%	0.62%	1.81%	0.97%	1.49%	0.14%	0.93%					
23	6.Политическая партия «Партия социальной справедливости»	22	0	0	0	0	2	0	0	0	0	1	1	0	6	2	5	2	2	1					
		0.19%	0.00%	0.00%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%	0.00%	0.31%	0.15%	0.00%	0.41%	0.15%	0.37%	0.33%	0.14%	0.09%					
