Выборы Президента Российской Федерации																																																								
Дата голосования: 04.03.2012																																																								
																																																								
Наименование Избирательной комиссии:    Калининград, Центральная																																																								
																																																								
Сводная таблица итогов голосования																																																								
																																																								
	Число участковых избирательных комиссий	45																																																						
	Число участковых избирательных комиссий, приступивших к передаче сведений	45																																																						
																																																								
		Сумма	УИК №276	УИК №277	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282	УИК №283	УИК №284	УИК №285	УИК №286	УИК №287	УИК №288	УИК №289	УИК №290	УИК №291	УИК №292	УИК №295	УИК №296	УИК №297	УИК №298	УИК №299	УИК №300	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320	УИК №321	УИК №322									
1	Число избирателей, включенных в список избирателей	101376	2300	2109	2821	2264	2343	2229	2449	2314	2811	3146	2258	2206	2043	2258	2350	1213	893	2651	2633	2897	2644	2543	1314	2115	1786	2173	1753	2656	2261	1615	2261	2518	1722	2174	2974	2861	2971	2762	1349	1839	2845	2499	2611	2628	314									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	87200	2000	2000	2500	2000	2000	2000	2000	2000	2500	2500	2000	2000	1800	2000	2000	1000	870	2500	2500	2500	2500	2000	1000	2000	1500	2000	1500	2200	2000	1200	2000	2000	1500	2000	2500	2500	2500	2000	1000	1500	2500	2000	2000	2300	330									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	60642	1459	1368	1626	1286	1278	1385	1468	1432	1631	1563	1291	1296	1128	1207	1358	864	639	1442	1690	1616	1634	1402	856	1317	1155	1326	1100	1681	1406	1104	1437	1656	1008	1363	1810	1683	1515	1649	772	1028	1660	1524	1652	1571	306									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	1161	34	37	73	15	27	10	20	14	36	58	41	14	32	11	15	8	0	14	33	131	20	22	15	13	15	39	38	18	29	21	14	16	15	15	93	35	24	15	7	21	14	21	11	7	0									
6	Число погашенных избирательных бюллетеней	25392	507	595	801	699	695	605	512	554	831	879	668	690	640	782	627	128	231	1044	777	753	846	576	129	670	330	635	362	501	565	75	549	328	477	622	597	782	961	335	221	451	824	455	337	722	24									
7	Число избирательных бюллетеней в переносных ящиках для голосования	1161	34	37	73	15	27	10	20	14	36	58	41	14	32	11	15	8	0	14	33	131	20	22	15	13	15	39	38	18	29	21	14	16	15	15	93	35	24	15	7	21	14	21	11	7	0									
8	Число бюллетеней в стационарных ящиках для голосования	60595	1457	1368	1625	1285	1277	1385	1467	1432	1629	1563	1291	1296	1128	1206	1358	863	639	1442	1689	1610	1631	1402	856	1316	1155	1324	1100	1681	1404	1103	1436	1656	1008	1361	1808	1680	1508	1647	772	1028	1660	1523	1649	1571	306									
9	Число недействительных избирательных бюллетеней	869	25	21	18	16	18	23	25	27	27	14	16	19	15	15	22	9	17	17	34	25	16	28	12	17	16	16	15	18	17	11	25	31	13	24	17	21	15	21	11	14	26	39	15	22	6									
10	Число действительных избирательных бюллетеней	60887	1466	1384	1680	1284	1286	1372	1462	1419	1638	1607	1316	1291	1145	1202	1351	862	622	1439	1688	1716	1635	1396	859	1312	1154	1347	1123	1681	1416	1113	1425	1641	1010	1352	1884	1694	1517	1641	768	1035	1648	1505	1645	1556	300									
11	Число полученных открепительных  удостоверений	1154	30	40	20	15	20	30	30	28	24	22	15	29	20	20	20	17	0	30	29	35	32	42	20	20	20	39	20	30	28	20	30	30	31	23	30	29	29	26	20	20	23	24	39	55	0									
12	Число открепительных удостоверений, выданных избирателям на избирательном участке	1033	24	36	20	13	13	23	24	28	24	21	11	29	15	20	18	14	0	28	29	32	30	41	13	19	20	38	12	28	20	12	29	29	31	23	30	29	29	26	9	15	19	24	37	48	0									
13	Число избирателей, проголосовавших по открепительным удостоверениям	868	23	18	18	26	18	16	26	13	10	16	10	11	19	15	13	9	25	9	24	17	22	21	21	14	15	55	23	22	17	33	18	24	22	17	30	15	20	14	15	14	26	18	28	21	7									
14	Число неиспользованных открепительных удостоверений	121	6	4	0	2	7	7	6	0	0	1	4	0	5	0	2	3	0	2	0	3	2	1	7	1	0	1	8	2	8	8	1	1	0	0	0	0	0	0	11	5	4	0	2	7	0									
15	Число открепительных удостоверений, выданных избирателям ТИК	233	1	0	1	2	0	0	1	0	0	1	1	0	1	0	0	204	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0	8	0	2	0	0	1	0	0	1	2	1	0	2	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	5	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0									
