Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																	
Дата голосования: 04.12.2011																																	
																																	
Наименование Избирательной комиссии:    Лиманская																																	
																																	
Сводная таблица результатов выборов																																	
																																	
		Сумма	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273	УИК №274	УИК №275	УИК №276	УИК №277	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282					
1	"Число избирателей, внесенных в список избирателей"	24955	1632	1879	2140	1579	372	1424	1171	1164	1636	738	75	147	152	1185	550	194	968	2075	1542	844	531	217	1456	502	554	228					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	25285	1560	1870	2220	1590	370	1460	1190	1200	1670	755	70	152	148	1225	540	195	990	2080	1575	865	545	220	1470	520	565	240					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	11767	756	859	1093	696	213	681	529	405	787	416	64	97	84	570	319	110	463	847	715	349	301	93	678	284	246	112					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1881	40	75	53	79	19	115	74	179	138	55	6	14	9	59	52	22	52	278	182	77	45	32	114	28	62	22					
6	Число погашенных избирательных бюллетеней	11637	764	936	1074	815	138	664	587	616	745	284	0	41	55	596	169	63	475	955	678	439	199	95	678	208	257	106					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1881	40	75	53	79	19	115	74	179	138	55	6	14	9	59	52	22	52	278	182	77	45	32	114	28	62	22					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	11760	756	859	1093	696	213	681	529	405	787	415	64	97	84	570	319	110	463	847	715	343	301	93	678	284	246	112					
9	Число недействительных избирательных бюллетеней	125	4	20	12	0	7	3	5	12	0	4	0	1	1	2	6	0	11	0	10	6	6	3	6	1	1	4					
10	Число действительных избирательных бюллетеней	13516	792	914	1134	775	225	793	598	572	925	466	70	110	92	627	365	132	504	1125	887	414	340	122	786	311	307	130					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	464	29	35	50	30	5	40	30	20	19	15	5	5	5	20	10	5	15	25	11	15	15	5	20	20	10	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	358	27	33	50	26	5	32	23	11	17	15	1	1	1	15	3	0	9	17	8	6	10	0	18	20	7	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	150	5	34	19	10	5	7	7	6	3	3	0	2	3	1	2	7	3	9	3	2	2	2	6	4	3	2					
14	Число погашенных неиспользованных открепительных удостоверений	106	2	2	0	4	0	8	7	9	2	0	4	4	4	5	7	5	6	8	3	9	5	5	2	0	3	2					
