Выборы Президента Российской Федерации																				
																				
Наименование Избирательной комиссии:    район Беговой 																				
																				
Итоги голосования 																				
																				
		Сумма	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246	УИК №247	УИК №248	УИК №249	УИК №250	УИК №3045	УИК №3046	УИК №3047					
1	"Число избирателей, внесенных в список"	27738	2734	2873	2590	2786	2665	2611	2543	2575	2452	2521	992	140	256					
2	Число полученных избирательных бюллетеней	27200	2600	2700	2400	2500	2400	2400	2500	2600	2300	2500	1700	300	300					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	14750	1459	1485	1171	1382	1370	1340	1229	1373	1298	1362	885	140	256					
5	"Число избирательных бюллетеней, выданных вне помещения"	472	59	42	75	39	48	39	36	31	59	44	0	0	0					
6	Число погашенных избирательных бюллетеней	11978	1082	1173	1154	1079	982	1021	1235	1196	943	1094	815	160	44					
7	Число избирательных бюллетеней в переносных ящиках	452	59	42	75	39	48	39	36	31	59	24	0	0	0					
8	Число бюллетеней в стационарных ящиках для голосования	14701	1456	1480	1171	1374	1363	1333	1229	1367	1295	1352	885	140	256					
9	Число недействительных избирательных бюллетеней	117	4	8	7	8	13	8	11	10	10	32	6	0	0					
10	Число действительных избирательных бюллетеней	15036	1511	1514	1239	1405	1398	1364	1254	1388	1344	1344	879	140	256					
11	Число полученных открепительных  удостоверений	986	100	39	35	20	48	50	40	321	60	273	0	0	0					
12	Число выданных открепительных удостоверений	897	82	36	33	18	40	40	25	306	54	263	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	447	21	10	38	36	26	27	33	27	59	64	63	24	19					
14	Число неиспользованных открепительных удостоверений	89	18	3	2	2	8	10	15	15	6	10	0	0	0					
15	"Число открепительных удостоверений, выданных в ТИК"	4	0	0	1	0	0	1	0	0	2	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																				
18	. Глазьев Сергей Юрьевич	1050	121	114	84	107	108	74	93	90	109	89	42	8	11					
		6.93%	7.99%	7.49%	6.74%	7.57%	7.65%	5.39%	7.35%	6.44%	8.05%	6.47%	4.75%	5.71%	4.30%					
19	. Малышкин Олег Александрович	155	8	15	7	18	22	21	11	17	10	17	7	0	2					
		1.02%	0.53%	0.99%	0.56%	1.27%	1.56%	1.53%	0.87%	1.22%	0.74%	1.24%	0.79%	0.00%	0.78%					
20	. Миронов Сергей Михайлович	91	9	9	7	10	9	6	7	12	3	9	7	0	3					
		0.60%	0.59%	0.59%	0.56%	0.71%	0.64%	0.44%	0.55%	0.86%	0.22%	0.65%	0.79%	0.00%	1.17%					
21	. Путин Владимир Владимирович	9417	900	927	794	809	853	917	785	877	814	814	655	104	168					
		62.15%	59.41%	60.91%	63.72%	57.25%	60.45%	66.84%	62.06%	62.73%	60.12%	59.16%	74.01%	74.29%	65.62%					
22	. Хакамада Ирина Муцуовна	1870	217	190	167	210	168	138	171	188	163	174	44	8	32					
		12.34%	14.32%	12.48%	13.40%	14.86%	11.91%	10.06%	13.52%	13.45%	12.04%	12.65%	4.97%	5.71%	12.50%					
23	. Харитонов Николай Михайлович	1243	143	122	93	126	134	106	87	94	142	111	55	10	20					
		8.20%	9.44%	8.02%	7.46%	8.92%	9.50%	7.73%	6.88%	6.72%	10.49%	8.07%	6.21%	7.14%	7.81%					
																				
24	Против всех	1210	113	137	87	125	104	102	100	110	103	130	69	10	20					
		7.99%	7.46%	9.00%	6.98%	8.85%	7.37%	7.43%	7.91%	7.87%	7.61%	9.45%	7.80%	7.14%	7.81%					
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
