Выборы Президента Российской Федерации																																																																										
Дата голосования: 04.03.2012																																																																										
																																																																										
Наименование Избирательной комиссии:    Территориальная избирательная комиссия №26																																																																										
																																																																										
Сводная таблица итогов голосования																																																																										
																																																																										
	Число участковых избирательных комиссий	63																																																																								
	Число участковых избирательных комиссий, приступивших к передаче сведений	63																																																																								
																																																																										
		Сумма	УИК №894	УИК №895	УИК №896	УИК №897	УИК №898	УИК №899	УИК №900	УИК №901	УИК №902	УИК №903	УИК №904	УИК №905	УИК №906	УИК №907	УИК №908	УИК №909	УИК №910	УИК №911	УИК №912	УИК №913	УИК №914	УИК №915	УИК №916	УИК №917	УИК №918	УИК №919	УИК №920	УИК №921	УИК №922	УИК №923	УИК №924	УИК №925	УИК №926	УИК №927	УИК №928	УИК №929	УИК №930	УИК №931	УИК №932	УИК №933	УИК №934	УИК №936	УИК №937	УИК №938	УИК №939	УИК №940	УИК №941	УИК №942	УИК №943	УИК №944	УИК №945	УИК №946	УИК №947	УИК №948	УИК №949	УИК №950	УИК №951	УИК №952	УИК №953	УИК №954	УИК №955	УИК №956	УИК №957									
1	Число избирателей, включенных в список избирателей	128364	2187	2135	2363	2611	2401	2860	2693	2156	2335	2464	2281	2430	2079	2693	2494	2209	2002	2179	648	2204	602	1757	1980	1667	2014	2102	2325	2160	2201	2555	2473	2085	2077	1093	1789	2338	2321	2699	1593	2442	1603	1014	1013	2027	1869	2302	1804	1829	2179	2149	2335	2561	1802	2508	2408	1677	1801	627	459	380	2517	2796	3007									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	105950	1800	1600	1700	2100	2100	2100	2300	1700	2000	2000	2000	2000	1700	2000	2000	1800	1700	1700	600	1800	650	1500	1500	1500	1700	2000	1900	2000	1600	2000	2000	1700	1800	1000	1400	1700	1800	1900	1500	2000	1300	800	800	1700	1500	2000	1500	1600	2000	1900	2000	2300	1400	2000	2000	1500	1500	600	400	300	2200	2200	2600									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	69103	1228	1219	1223	1537	1266	1484	1502	1163	1232	1395	1162	1411	1123	1484	1429	1217	1105	1229	587	1040	336	921	1109	814	1200	1138	1247	1203	1105	1398	1387	1180	1100	559	760	1331	1379	1505	764	1263	965	550	487	1090	964	1233	873	946	1156	1073	1275	1485	878	1416	1283	864	955	283	230	175	1615	1240	1332									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	2423	21	17	85	21	18	29	16	26	10	50	41	17	26	21	18	107	18	19	0	63	266	23	34	39	31	25	18	52	25	48	53	27	11	83	48	21	11	22	32	21	6	5	28	17	24	38	34	33	49	74	26	25	17	32	77	37	31	220	17	40	12	34	34									
6	Число погашенных избирательных бюллетеней	34424	551	364	392	542	816	587	782	511	758	555	797	572	551	495	553	476	577	452	13	697	48	556	357	647	469	837	635	745	470	554	560	493	689	358	592	348	410	373	704	716	329	245	285	593	512	729	593	621	795	753	699	790	505	552	640	599	514	97	153	85	573	926	1234									
7	Число избирательных бюллетеней в переносных ящиках для голосования	2423	21	17	85	21	18	29	16	26	10	50	41	17	26	21	18	107	18	19	0	63	266	23	34	39	31	25	18	52	25	48	53	27	11	83	48	21	11	22	32	21	6	5	28	17	24	38	34	33	49	74	26	25	17	32	77	37	31	220	17	40	12	34	34									
8	Число бюллетеней в стационарных ящиках для голосования	68993	1228	1217	1220	1535	1258	1481	1502	1162	1228	1388	1158	1411	1123	1484	1429	1213	1103	1226	587	1040	336	919	1109	814	1200	1138	1247	1203	1105	1385	1376	1180	1100	559	759	1331	1379	1505	763	1263	965	550	487	1089	964	1230	871	946	1156	1071	1275	1482	878	1400	1283	862	951	283	230	175	1612	1240	1329									
9	Число недействительных избирательных бюллетеней	1003	16	19	16	28	17	20	33	20	7	23	18	24	15	32	20	16	14	25	3	9	11	9	21	12	17	10	17	9	19	19	28	26	21	5	6	18	20	25	6	13	7	5	10	6	12	20	20	18	11	23	24	28	6	20	13	18	12	6	4	1	19	16	17									
10	Число действительных избирательных бюллетеней	70413	1233	1215	1289	1528	1259	1490	1485	1168	1231	1415	1181	1404	1134	1473	1427	1304	1107	1220	584	1094	591	933	1122	841	1214	1153	1248	1246	1111	1414	1401	1181	1090	637	801	1334	1370	1502	789	1271	964	550	505	1100	976	1248	885	961	1194	1122	1277	1479	889	1412	1347	881	970	497	243	214	1605	1258	1346									
