Выборы Президента Российской Федерации																			
																			
Наименование Избирательной комиссии:    Нововоронежская городская																			
																			
Итоги голосования 																			
																			
		Сумма	УИК №2201	УИК №2202	УИК №2203	УИК №2204	УИК №2205	УИК №2206	УИК №2207	УИК №2208	УИК №2209	УИК №2210	УИК №2211	УИК №2212					
1	"Число избирателей, внесенных в список"	30580	2502	2491	2314	2577	2370	2552	2421	2800	2713	2769	2560	2511					
2	Число полученных избирательных бюллетеней	29998	2498	2500	2300	2500	2300	2500	2400	2700	2600	2700	2500	2500					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	16045	1318	1290	1192	1431	1248	1267	1313	1395	1406	1473	1338	1374					
5	"Число избирательных бюллетеней, выданных вне помещения"	344	38	11	23	35	56	19	8	26	28	38	43	19					
6	Число погашенных избирательных бюллетеней	13609	1142	1199	1085	1034	996	1214	1079	1279	1166	1189	1119	1107					
7	Число избирательных бюллетеней в переносных ящиках	344	38	11	23	35	56	19	8	26	28	38	43	19					
8	Число бюллетеней в стационарных ящиках для голосования	16036	1314	1290	1192	1431	1247	1267	1312	1395	1406	1470	1338	1374					
9	Число недействительных избирательных бюллетеней	78	12	13	4	5	9	3	6	4	9	7	5	1					
10	Число действительных избирательных бюллетеней	16302	1340	1288	1211	1461	1294	1283	1314	1417	1425	1501	1376	1392					
11	Число полученных открепительных  удостоверений	196	17	16	16	19	16	10	17	19	16	16	18	16					
12	Число выданных открепительных удостоверений	150	11	13	12	19	15	5	8	17	15	10	17	8					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	124	3	9	4	24	41	1	10	5	8	11	4	4					
14	Число неиспользованных открепительных удостоверений	46	6	3	4	0	1	5	9	2	1	6	1	8					
15	"Число открепительных удостоверений, выданных в ТИК"	4	0	3	0	0	0	0	0	0	1	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																			
18	. Глазьев Сергей Юрьевич	764	52	56	39	55	69	63	63	87	76	74	68	62					
		4.66%	3.85%	4.30%	3.21%	3.75%	5.30%	4.90%	4.77%	6.12%	5.30%	4.91%	4.92%	4.45%					
19	. Малышкин Олег Александрович	281	21	20	16	32	20	23	26	19	33	24	24	23					
		1.72%	1.55%	1.54%	1.32%	2.18%	1.53%	1.79%	1.97%	1.34%	2.30%	1.59%	1.74%	1.65%					
20	. Миронов Сергей Михайлович	115	14	9	13	8	7	14	11	10	4	4	9	12					
		0.70%	1.04%	0.69%	1.07%	0.55%	0.54%	1.09%	0.83%	0.70%	0.28%	0.27%	0.65%	0.86%					
21	. Путин Владимир Владимирович	11140	905	886	854	1016	910	846	889	927	950	1032	929	996					
		68.01%	66.94%	68.10%	70.29%	69.30%	69.84%	65.79%	67.35%	65.24%	66.25%	68.44%	67.27%	71.50%					
22	. Хакамада Ирина Муцуовна	580	42	42	37	46	51	57	49	60	59	53	37	47					
		3.54%	3.11%	3.23%	3.05%	3.14%	3.91%	4.43%	3.71%	4.22%	4.11%	3.51%	2.68%	3.37%					
23	. Харитонов Николай Михайлович	2628	243	211	199	239	182	206	207	238	233	221	248	201					
		16.04%	17.97%	16.22%	16.38%	16.30%	13.97%	16.02%	15.68%	16.75%	16.25%	14.66%	17.96%	14.43%					
																			
24	Против всех	794	63	64	53	65	55	74	69	76	70	93	61	51					
		4.85%	4.66%	4.92%	4.36%	4.43%	4.22%	5.75%	5.23%	5.35%	4.88%	6.17%	4.42%	3.66%					
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
