Выборы Президента Российской Федерации																																																																						
Дата голосования: 04.03.2012																																																																						
																																																																						
Наименование Избирательной комиссии:    Альметьевская городская																																																																						
																																																																						
Сводная таблица итогов голосования																																																																						
																																																																						
	Число участковых избирательных комиссий	59																																																																				
	Число участковых избирательных комиссий, приступивших к передаче сведений	59																																																																				
																																																																						
		Сумма	УИК №764	УИК №765	УИК №766	УИК №767	УИК №768	УИК №769	УИК №770	УИК №771	УИК №772	УИК №773	УИК №774	УИК №775	УИК №776	УИК №777	УИК №778	УИК №779	УИК №780	УИК №781	УИК №782	УИК №783	УИК №784	УИК №785	УИК №786	УИК №787	УИК №788	УИК №789	УИК №790	УИК №791	УИК №792	УИК №793	УИК №794	УИК №795	УИК №796	УИК №797	УИК №798	УИК №799	УИК №800	УИК №801	УИК №802	УИК №803	УИК №804	УИК №805	УИК №806	УИК №807	УИК №808	УИК №809	УИК №810	УИК №811	УИК №812	УИК №813	УИК №814	УИК №815	УИК №816	УИК №817	УИК №818	УИК №819	УИК №820	УИК №821	УИК №822									
1	Число избирателей, включенных в список избирателей	109500	2374	2450	2040	859	1762	2124	2498	2427	1747	2308	1738	1800	2007	2030	1744	1916	1845	1427	1235	1790	1401	415	2411	865	794	2190	2334	1801	2257	1843	2138	2213	1662	2293	1657	1972	1617	1741	1679	1748	2434	2298	2274	1989	2067	2149	2351	2587	1868	2452	2454	1364	1457	1826	384	2433	1748	1633	580									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	111085	2400	2490	2070	873	1780	2111	2490	2480	1801	2350	1790	1860	2070	2080	1760	1970	1890	1421	1243	1820	1430	500	2470	882	803	2230	2390	1830	2290	1870	2180	2230	1683	2360	1650	2005	1640	1750	1720	1800	2400	2308	2340	2030	2105	2220	2401	2630	1900	2500	2500	1380	1460	1730	400	2404	1704	1650	561									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	86795	1901	1832	1484	694	1547	1599	2113	1748	1434	1820	1361	1504	1622	1695	1356	1561	1522	1139	985	1475	1085	88	2002	729	702	1714	1939	1277	1604	1362	1801	1723	1124	1623	1333	1437	1153	1248	1356	1355	1971	1652	1994	1590	1540	1786	1909	2032	1582	2077	2174	999	1347	1448	260	2133	1456	1398	400									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	6622	116	315	290	93	109	145	110	132	92	118	64	25	104	119	107	139	83	86	99	74	65	327	95	23	13	63	112	61	214	230	118	119	102	333	133	95	81	111	74	185	102	110	108	200	121	41	67	20	100	31	26	161	13	155	124	24	54	89	102									
6	Число погашенных избирательных бюллетеней	17668	383	343	296	86	124	367	267	600	275	412	365	331	344	266	297	270	285	196	159	271	280	85	373	130	88	453	339	492	472	278	261	388	457	404	184	473	406	391	290	260	327	546	238	240	444	393	425	578	218	392	300	220	100	127	16	247	194	163	59									
