Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																												
Дата голосования: 02.12.2007																												
																												
Наименование Избирательной комиссии:    Киясовская																												
																												
Сводная таблица результатов выборов																												
																												
		Сумма	УИК №2301	УИК №2302	УИК №2303	УИК №2304	УИК №2305	УИК №2306	УИК №2307	УИК №2308	УИК №2309	УИК №2310	УИК №2311	УИК №2312	УИК №2313	УИК №2314	УИК №2315	УИК №2316	УИК №2317	УИК №2318	УИК №2319	УИК №2320	УИК №2321					
1	"Число избирателей, внесенных в списки избирателей"	8593	2559	1287	420	518	182	128	170	260	157	297	136	562	159	238	185	272	145	203	472	176	67					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	8058	2300	1200	400	500	170	130	160	250	150	300	120	500	150	230	180	260	140	200	480	170	68					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	5509	1697	757	246	363	84	98	119	145	109	203	82	363	106	164	120	173	99	119	284	120	58					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	431	84	59	20	16	47	9	10	25	8	28	20	12	11	9	11	25	10	8	9	10	0					
6	Число погашенных избирательных бюллетеней	2118	519	384	134	121	39	23	31	80	33	69	18	125	33	57	49	62	31	73	187	40	10					
7	Число избирательных бюллетеней в переносных ящиках для голосования	431	84	59	20	16	47	9	10	25	8	28	20	12	11	9	11	25	10	8	9	10	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	5508	1696	757	246	363	84	98	119	145	109	203	82	363	106	164	120	173	99	119	284	120	58					
9	Число недействительных избирательных бюллетеней	98	17	14	9	7	4	1	6	1	2	2	0	3	3	7	2	0	1	4	10	3	2					
10	Число действительных избирательных бюллетеней	5841	1763	802	257	372	127	106	123	169	115	229	102	372	114	166	129	198	108	123	283	127	56					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	194	35	15	5	10	5	5	7	7	5	10	5	10	5	10	5	10	10	10	10	10	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	73	32	8	1	5	4	1	3	0	0	10	0	3	0	2	0	1	1	0	1	1	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	56	11	4	4	6	4	0	4	1	1	3	1	3	4	2	1	1	1	0	3	1	1					
14	Число погашенных неиспользованных открепительных удостоверений	121	3	7	4	5	1	4	4	7	5	0	5	7	5	8	5	9	9	10	9	9	5					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
