Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																		
Дата голосования: 18.09.2016																																		
																																		
Наименование Избирательной комиссии:    район Лианозово																																		
																																		
Сводная таблица итогов голосования по федеральному избирательному округу																																		
																																		
		Сумма	УИК №599	УИК №600	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620	УИК №621									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	54869	2444	2472	2565	2646	2146	1945	1972	2028	2501	2679	2473	2565	1852	1863	2155	2484	2732	2567	2463	2631	2756	2437	2493									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	38630	1710	1730	1810	1860	1510	1380	1390	1430	1750	1880	1750	1810	1300	1310	1520	1740	1930	1810	1740	1850	1940	1720	1760									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	18197	739	803	761	1023	730	678	704	620	827	863	850	924	630	567	727	798	920	840	811	789	938	829	826									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	521	7	22	5	30	18	26	25	19	37	14	7	32	20	41	22	20	36	17	19	23	19	27	35									
6	Число погашенных избирательных бюллетеней	19912	964	905	1044	807	762	676	661	791	886	1003	893	854	650	702	771	922	974	953	910	1038	983	864	899									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	521	7	22	5	30	18	26	25	19	37	14	7	32	20	41	22	20	36	17	19	23	19	27	35									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	18185	737	803	756	1023	728	678	704	620	827	863	850	924	630	567	726	798	920	838	811	789	938	829	826									
9	Число недействительных избирательных бюллетеней	314	11	16	12	18	10	14	28	8	15	20	18	5	9	9	15	14	15	14	8	16	20	6	13									
10	Число действительных избирательных бюллетеней	18392	733	809	749	1035	736	690	701	631	849	857	839	951	641	599	733	804	941	841	822	796	937	850	848									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	710	30	30	40	30	30	30	30	30	30	40	30	30	30	30	30	30	30	30	30	30	30	30	30									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	411	21	8	30	25	6	19	14	16	30	30	18	22	11	7	13	10	22	20	20	14	19	21	15									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	294	18	9	11	18	8	9	7	3	49	39	6	10	12	8	6	4	13	14	8	14	9	15	4									
14	Число погашенных неиспользованных открепительных удостоверений	299	9	22	10	5	24	11	16	14	0	10	12	8	19	23	17	20	8	10	10	16	11	9	15									
