Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																
Дата голосования: 04.12.2011																																																
																																																
Наименование Избирательной комиссии:    Ленская																																																
																																																
Сводная таблица результатов выборов																																																
																																																
		Сумма	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246	УИК №247	УИК №248	УИК №249	УИК №250	УИК №251	УИК №252	УИК №253	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260					
1	"Число избирателей, внесенных в список избирателей"	29013	270	1077	669	617	439	2867	828	1155	1039	196	63	1270	1348	464	307	890	868	1160	730	1031	1288	1163	273	1074	373	612	478	1250	1150	825	923	224	187	109	139	392	154	70	733	77	231					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	23000	275	850	450	450	350	3000	650	850	750	240	85	900	950	350	250	650	550	900	550	750	900	800	200	750	300	450	400	900	850	600	650	255	240	100	125	470	150	105	600	120	235					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	97	83	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	15673	124	370	199	248	149	2867	377	689	504	142	63	503	594	209	100	366	480	639	408	576	703	559	137	455	162	286	137	537	513	369	453	141	149	76	110	337	121	70	525	64	162					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	777	0	25	21	18	43	0	76	27	49	0	0	51	21	4	6	26	9	32	16	16	13	32	13	31	30	10	6	18	15	49	9	14	15	5	0	14	6	0	45	5	7					
6	Число погашенных избирательных бюллетеней	6453	68	455	230	184	158	133	197	134	183	98	22	346	335	137	144	258	61	229	126	158	184	209	50	264	108	154	257	345	322	182	188	100	76	19	15	119	23	35	30	51	66					
7	Число избирательных бюллетеней в переносных ящиках для голосования	874	83	25	21	18	43	0	76	27	63	0	0	51	21	4	6	26	9	32	16	16	13	32	13	31	30	10	6	18	15	49	9	14	15	5	0	14	6	0	45	5	7					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	15668	124	370	199	248	149	2863	377	689	503	142	63	503	594	209	100	366	480	639	408	576	703	559	137	455	162	286	137	537	513	369	453	141	149	76	110	337	121	70	525	64	162					
9	Число недействительных избирательных бюллетеней	305	0	3	1	4	4	110	3	7	8	0	0	10	5	7	0	6	2	18	6	7	13	10	4	10	2	5	4	10	11	6	13	1	2	0	1	2	2	1	6	1	0					
10	Число действительных избирательных бюллетеней	16237	207	392	219	262	188	2753	450	709	558	142	63	544	610	206	106	386	487	653	418	585	703	581	146	476	190	291	139	545	517	412	449	154	162	81	109	349	125	69	564	68	169					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	480	5	20	10	10	10	0	15	20	15	5	5	20	20	10	5	15	15	20	15	15	20	20	5	15	10	10	10	20	20	15	15	5	5	5	5	15	5	5	15	5	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	131	5	0	1	1	5	0	6	9	8	0	0	6	1	1	0	1	7	7	5	9	6	5	0	1	0	0	0	2	4	4	0	5	2	0	1	15	5	2	6	1	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	485	0	0	1	0	9	418	0	0	2	0	0	3	6	1	0	2	4	1	2	1	5	3	0	1	0	0	3	3	1	8	3	1	0	0	1	2	1	1	1	0	1					
14	Число погашенных неиспользованных открепительных удостоверений	349	0	20	9	9	5	0	9	11	7	5	5	14	19	9	5	14	8	13	10	6	14	15	5	14	10	10	10	18	16	11	15	0	3	5	4	0	0	3	9	4	5					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	4	1	0	0	5	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																
