Выборы Президента Российской Федерации																																																										
Дата голосования: 04.03.2012																																																										
																																																										
Наименование Избирательной комиссии:    Ростовская																																																										
																																																										
Сводная таблица итогов голосования																																																										
																																																										
	Число участковых избирательных комиссий	47																																																								
	Число участковых избирательных комиссий, приступивших к передаче сведений	47																																																								
																																																										
		Сумма	УИК №704	УИК №705	УИК №706	УИК №707	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714	УИК №715	УИК №716	УИК №717	УИК №718	УИК №719	УИК №720	УИК №721	УИК №722	УИК №723	УИК №724	УИК №725	УИК №726	УИК №727	УИК №728	УИК №729	УИК №730	УИК №731	УИК №732	УИК №733	УИК №734	УИК №735	УИК №736	УИК №737	УИК №738	УИК №739	УИК №740	УИК №741	УИК №742	УИК №743	УИК №744	УИК №745	УИК №746	УИК №747	УИК №748	УИК №749	УИК №750									
1	Число избирателей, включенных в список избирателей	56058	2689	960	476	2203	2327	2419	2942	1647	1787	1561	2816	1842	2415	2420	2556	2385	350	374	194	577	399	415	1072	189	257	172	112	403	173	99	626	2131	1977	264	348	697	445	233	766	1012	873	1697	2279	2227	415	1513	324									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	46590	2200	800	450	1800	1900	2000	2400	1300	1400	1200	2300	1500	1900	2000	2100	1900	330	350	180	550	360	400	850	170	230	160	100	380	160	90	600	1750	1700	240	320	650	420	220	700	850	800	1400	1800	1800	380	1200	300									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	30282	1547	387	251	1088	1265	1507	1797	810	1035	809	1446	883	1374	1511	1615	1492	137	164	74	222	112	189	543	84	95	97	63	210	84	22	278	1001	1044	118	179	353	189	85	439	476	381	897	1445	1305	262	751	166									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	3130	34	144	39	163	48	32	65	73	58	66	96	35	64	59	70	38	76	78	61	156	162	57	105	32	60	16	18	34	20	30	67	132	139	52	39	121	22	59	53	75	76	63	51	55	40	69	28									
6	Число погашенных избирательных бюллетеней	13178	619	269	160	549	587	461	538	417	307	325	758	582	462	430	415	370	117	108	45	172	86	154	202	54	75	47	19	136	56	38	255	617	517	70	102	176	209	76	208	299	343	440	304	440	78	380	106									
