Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																											
Дата голосования: 07.12.2003 0:00:00																																											
																																											
"Наименование Избирательной комиссии:    Самара, Красноглинская"																																											
																																											
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																											
																																											
		Сумма	УИК №585	УИК №586	УИК №587	УИК №588	УИК №589	УИК №590	УИК №591	УИК №592	УИК №593	УИК №594	УИК №595	УИК №596	УИК №597	УИК №598	УИК №599	УИК №600	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620					
1	"Число избирателей, внесенных в списки"	67706	1059	2304	2010	2033	1579	2283	2289	1686	2053	1519	1896	1628	1899	2047	1830	1932	1937	1685	2295	2600	2674	1790	821	2346	1653	2446	2477	2461	2306	2075	2676	1816	2538	136	669	258					
2	"Число бюллетеней, полученных участковыми комиссиями"	66400	990	2350	1980	1970	1500	2200	2250	1650	2000	1500	1900	1600	1850	2000	1800	1900	1900	1650	2250	2500	2600	1700	785	2300	1600	2400	2450	2400	2300	2100	2700	1800	2500	125	650	250					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	31386	324	969	904	822	613	1079	1104	794	898	781	893	696	884	1032	914	1056	865	753	1164	1206	1259	846	372	1153	767	1131	1012	1241	1210	917	1009	870	1137	67	494	150					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1633	77	50	30	36	34	47	37	22	35	12	24	69	89	48	106	29	86	81	23	47	73	41	40	28	75	45	35	34	104	51	22	28	14	16	1	44					
6	Число погашенных бюллетеней	33379	589	1331	1046	1112	853	1074	1109	832	1067	707	983	835	877	920	780	815	949	816	1063	1247	1268	813	373	1119	758	1224	1403	1125	986	1132	1669	902	1349	42	155	56					
7	Число бюллетеней в переносных ящиках для голосования	1633	77	50	30	36	34	47	37	22	35	12	24	69	89	48	106	29	86	81	23	47	73	41	40	28	75	45	35	34	104	51	22	28	14	16	1	44					
8	Число бюллетеней в стационарных ящиках для голосования	31359	323	969	904	822	613	1079	1104	794	897	781	893	696	884	1028	914	1056	864	753	1164	1206	1257	846	372	1141	767	1131	1012	1235	1210	917	1009	870	1137	67	494	150					
9	Число недействительных бюллетеней	423	2	8	12	9	12	0	11	15	22	27	8	4	16	10	6	11	11	11	5	9	9	14	6	11	14	10	13	24	24	20	14	4	10	3	7	31					
10	Число действительных бюллетеней	32569	398	1011	922	849	635	1126	1130	801	910	766	909	761	957	1066	1014	1074	939	823	1182	1244	1321	873	406	1158	828	1166	1034	1245	1290	948	1017	894	1141	80	488	163					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	646	10	21	20	20	15	23	20	16	20	15	18	15	18	20	18	18	18	15	22	24	25	17	8	22	16	23	23	23	22	21	25	18	24	3	5	5					
