Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																					
Дата голосования: 18.09.2016																																					
																																					
Наименование Избирательной комиссии:    Сунженская																																					
																																					
Сводная таблица итогов голосования по федеральному избирательному округу																																					
																																					
		Сумма	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	42143	2296	1793	2781	1590	1543	2776	2414	1476	2207	2552	2820	1279	2211	2047	2566	1839	1492	953	1089	939	505	117	167	280	687	1724									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	39047	2066	1614	2503	1431	1389	2498	2173	1328	1986	2297	2538	1151	1990	1842	2309	1533	1293	953	1087	935	590	117	167	280	687	2290									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	32838	1608	1452	2280	1288	1250	2260	1469	1196	1752	1812	2015	1048	1788	1622	2129	1420	1202	534	899	656	500	117	167	255	490	1629									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	440	8	0	0	2	0	0	4	0	9	1	15	0	3	3	0	113	59	10	3	5	5	0	0	4	101	95									
6	Число погашенных избирательных бюллетеней	5769	450	162	223	141	139	238	700	132	225	484	508	103	199	217	180	0	32	409	185	274	85	0	0	21	96	566									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	440	8	0	0	2	0	0	4	0	9	1	15	0	3	3	0	113	59	10	3	5	5	0	0	4	101	95									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	32838	1608	1452	2280	1288	1250	2260	1469	1196	1752	1812	2015	1048	1788	1622	2129	1420	1202	534	899	656	500	117	167	255	490	1629									
9	Число недействительных избирательных бюллетеней	268	19	0	0	0	0	0	21	0	2	0	0	0	0	9	0	0	0	13	0	0	0	0	0	0	0	204									
10	Число действительных избирательных бюллетеней	33010	1597	1452	2280	1290	1250	2260	1452	1196	1759	1813	2030	1048	1791	1616	2129	1533	1261	531	902	661	505	117	167	259	591	1520									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	219	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	6	6	6	6	6	9									
