Выборы Президента Российской Федерации																																													
Дата голосования: 04.03.2012																																													
																																													
Наименование Избирательной комиссии:    Тихорецкая городская																																													
																																													
Сводная таблица итогов голосования																																													
																																													
	Число участковых избирательных комиссий	34																																											
	Число участковых избирательных комиссий, приступивших к передаче сведений	34																																											
																																													
		Сумма	УИК №5201	УИК №5202	УИК №5203	УИК №5204	УИК №5205	УИК №5206	УИК №5207	УИК №5208	УИК №5209	УИК №5210	УИК №5211	УИК №5212	УИК №5213	УИК №5214	УИК №5215	УИК №5216	УИК №5217	УИК №5218	УИК №5219	УИК №5220	УИК №5221	УИК №5222	УИК №5223	УИК №5224	УИК №5225	УИК №5226	УИК №5227	УИК №5228	УИК №5229	УИК №5230	УИК №5231	УИК №5232	УИК №5233	УИК №5234									
1	Число избирателей, включенных в список избирателей	49086	1862	1680	1298	2168	2044	2174	2038	2251	1319	1555	1229	1928	2225	1512	1175	2001	1465	1690	1464	1553	1418	1290	2116	801	1238	327	870	1485	352	517	560	862	1542	1077									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	49553	1931	1700	1330	2126	2094	2209	2171	2227	1303	1486	1247	1933	2299	1533	1231	2024	1614	1805	1460	1578	1313	1290	2092	784	1324	344	876	1468	336	522	573	836	1374	1120									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	35753	1127	1082	1156	1483	1478	1663	1717	1855	724	937	864	1216	1339	1115	806	1380	968	1302	1035	1204	1184	1150	1585	719	907	202	589	1254	225	467	373	500	1202	945									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	3018	30	82	32	73	52	220	45	38	70	82	149	257	156	157	116	220	82	102	62	84	56	57	59	40	164	56	74	94	30	49	86	55	51	38									
6	Число погашенных избирательных бюллетеней	10782	774	536	142	570	564	326	409	334	509	467	234	460	804	261	309	424	564	401	363	290	73	83	448	25	253	86	213	120	81	6	114	281	121	137									
7	Число избирательных бюллетеней в переносных ящиках для голосования	3009	30	82	32	73	52	220	45	38	70	82	149	257	156	157	116	220	82	102	62	84	56	57	59	40	155	56	74	94	30	49	86	55	51	38									
8	Число бюллетеней в стационарных ящиках для голосования	35708	1127	1082	1156	1483	1478	1663	1717	1855	724	937	864	1216	1339	1115	806	1380	968	1302	1035	1204	1184	1150	1585	719	862	202	589	1254	225	467	373	500	1202	945									
